Tarih,TP_DB_B01
2000-01-01,104752.0
2000-04-01,109476.0
2000-07-01,110712.0
2000-10-01,118601.0
2001-01-01,116946.0
2001-04-01,114376.0
2001-07-01,119774.0
2001-10-01,113591.0
2002-01-01,114858.0
2002-04-01,124739.0
2002-07-01,126450.0
2002-10-01,131790.0
2003-01-01,132657.0
2003-04-01,137724.0
2003-07-01,142417.0
2003-10-01,148362.0
2004-01-01,148856.0
2004-04-01,152624.0
2004-07-01,157707.0
2004-10-01,165686.0
2005-01-01,164248.0
2005-04-01,167488.0
2005-07-01,171015.0
2005-10-01,175409.0
2006-01-01,189982.0
2006-04-01,198597.0
2006-07-01,203847.0
2006-10-01,215148.0
2007-01-01,219549.0
2007-04-01,232109.0
2007-07-01,244329.0
2007-10-01,259260.0
2008-01-01,273656.0
2008-04-01,296413.0
2008-07-01,301399.0
2008-10-01,284786.0
2009-01-01,269534.0
2009-04-01,274501.0
2009-07-01,277620.0
2009-10-01,275991.0
2010-01-01,273757.0
2010-04-01,275680.0
2010-07-01,295151.0
2010-10-01,307494.0
2011-01-01,315497.0
2011-04-01,331210.0
2011-07-01,326503.0
2011-10-01,319646.0
2012-01-01,330461.0
2012-04-01,336706.0
2012-07-01,342004.0
2012-10-01,355187.0
2013-01-01,364401.0
2013-04-01,380548.0
2013-07-01,388714.0
2013-10-01,402445.0
2014-01-01,400017.0
2014-04-01,414942.0
2014-07-01,410952.0
2014-10-01,413581.0
2015-01-01,401333.0
2015-04-01,412258.0
2015-07-01,410191.0
2015-10-01,399550.0
2016-01-01,411657.0
2016-04-01,421583.0
2016-07-01,415017.0
2016-10-01,403552.0
2017-01-01,410854.0
2017-04-01,430563.0
2017-07-01,436788.0
2017-10-01,447209.0
2018-01-01,453099.0
2018-04-01,444067.0
2018-07-01,430579.0
2018-10-01,422176.0
2019-01-01,428287.0
2019-04-01,420120.0
2019-07-01,411863.0
2019-10-01,409709.0
2020-01-01,405491.0
2020-04-01,401262.0
2020-07-01,409085.0
2020-10-01,423356.0
2021-01-01,419707.0
2021-04-01,429961.0
2021-07-01,437938.0
2021-10-01,427920.0
2022-01-01,435991.0
2022-04-01,432331.0
2022-07-01,430878.0
2022-10-01,450173.0
2023-01-01,467491.0
2023-04-01,469027.0
2023-07-01,473213.0
2023-10-01,492034.0
2024-01-01,494406.0
2024-04-01,505529.0
2024-07-01,518505.0
2024-10-01,517390.0
2025-01-01,522984.0
2025-04-01,547697.0
