Tarih,TP_DB_B17
2000-01-01,13030.0
2000-04-01,12498.0
2000-07-01,14430.0
2000-10-01,15439.0
2001-01-01,13714.0
2001-04-01,11938.0
2001-07-01,9641.0
2001-10-01,6978.0
2002-01-01,5904.0
2002-04-01,6045.0
2002-07-01,4867.0
2002-10-01,5625.0
2003-01-01,6897.0
2003-04-01,6458.0
2003-07-01,8430.0
2003-10-01,9408.0
2004-01-01,10304.0
2004-04-01,11870.0
2004-07-01,13328.0
2004-10-01,13429.0
2005-01-01,14691.0
2005-04-01,16000.0
2005-07-01,17947.0
2005-10-01,17599.0
2006-01-01,21340.0
2006-04-01,21833.0
2006-07-01,20487.0
2006-10-01,20452.0
2007-01-01,14379.0
2007-04-01,14851.0
2007-07-01,13150.0
2007-10-01,15962.0
2008-01-01,16577.0
2008-04-01,21377.0
2008-07-01,23831.0
2008-10-01,23372.0
2009-01-01,19799.0
2009-04-01,19703.0
2009-07-01,19795.0
2009-10-01,21883.0
2010-01-01,26723.0
2010-04-01,33399.0
2010-07-01,37385.0
2010-10-01,48208.0
2011-01-01,46779.0
2011-04-01,52238.0
2011-07-01,51653.0
2011-10-01,47288.0
2012-01-01,49705.0
2012-04-01,53756.0
2012-07-01,57943.0
2012-10-01,59601.0
2013-01-01,71292.0
2013-04-01,76465.0
2013-07-01,77451.0
2013-10-01,80087.0
2014-01-01,76443.0
2014-04-01,80943.0
2014-07-01,81280.0
2014-10-01,82585.0
2015-01-01,81224.0
2015-04-01,78019.0
2015-07-01,70274.0
2015-10-01,53751.0
2016-01-01,53845.0
2016-04-01,52147.0
2016-07-01,49256.0
2016-10-01,40270.0
2017-01-01,45144.0
2017-04-01,46476.0
2017-07-01,46144.0
2017-10-01,45729.0
2018-01-01,46306.0
2018-04-01,43775.0
2018-07-01,38790.0
2018-10-01,31513.0
2019-01-01,29999.0
2019-04-01,30584.0
2019-07-01,31073.0
2019-10-01,28813.0
2020-01-01,26892.0
2020-04-01,28488.0
2020-07-01,28819.0
2020-10-01,31197.0
2021-01-01,29869.0
2021-04-01,29838.0
2021-07-01,28789.0
2021-10-01,26277.0
2022-01-01,27561.0
2022-04-01,29242.0
2022-07-01,28602.0
2022-10-01,32391.0
2023-01-01,31075.0
2023-04-01,31546.0
2023-07-01,31096.0
2023-10-01,32093.0
2024-01-01,33046.0
2024-04-01,35351.0
2024-07-01,36100.0
2024-10-01,38341.0
2025-01-01,39607.0
2025-04-01,34927.0
