Tarih,TP_DB_B57
2000-01-01,4869.0
2000-04-01,4809.0
2000-07-01,4683.0
2000-10-01,4581.0
2001-01-01,4287.0
2001-04-01,4173.0
2001-07-01,4305.0
2001-10-01,4874.0
2002-01-01,4174.0
2002-04-01,4756.0
2002-07-01,5639.0
2002-10-01,5842.0
2003-01-01,5830.0
2003-04-01,5918.0
2003-07-01,6044.0
2003-10-01,6155.0
2004-01-01,6100.0
2004-04-01,5838.0
2004-07-01,5733.0
2004-10-01,5882.0
2005-01-01,5601.0
2005-04-01,5280.0
2005-07-01,5136.0
2005-10-01,4932.0
2006-01-01,4877.0
2006-04-01,4763.0
2006-07-01,4702.0
2006-10-01,4798.0
2007-01-01,4819.0
2007-04-01,4842.0
2007-07-01,5107.0
2007-10-01,5242.0
2008-01-01,5792.0
2008-04-01,5551.0
2008-07-01,5526.0
2008-10-01,5851.0
2009-01-01,5614.0
2009-04-01,5652.0
2009-07-01,5875.0
2009-10-01,5909.0
2010-01-01,6314.0
2010-04-01,6278.0
2010-07-01,6857.0
2010-10-01,6966.0
2011-01-01,7107.0
2011-04-01,7099.0
2011-07-01,7208.0
2011-10-01,6965.0
2012-01-01,7035.0
2012-04-01,7120.0
2012-07-01,7811.0
2012-10-01,7997.0
2013-01-01,7998.0
2013-04-01,8399.0
2013-07-01,9045.0
2013-10-01,9388.0
2014-01-01,9549.0
2014-04-01,9645.0
2014-07-01,9535.0
2014-10-01,9542.0
2015-01-01,9344.0
2015-04-01,9606.0
2015-07-01,9981.0
2015-10-01,10491.0
2016-01-01,10986.0
2016-04-01,11452.0
2016-07-01,11789.0
2016-10-01,11706.0
2017-01-01,12055.0
2017-04-01,12534.0
2017-07-01,13136.0
2017-10-01,14085.0
2018-01-01,14609.0
2018-04-01,14522.0
2018-07-01,14504.0
2018-10-01,14911.0
2019-01-01,15087.0
2019-04-01,15039.0
2019-07-01,14532.0
2019-10-01,14894.0
2020-01-01,14993.0
2020-04-01,14765.0
2020-07-01,14772.0
2020-10-01,14798.0
2021-01-01,15136.0
2021-04-01,15060.0
2021-07-01,15013.0
2021-10-01,14598.0
2022-01-01,14317.0
2022-04-01,13710.0
2022-07-01,13223.0
2022-10-01,13401.0
2023-01-01,13082.0
2023-04-01,11858.0
2023-07-01,12123.0
2023-10-01,12405.0
2024-01-01,12385.0
2024-04-01,11930.0
2024-07-01,12445.0
2024-10-01,11284.0
2025-01-01,11433.0
2025-04-01,11810.0
