Tarih,TP_DB_B47
2000-01-01,6071.0
2000-04-01,5721.0
2000-07-01,5662.0
2000-10-01,5545.0
2001-01-01,4963.0
2001-04-01,4704.0
2001-07-01,4648.0
2001-10-01,3319.0
2002-01-01,3236.0
2002-04-01,3356.0
2002-07-01,3101.0
2002-10-01,3115.0
2003-01-01,2899.0
2003-04-01,2879.0
2003-07-01,2870.0
2003-10-01,2800.0
2004-01-01,2746.0
2004-04-01,2635.0
2004-07-01,2650.0
2004-10-01,2923.0
2005-01-01,3464.0
2005-04-01,3428.0
2005-07-01,3328.0
2005-10-01,3264.0
2006-01-01,3540.0
2006-04-01,4571.0
2006-07-01,5277.0
2006-10-01,5715.0
2007-01-01,6461.0
2007-04-01,6559.0
2007-07-01,7226.0
2007-10-01,7654.0
2008-01-01,8006.0
2008-04-01,8773.0
2008-07-01,9371.0
2008-10-01,9282.0
2009-01-01,9209.0
2009-04-01,9394.0
2009-07-01,9464.0
2009-10-01,9037.0
2010-01-01,8598.0
2010-04-01,8254.0
2010-07-01,8807.0
2010-10-01,9667.0
2011-01-01,10571.0
2011-04-01,10753.0
2011-07-01,10485.0
2011-10-01,10470.0
2012-01-01,11259.0
2012-04-01,12224.0
2012-07-01,12604.0
2012-10-01,12720.0
2013-01-01,13025.0
2013-04-01,13484.0
2013-07-01,13411.0
2013-10-01,13643.0
2014-01-01,13955.0
2014-04-01,13650.0
2014-07-01,13352.0
2014-10-01,12586.0
2015-01-01,12452.0
2015-04-01,13316.0
2015-07-01,14514.0
2015-10-01,15206.0
2016-01-01,15897.0
2016-04-01,17244.0
2016-07-01,16978.0
2016-10-01,16191.0
2017-01-01,16013.0
2017-04-01,15616.0
2017-07-01,15691.0
2017-10-01,16180.0
2018-01-01,16749.0
2018-04-01,15504.0
2018-07-01,15220.0
2018-10-01,15267.0
2019-01-01,14659.0
2019-04-01,14534.0
2019-07-01,14735.0
2019-10-01,14639.0
2020-01-01,14614.0
2020-04-01,14229.0
2020-07-01,14115.0
2020-10-01,14975.0
2021-01-01,14823.0
2021-04-01,15369.0
2021-07-01,15544.0
2021-10-01,15108.0
2022-01-01,14792.0
2022-04-01,14286.0
2022-07-01,13713.0
2022-10-01,14973.0
2023-01-01,16699.0
2023-04-01,16419.0
2023-07-01,16298.0
2023-10-01,16999.0
2024-01-01,16596.0
2024-04-01,16490.0
2024-07-01,17463.0
2024-10-01,17575.0
2025-01-01,17970.0
2025-04-01,20034.0
