Tarih,TP_DB_B15
2000-01-01,22099.0
2000-04-01,22248.0
2000-07-01,23985.0
2000-10-01,25187.0
2001-01-01,22859.0
2001-04-01,20411.0
2001-07-01,18153.0
2001-10-01,14632.0
2002-01-01,14081.0
2002-04-01,15249.0
2002-07-01,14460.0
2002-10-01,16109.0
2003-01-01,16989.0
2003-04-01,17982.0
2003-07-01,21077.0
2003-10-01,23089.0
2004-01-01,24607.0
2004-04-01,27954.0
2004-07-01,30270.0
2004-10-01,31470.0
2005-01-01,32135.0
2005-04-01,35545.0
2005-07-01,38612.0
2005-10-01,38556.0
2006-01-01,41405.0
2006-04-01,45595.0
2006-07-01,44574.0
2006-10-01,44923.0
2007-01-01,37803.0
2007-04-01,42469.0
2007-07-01,42458.0
2007-10-01,47234.0
2008-01-01,49154.0
2008-04-01,57734.0
2008-07-01,60825.0
2008-10-01,51136.0
2009-01-01,45853.0
2009-04-01,47840.0
2009-07-01,48283.0
2009-10-01,50644.0
2010-01-01,53754.0
2010-04-01,63257.0
2010-07-01,70342.0
2010-10-01,87106.0
2011-01-01,83576.0
2011-04-01,93945.0
2011-07-01,92076.0
2011-10-01,87064.0
2012-01-01,87508.0
2012-04-01,94130.0
2012-07-01,97507.0
2012-10-01,100261.0
2013-01-01,109580.0
2013-04-01,117189.0
2013-07-01,118515.0
2013-10-01,121248.0
2014-01-01,114884.0
2014-04-01,120938.0
2014-07-01,120892.0
2014-10-01,121768.0
2015-01-01,116013.0
2015-04-01,113579.0
2015-07-01,103568.0
2015-10-01,87385.0
2016-01-01,86255.0
2016-04-01,88272.0
2016-07-01,81411.0
2016-10-01,72758.0
2017-01-01,77253.0
2017-04-01,82432.0
2017-07-01,84958.0
2017-10-01,88382.0
2018-01-01,85785.0
2018-04-01,83843.0
2018-07-01,74701.0
2018-10-01,65980.0
2019-01-01,63759.0
2019-04-01,66159.0
2019-07-01,65158.0
2019-10-01,63636.0
2020-01-01,59320.0
2020-04-01,54489.0
2020-07-01,59947.0
2020-10-01,65429.0
2021-01-01,63748.0
2021-04-01,67921.0
2021-07-01,68847.0
2021-10-01,69181.0
2022-01-01,72891.0
2022-04-01,78388.0
2022-07-01,79340.0
2022-10-01,85682.0
2023-01-01,86636.0
2023-04-01,86414.0
2023-07-01,89548.0
2023-10-01,93072.0
2024-01-01,88527.0
2024-04-01,93924.0
2024-07-01,96353.0
2024-10-01,101666.0
2025-01-01,100277.0
2025-04-01,101137.0
