Tarih,TP_DB_B18
2000-01-01,0.0
2000-04-01,0.0
2000-07-01,0.0
2000-10-01,0.0
2001-01-01,0.0
2001-04-01,0.0
2001-07-01,0.0
2001-10-01,0.0
2002-01-01,0.0
2002-04-01,0.0
2002-07-01,0.0
2002-10-01,0.0
2003-01-01,0.0
2003-04-01,0.0
2003-07-01,0.0
2003-10-01,0.0
2004-01-01,124.0
2004-04-01,245.0
2004-07-01,385.0
2004-10-01,458.0
2005-01-01,434.0
2005-04-01,760.0
2005-07-01,1245.0
2005-10-01,694.0
2006-01-01,689.0
2006-04-01,661.0
2006-07-01,783.0
2006-10-01,716.0
2007-01-01,712.0
2007-04-01,831.0
2007-07-01,703.0
2007-10-01,469.0
2008-01-01,548.0
2008-04-01,509.0
2008-07-01,501.0
2008-10-01,388.0
2009-01-01,252.0
2009-04-01,225.0
2009-07-01,284.0
2009-10-01,295.0
2010-01-01,323.0
2010-04-01,367.0
2010-07-01,573.0
2010-10-01,1053.0
2011-01-01,1127.0
2011-04-01,1320.0
2011-07-01,1346.0
2011-10-01,1294.0
2012-01-01,1844.0
2012-04-01,2280.0
2012-07-01,2468.0
2012-10-01,1862.0
2013-01-01,1988.0
2013-04-01,2010.0
2013-07-01,2173.0
2013-10-01,2585.0
2014-01-01,2076.0
2014-04-01,2268.0
2014-07-01,2071.0
2014-10-01,2170.0
2015-01-01,2119.0
2015-04-01,1923.0
2015-07-01,2294.0
2015-10-01,2076.0
2016-01-01,2150.0
2016-04-01,2651.0
2016-07-01,2101.0
2016-10-01,1566.0
2017-01-01,1435.0
2017-04-01,2046.0
2017-07-01,2106.0
2017-10-01,2707.0
2018-01-01,2610.0
2018-04-01,2067.0
2018-07-01,1635.0
2018-10-01,1585.0
2019-01-01,717.0
2019-04-01,1049.0
2019-07-01,808.0
2019-10-01,900.0
2020-01-01,749.0
2020-04-01,528.0
2020-07-01,445.0
2020-10-01,982.0
2021-01-01,703.0
2021-04-01,758.0
2021-07-01,488.0
2021-10-01,521.0
2022-01-01,455.0
2022-04-01,340.0
2022-07-01,283.0
2022-10-01,280.0
2023-01-01,437.0
2023-04-01,481.0
2023-07-01,719.0
2023-10-01,767.0
2024-01-01,691.0
2024-04-01,969.0
2024-07-01,1071.0
2024-10-01,1345.0
2025-01-01,1531.0
2025-04-01,1973.0
