Tarih,TP_DB_B03
2000-01-01,1395.0
2000-04-01,1504.0
2000-07-01,1383.0
2000-10-01,2460.0
2001-01-01,2561.0
2001-04-01,1139.0
2001-07-01,1322.0
2001-10-01,1018.0
2002-01-01,1037.0
2002-04-01,1024.0
2002-07-01,839.0
2002-10-01,915.0
2003-01-01,1098.0
2003-04-01,1093.0
2003-07-01,1240.0
2003-10-01,1341.0
2004-01-01,1370.0
2004-04-01,1347.0
2004-07-01,1368.0
2004-10-01,1840.0
2005-01-01,1975.0
2005-04-01,1728.0
2005-07-01,2043.0
2005-10-01,2133.0
2006-01-01,1726.0
2006-04-01,1157.0
2006-07-01,1420.0
2006-10-01,1750.0
2007-01-01,1948.0
2007-04-01,1698.0
2007-07-01,1718.0
2007-10-01,2163.0
2008-01-01,2336.0
2008-04-01,1729.0
2008-07-01,3139.0
2008-10-01,3248.0
2009-01-01,2732.0
2009-04-01,2910.0
2009-07-01,3397.0
2009-10-01,3598.0
2010-01-01,4697.0
2010-04-01,5605.0
2010-07-01,7003.0
2010-10-01,4290.0
2011-01-01,4977.0
2011-04-01,5798.0
2011-07-01,7614.0
2011-10-01,8564.0
2012-01-01,12352.0
2012-04-01,14459.0
2012-07-01,11872.0
2012-10-01,13324.0
2013-01-01,14222.0
2013-04-01,17093.0
2013-07-01,18597.0
2013-10-01,19758.0
2014-01-01,20134.0
2014-04-01,20529.0
2014-07-01,21534.0
2014-10-01,20475.0
2015-01-01,20557.0
2015-04-01,19401.0
2015-07-01,17775.0
2015-10-01,16998.0
2016-01-01,20157.0
2016-04-01,19108.0
2016-07-01,19622.0
2016-10-01,17081.0
2017-01-01,18141.0
2017-04-01,18978.0
2017-07-01,19450.0
2017-10-01,19426.0
2018-01-01,21023.0
2018-04-01,21209.0
2018-07-01,17989.0
2018-10-01,20828.0
2019-01-01,23417.0
2019-04-01,22902.0
2019-07-01,22168.0
2019-10-01,23444.0
2020-01-01,24588.0
2020-04-01,24831.0
2020-07-01,24701.0
2020-10-01,24499.0
2021-01-01,26066.0
2021-04-01,25901.0
2021-07-01,26749.0
2021-10-01,22880.0
2022-01-01,25451.0
2022-04-01,25295.0
2022-07-01,26611.0
2022-10-01,29872.0
2023-01-01,34878.0
2023-04-01,32440.0
2023-07-01,33047.0
2023-10-01,36282.0
2024-01-01,39233.0
2024-04-01,39998.0
2024-07-01,42879.0
2024-10-01,43726.0
2025-01-01,44396.0
2025-04-01,42465.0
