Tarih,TP_DB_B19
2000-01-01,9069.0
2000-04-01,9750.0
2000-07-01,9555.0
2000-10-01,9748.0
2001-01-01,9145.0
2001-04-01,8473.0
2001-07-01,8512.0
2001-10-01,7654.0
2002-01-01,8177.0
2002-04-01,9204.0
2002-07-01,9593.0
2002-10-01,10484.0
2003-01-01,10092.0
2003-04-01,11524.0
2003-07-01,12647.0
2003-10-01,13681.0
2004-01-01,14179.0
2004-04-01,15839.0
2004-07-01,16557.0
2004-10-01,17583.0
2005-01-01,17010.0
2005-04-01,18785.0
2005-07-01,19420.0
2005-10-01,20263.0
2006-01-01,19376.0
2006-04-01,23101.0
2006-07-01,23304.0
2006-10-01,23755.0
2007-01-01,22712.0
2007-04-01,26787.0
2007-07-01,28605.0
2007-10-01,30803.0
2008-01-01,32029.0
2008-04-01,35848.0
2008-07-01,36493.0
2008-10-01,27376.0
2009-01-01,25802.0
2009-04-01,27912.0
2009-07-01,28204.0
2009-10-01,28466.0
2010-01-01,26708.0
2010-04-01,29491.0
2010-07-01,32384.0
2010-10-01,37845.0
2011-01-01,35670.0
2011-04-01,40387.0
2011-07-01,39077.0
2011-10-01,38482.0
2012-01-01,35959.0
2012-04-01,38094.0
2012-07-01,37096.0
2012-10-01,38798.0
2013-01-01,36300.0
2013-04-01,38714.0
2013-07-01,38891.0
2013-10-01,38576.0
2014-01-01,36365.0
2014-04-01,37727.0
2014-07-01,37541.0
2014-10-01,37013.0
2015-01-01,32670.0
2015-04-01,33637.0
2015-07-01,31000.0
2015-10-01,31558.0
2016-01-01,30260.0
2016-04-01,33474.0
2016-07-01,30054.0
2016-10-01,30922.0
2017-01-01,30674.0
2017-04-01,33910.0
2017-07-01,36708.0
2017-10-01,39946.0
2018-01-01,36869.0
2018-04-01,38001.0
2018-07-01,34276.0
2018-10-01,32882.0
2019-01-01,33043.0
2019-04-01,34526.0
2019-07-01,33277.0
2019-10-01,33923.0
2020-01-01,31679.0
2020-04-01,25473.0
2020-07-01,30683.0
2020-10-01,33250.0
2021-01-01,33176.0
2021-04-01,37325.0
2021-07-01,39570.0
2021-10-01,42383.0
2022-01-01,44875.0
2022-04-01,48806.0
2022-07-01,50455.0
2022-10-01,53011.0
2023-01-01,55124.0
2023-04-01,54387.0
2023-07-01,57733.0
2023-10-01,60212.0
2024-01-01,54790.0
2024-04-01,57604.0
2024-07-01,59182.0
2024-10-01,61980.0
2025-01-01,59139.0
2025-04-01,64237.0
