Tarih,TP_KKO2_IS_19
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,94.99026875
2007-02-01,82.49837812
2007-03-01,87.55770248
2007-04-01,84.64433068
2007-05-01,83.47455559
2007-06-01,98.33618842
2007-07-01,98.91323012
2007-08-01,98.14708179
2007-09-01,89.50564875
2007-10-01,95.73988725
2007-11-01,92.67585125
2007-12-01,90.86691795
2008-01-01,90.9315522
2008-02-01,85.02016988
2008-03-01,67.30734468
2008-04-01,82.4148076
2008-05-01,90.22641824
2008-06-01,95.25060125
2008-07-01,94.4222421
2008-08-01,95.00825895
2008-09-01,95.38954822
2008-10-01,95.84588188
2008-11-01,90.50816745
2008-12-01,74.37570148
2009-01-01,54.80843422
2009-02-01,60.13906872
2009-03-01,46.98800894
2009-04-01,44.89377743
2009-05-01,56.39397335
2009-06-01,68.90133155
2009-07-01,71.18943889
2009-08-01,71.33169321
2009-09-01,62.8421989
2009-10-01,63.65223509
2009-11-01,63.24121809
2009-12-01,55.95716349
2010-01-01,55.55765134
2010-02-01,54.14441746
2010-03-01,45.36365755
2010-04-01,72.5229263
2010-05-01,68.94618257
2010-06-01,70.67350085
2010-07-01,70.5656034
2010-08-01,82.38511854
2010-09-01,73.32874959
2010-10-01,78.71408538
2010-11-01,75.45614313
2010-12-01,81.76604688
2011-01-01,76.66170005
2011-02-01,70.24192105
2011-03-01,67.10634467
2011-04-01,80.52626905
2011-05-01,78.87738118
2011-06-01,85.82602346
2011-07-01,80.96657449
2011-08-01,87.77207711
2011-09-01,85.14975866
2011-10-01,81.6008324
2011-11-01,78.29627007
2011-12-01,74.54896113
2012-01-01,75.19472803
2012-02-01,66.12552157
2012-03-01,73.04458232
2012-04-01,86.89427915
2012-05-01,78.67629868
2012-06-01,75.71429655
2012-07-01,87.18634147
2012-08-01,86.1973831
2012-09-01,93.50349261
2012-10-01,88.42685362
2012-11-01,94.15472348
2012-12-01,82.70370601
2013-01-01,78.91328
2013-02-01,63.21296
2013-03-01,65.03613
2013-04-01,63.2997
2013-05-01,78.13627
2013-06-01,87.0007
2013-07-01,82.90414
2013-08-01,92.14876
2013-09-01,80.48185
2013-10-01,81.68049
2013-11-01,80.67487
2013-12-01,78.26515
2014-01-01,76.42017
2014-02-01,59.48338
2014-03-01,68.91739
2014-04-01,70.28022882
2014-05-01,68.36532505
2014-06-01,63.82877172
2014-07-01,64.56821851
2014-08-01,72.84170491
2014-09-01,75.52713694
2014-10-01,78.4373372
2014-11-01,81.69745325
2014-12-01,77.16349726
2015-01-01,70.08293901
2015-02-01,73.3777876
2015-03-01,73.18042183
2015-04-01,91.41421207
2015-05-01,87.13337423
2015-06-01,91.4944647
2015-07-01,94.53073098
2015-08-01,91.59277905
2015-09-01,91.50516583
2015-10-01,91.54018825
2015-11-01,91.48046336
2015-12-01,91.63207054
2016-01-01,91.46469677
2016-02-01,91.2315416
2016-03-01,83.9228891
2016-04-01,82.98497895
2016-05-01,81.691049
2016-06-01,87.69032162
2016-07-01,88.09573762
2016-08-01,87.76047782
2016-09-01,88.12691949
2016-10-01,88.35122603
2016-11-01,88.32652697
2016-12-01,88.26504436
2017-01-01,88.92271829
2017-02-01,87.66148513
2017-03-01,82.1686992
2017-04-01,83.08901199
2017-05-01,83.43978345
2017-06-01,82.9942581
2017-07-01,83.82114596
2017-08-01,84.51606246
2017-09-01,84.56329863
2017-10-01,84.608607
2017-11-01,84.59639058
2017-12-01,72.45392468
2018-01-01,75.49196504
2018-02-01,71.33619782
2018-03-01,64.20956057
2018-04-01,65.9334985
2018-05-01,67.93273529
2018-06-01,84.37500258
2018-07-01,83.63468327
2018-08-01,88.43624907
2018-09-01,87.84549258
2018-10-01,87.49105199
2018-11-01,83.36915875
2018-12-01,80.34700062
