Tarih,TP_OSUVAG14
2011-07-01,64022479325.0
2011-08-01,65447024150.0
2011-09-01,64099978739.0
2011-10-01,65373444669.0
2011-11-01,64811598799.0
2011-12-01,64104500693.0
2012-01-01,64327770391.0
2012-02-01,65082942644.0
2012-03-01,65119710190.0
2012-04-01,65174695717.0
2012-05-01,64196508100.0
2012-06-01,64479995871.0
2012-07-01,63183290932.0
2012-08-01,62540989631.0
2012-09-01,63365835146.0
2012-10-01,62779012080.0
2012-11-01,63314132796.0
2012-12-01,64164358621.0
2013-01-01,64272866967.0
2013-02-01,62928844413.0
2013-03-01,62522949956.0
2013-04-01,63419845153.0
2013-05-01,60891777119.0
2013-06-01,61779905219.0
2013-07-01,62753115002.0
2013-08-01,61968078618.0
2013-09-01,62883859446.0
2013-10-01,63741533902.0
2013-11-01,63386864013.0
2013-12-01,65740425285.0
2014-01-01,65809397069.0
2014-02-01,66578988320.0
2014-03-01,67349266641.0
2014-04-01,69094762571.0
2014-05-01,68457824895.0
2014-06-01,68030339630.0
2014-07-01,68547837092.0
2014-08-01,68651442151.0
2014-09-01,67775495022.0
2014-10-01,67646152813.0
2014-11-01,67587361783.0
2014-12-01,68630212363.0
2015-01-01,66770830705.0
2015-02-01,67190511993.0
2015-03-01,67733857449.0
2015-04-01,69018580825.0
2015-05-01,73811649330.0
2015-06-01,75033209578.0
2015-07-01,75485165775.0
2015-08-01,77994300088.0
2015-09-01,81718563318.0
2015-10-01,82685084340.0
2015-11-01,83626396853.0
2015-12-01,85300943276.0
2016-01-01,85233257051.0
2016-02-01,86888756916.0
2016-03-01,88696073237.0
2016-04-01,88900523627.0
2016-05-01,87842635173.0
2016-06-01,90177346780.0
2016-07-01,89133538067.0
2016-08-01,89041473051.0
2016-09-01,88715784272.0
2016-10-01,88348320082.0
2016-11-01,86850142946.0
2016-12-01,84769599427.0
2017-01-01,85220496077.0
2017-02-01,84639382532.0
2017-03-01,83255751362.0
2017-04-01,84035071213.0
2017-05-01,84724404848.0
2017-06-01,84968319392.0
2017-07-01,86024958946.0
2017-08-01,86082935306.0
2017-09-01,85038927351.0
2017-10-01,85909255358.0
2017-11-01,86321731402.0
2017-12-01,87091171852.0
2018-01-01,88323877628.0
2018-02-01,87854792346.0
2018-03-01,87463998035.0
2018-04-01,87428610961.0
2018-05-01,86665884301.0
2018-06-01,86622073118.0
2018-07-01,86614498604.0
2018-08-01,85225394146.0
2018-09-01,81794513310.0
2018-10-01,80799371590.0
2018-11-01,80002836168.0
2018-12-01,77999153011.0
2019-01-01,76998136361.0
2019-02-01,75797246013.0
2019-03-01,74418945077.0
2019-04-01,73019571913.0
2019-05-01,71600084660.0
2019-06-01,70117701516.0
2019-07-01,68073049799.0
2019-08-01,67286027710.0
2019-09-01,66307109762.0
2019-10-01,64927399908.0
2019-11-01,65728401102.0
2019-12-01,60762595378.0
2020-01-01,58522074149.0
2020-02-01,58123896542.0
2020-03-01,57403685772.0
2020-04-01,56698060859.0
2020-05-01,56031459602.0
2020-06-01,55718381211.0
2020-07-01,55955629433.0
2020-08-01,56147077428.0
2020-09-01,55976694333.0
2020-10-01,55394429221.0
2020-11-01,54656723975.0
2020-12-01,55655288373.0
2021-01-01,55264430682.0
2021-02-01,55178312614.0
2021-03-01,53813651731.0
2021-04-01,54304684143.0
2021-05-01,54010494729.0
2021-06-01,53482293860.0
2021-07-01,53133233732.0
2021-08-01,53618411082.0
2021-09-01,53188845141.0
2021-10-01,53158621722.0
2021-11-01,52399630581.0
2021-12-01,53073826507.0
2022-01-01,52808503050.0
2022-02-01,52317879958.0
2022-03-01,52648750960.0
2022-04-01,51416507773.0
2022-05-01,51490623213.0
2022-06-01,50816436918.0
2022-07-01,53169928025.0
2022-08-01,54763621976.0
2022-09-01,54141535681.0
2022-10-01,53985621589.0
2022-11-01,53599409627.0
2022-12-01,53677833375.0
2023-01-01,53568391828.0
2023-02-01,53578638330.0
2023-03-01,54343493975.0
2023-04-01,54866376705.0
2023-05-01,53902654013.0
2023-06-01,54322103821.0
2023-07-01,54209922451.0
2023-08-01,54605039890.0
2023-09-01,54614077967.0
2023-10-01,54337086747.0
2023-11-01,56133143362.0
2023-12-01,56691205596.0
2024-01-01,56541394752.0
2024-02-01,56804435134.0
2024-03-01,56691912799.0
2024-04-01,56187141241.0
2024-05-01,56762424155.0
2024-06-01,58515977826.0
2024-07-01,59429406951.0
2024-08-01,60295629720.0
2024-09-01,60395548863.0
2024-10-01,59532581166.0
2024-11-01,58797478802.0
2024-12-01,60294562895.0
2025-01-01,61516875286.0
2025-02-01,63710499656.0
2025-03-01,67110341539.0
2025-04-01,69610403408.0
2025-05-01,72058597524.0
2025-06-01,76142754073.0
2025-07-01,76717441890.0
2025-08-01,78526961054.0
