Tarih,TP_OSUVAG13
2011-07-01,111965787491.0
2011-08-01,112791770718.0
2011-09-01,109990004178.0
2011-10-01,112027283784.0
2011-11-01,110254314423.0
2011-12-01,107952793619.0
2012-01-01,108683616793.0
2012-02-01,109688144939.0
2012-03-01,110157978767.0
2012-04-01,110050096048.0
2012-05-01,108226445842.0
2012-06-01,108992900180.0
2012-07-01,107078986722.0
2012-08-01,107065573084.0
2012-09-01,108437785959.0
2012-10-01,107986707830.0
2012-11-01,108601283278.0
2012-12-01,109981990120.0
2013-01-01,110955066248.0
2013-02-01,109158070885.0
2013-03-01,108223863383.0
2013-04-01,109441022696.0
2013-05-01,106887843406.0
2013-06-01,107497998621.0
2013-07-01,109049220314.0
2013-08-01,108120286985.0
2013-09-01,109446598515.0
2013-10-01,110405154960.0
2013-11-01,109869162764.0
2013-12-01,112581363493.0
2014-01-01,112595419605.0
2014-02-01,113676209225.0
2014-03-01,115426078146.0
2014-04-01,117554756896.0
2014-05-01,117255893780.0
2014-06-01,116820832145.0
2014-07-01,116192670788.0
2014-08-01,115933361185.0
2014-09-01,113509985652.0
2014-10-01,113812480967.0
2014-11-01,113547841190.0
2014-12-01,114398771015.0
2015-01-01,111191908005.0
2015-02-01,111758877399.0
2015-03-01,112278786339.0
2015-04-01,114544537685.0
2015-05-01,119998468225.0
2015-06-01,122099035887.0
2015-07-01,123823150097.0
2015-08-01,126830554556.0
2015-09-01,131038825058.0
2015-10-01,133670517758.0
2015-11-01,134649183904.0
2015-12-01,137298937281.0
2016-01-01,137334352535.0
2016-02-01,139988705585.0
2016-03-01,143043778078.0
2016-04-01,143860782294.0
2016-05-01,142961081891.0
2016-06-01,146457234925.0
2016-07-01,145413520276.0
2016-08-01,146205891912.0
2016-09-01,146119300165.0
2016-10-01,145658559018.0
2016-11-01,142741843074.0
2016-12-01,140888162701.0
2017-01-01,140974387624.0
2017-02-01,140768400262.0
2017-03-01,138839941213.0
2017-04-01,140008873634.0
2017-05-01,141258828728.0
2017-06-01,141365888140.0
2017-07-01,143129123254.0
2017-08-01,144456083900.0
2017-09-01,142844546110.0
2017-10-01,143382881149.0
2017-11-01,144098736607.0
2017-12-01,146445431877.0
2018-01-01,148826195732.0
2018-02-01,150024388392.0
2018-03-01,148800552172.0
2018-04-01,148163071764.0
2018-05-01,146313700645.0
2018-06-01,145693363224.0
2018-07-01,145680863061.0
2018-08-01,143386299434.0
2018-09-01,140547557866.0
2018-10-01,139200429817.0
2018-11-01,139032202610.0
2018-12-01,137293843884.0
2019-01-01,136131934457.0
2019-02-01,135466798174.0
2019-03-01,133576933695.0
2019-04-01,131502445074.0
2019-05-01,130055682250.0
2019-06-01,128793289050.0
2019-07-01,126742386286.0
2019-08-01,125431548889.0
2019-09-01,124493281901.0
2019-10-01,123159958196.0
2019-11-01,123339162687.0
2019-12-01,117194093261.0
2020-01-01,106468238222.0
2020-02-01,105493222088.0
2020-03-01,105340501335.0
2020-04-01,103442230478.0
2020-05-01,102811473698.0
2020-06-01,102311699055.0
2020-07-01,102589074343.0
2020-08-01,102189227269.0
2020-09-01,101506111776.0
2020-10-01,100731364071.0
2020-11-01,100211079822.0
2020-12-01,101871149956.0
2021-01-01,101237845957.0
2021-02-01,101477499230.0
2021-03-01,98296850388.0
2021-04-01,99144774435.0
2021-05-01,100158130402.0
2021-06-01,99020304092.0
2021-07-01,98230404533.0
2021-08-01,98434956280.0
2021-09-01,97536126510.0
2021-10-01,97038581168.0
2021-11-01,95261800225.0
2021-12-01,97197310397.0
2022-01-01,96515649589.0
2022-02-01,95805285483.0
2022-03-01,96308622669.0
2022-04-01,94302802092.0
2022-05-01,94471439774.0
2022-06-01,94140966927.0
2022-07-01,95585536091.0
2022-08-01,96796619965.0
2022-09-01,95721849358.0
2022-10-01,96287163685.0
2022-11-01,95834940885.0
2022-12-01,96008069632.0
2023-01-01,96375737824.0
2023-02-01,95785796759.0
2023-03-01,96998444015.0
2023-04-01,98177618615.0
2023-05-01,96899402209.0
2023-06-01,96880530012.0
2023-07-01,96954377714.0
2023-08-01,96579255852.0
2023-09-01,96707158223.0
2023-10-01,97066785527.0
2023-11-01,99765243520.0
2023-12-01,100311607472.0
2024-01-01,98992795263.0
2024-02-01,98977660892.0
2024-03-01,98811491807.0
2024-04-01,97986185965.0
2024-05-01,99294410899.0
2024-06-01,101033210334.0
2024-07-01,102570210240.0
2024-08-01,103727234674.0
2024-09-01,105078282208.0
2024-10-01,103927127471.0
2024-11-01,102098055988.0
2024-12-01,104584243769.0
2025-01-01,106159344995.0
2025-02-01,108353638022.0
2025-03-01,112793833118.0
2025-04-01,117049441535.0
2025-05-01,119242995743.0
2025-06-01,124907224458.0
2025-07-01,125446401978.0
2025-08-01,127823530508.0
