Tarih,TP_OSUVAG16
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,1587739188.0
2002-02-01,1596445139.0
2002-03-01,1753417308.0
2002-04-01,1771424234.0
2002-05-01,1803221804.0
2002-06-01,1894176493.0
2002-07-01,1813879584.0
2002-08-01,1676948940.0
2002-09-01,1675078880.0
2002-10-01,1639026239.0
2002-11-01,1628410965.0
2002-12-01,1703827901.0
2003-01-01,1685544096.0
2003-02-01,1679600411.0
2003-03-01,1530433849.0
2003-04-01,1554639116.0
2003-05-01,1565441787.0
2003-06-01,1526632164.0
2003-07-01,1506509857.0
2003-08-01,1474615491.0
2003-09-01,1549284371.0
2003-10-01,1510776275.0
2003-11-01,1499462066.0
2003-12-01,1492755263.0
2004-01-01,1447101875.0
2004-02-01,1431295984.0
2004-03-01,1455695794.0
2004-04-01,1448985688.0
2004-05-01,1429339830.0
2004-06-01,1388665479.0
2004-07-01,1404350210.0
2004-08-01,1399671214.0
2004-09-01,1418676817.0
2004-10-01,1427615457.0
2004-11-01,1775569588.0
2004-12-01,1745641731.0
2005-01-01,1723219015.0
2005-02-01,1761764714.0
2005-03-01,2303745645.0
2005-04-01,2360981080.0
2005-05-01,2362518291.0
2005-06-01,2331881424.0
2005-07-01,2345055960.0
2005-08-01,2244209410.0
2005-09-01,2247650632.0
2005-10-01,2247861076.0
2005-11-01,2235972819.0
2005-12-01,2253167089.0
2006-01-01,2210124167.0
2006-02-01,2228594367.0
2006-03-01,2542226877.0
2006-04-01,2697790271.0
2006-05-01,2946975801.0
2006-06-01,3793905938.0
2006-07-01,4122807621.0
2006-08-01,4357497758.0
2006-09-01,4505706134.0
2006-10-01,5065674801.0
2006-11-01,4864015755.0
2006-12-01,4992502068.0
2007-01-01,5126327828.0
2007-02-01,5166509365.0
2007-03-01,5742481716.0
2007-04-01,5783803485.0
2007-05-01,5933168580.0
2007-06-01,5890530239.0
2007-07-01,5990641045.0
2007-08-01,6066707984.0
2007-09-01,6555978790.0
2007-10-01,6694407954.0
2007-11-01,6929268198.0
2007-12-01,7029972567.0
2008-01-01,7302862440.0
2008-02-01,7443506008.0
2008-03-01,7377945931.0
2008-04-01,7130617573.0
2008-05-01,8015129833.0
2008-06-01,8191745093.0
2008-07-01,8360221081.0
2008-08-01,8678921057.0
2008-09-01,8789845759.0
2008-10-01,8287298648.0
2008-11-01,8230396094.0
2008-12-01,8747531143.0
2009-01-01,8493463250.0
2009-02-01,8495525236.0
2009-03-01,8671143745.0
2009-04-01,8736997434.0
2009-05-01,8851573068.0
2009-06-01,8902696458.0
2009-07-01,8942947447.0
2009-08-01,8983776967.0
2009-09-01,8972772482.0
2009-10-01,8957049522.0
2009-11-01,8849848994.0
2009-12-01,8594078619.0
2010-01-01,8422716187.0
2010-02-01,8159239670.0
2010-03-01,8142113912.0
2010-04-01,8012785711.0
2010-05-01,7650578606.0
2010-06-01,7844094015.0
2010-07-01,8124777092.0
2010-08-01,8091316843.0
2010-09-01,8393850272.0
2010-10-01,9155604447.0
2010-11-01,9041915832.0
2010-12-01,9300536588.0
2011-01-01,9456843028.0
2011-02-01,9627053104.0
2011-03-01,10204422402.0
2011-04-01,9957641601.0
2011-05-01,10040720935.0
2011-06-01,10437031056.0
