Tarih,TP_OSUVAG12
2013-01-01,2403647629.0
2013-02-01,2349701650.0
2013-03-01,2330586387.0
2013-04-01,2361549587.0
2013-05-01,2465169427.0
2013-06-01,2574611342.0
2013-07-01,2694106827.0
2013-08-01,2707588713.0
2013-09-01,2822933988.0
2013-10-01,3117763435.0
2013-11-01,3082168025.0
2013-12-01,3170313668.0
2014-01-01,3143917863.0
2014-02-01,3138067888.0
2014-03-01,3191107903.0
2014-04-01,3222863728.0
2014-05-01,3194182468.0
2014-06-01,3248311925.0
2014-07-01,3273740640.0
2014-08-01,3215326088.0
2014-09-01,3214708426.0
2014-10-01,3202327305.0
2014-11-01,3256664689.0
2014-12-01,3391021020.0
2015-01-01,3250289430.0
2015-02-01,3296109408.0
2015-03-01,3294202658.0
2015-04-01,3396944091.0
2015-05-01,3369190618.0
2015-06-01,3345719169.0
2015-07-01,3387674415.0
2015-08-01,3498951036.0
2015-09-01,3785717508.0
2015-10-01,3985979102.0
2015-11-01,3999216699.0
2015-12-01,4211420682.0
2016-01-01,4195145902.0
2016-02-01,4234788656.0
2016-03-01,4533882906.0
2016-04-01,4525427412.0
2016-05-01,4471157374.0
2016-06-01,4624181672.0
2016-07-01,4773200552.0
2016-08-01,4840133382.0
2016-09-01,4882381032.0
2016-10-01,4894363465.0
2016-11-01,4815360037.0
2016-12-01,4795552775.0
2017-01-01,4832046311.0
2017-02-01,4800531754.0
2017-03-01,4890765185.0
2017-04-01,4932286949.0
2017-05-01,4990878499.0
2017-06-01,5017484932.0
2017-07-01,5128719426.0
2017-08-01,5276622810.0
2017-09-01,5170519404.0
2017-10-01,5167984238.0
2017-11-01,5189726258.0
2017-12-01,5194829659.0
2018-01-01,5451167645.0
2018-02-01,5439907180.0
2018-03-01,5444615872.0
2018-04-01,5388114694.0
2018-05-01,5209428606.0
2018-06-01,5153584865.0
2018-07-01,5196049158.0
2018-08-01,5156963614.0
2018-09-01,5105123003.0
2018-10-01,5077684734.0
2018-11-01,5080224032.0
2018-12-01,4994678725.0
2019-01-01,5045276037.0
2019-02-01,5022553351.0
2019-03-01,4965351290.0
2019-04-01,5034576480.0
2019-05-01,4931867392.0
2019-06-01,4855414518.0
2019-07-01,4823378987.0
2019-08-01,4760910797.0
2019-09-01,4722216948.0
2019-10-01,4751749670.0
2019-11-01,4831725437.0
2019-12-01,4778015815.0
2020-01-01,4735592108.0
2020-02-01,4671861242.0
2020-03-01,4625418295.0
2020-04-01,4959274559.0
2020-05-01,5274520092.0
2020-06-01,5390598702.0
2020-07-01,5603871681.0
2020-08-01,5597985427.0
2020-09-01,5420064673.0
2020-10-01,5503270620.0
2020-11-01,5591126983.0
2020-12-01,5711532019.0
2021-01-01,5725889515.0
2021-02-01,5842274958.0
2021-03-01,5691367781.0
2021-04-01,5819234361.0
2021-05-01,5833233632.0
2021-06-01,5490333680.0
2021-07-01,5498166617.0
2021-08-01,5433832801.0
2021-09-01,5597473248.0
2021-10-01,5520499585.0
2021-11-01,5737593886.0
2021-12-01,5753236998.0
2022-01-01,5790445915.0
2022-02-01,5898881907.0
2022-03-01,5854833788.0
2022-04-01,5662456661.0
2022-05-01,5589350833.0
2022-06-01,5470097956.0
2022-07-01,5295648496.0
2022-08-01,5221586654.0
2022-09-01,5357677808.0
2022-10-01,5395756653.0
2022-11-01,5503449430.0
2022-12-01,5470558201.0
2023-01-01,5518635069.0
2023-02-01,5313514944.0
2023-03-01,5511931181.0
2023-04-01,5271532284.0
2023-05-01,5251554710.0
2023-06-01,5346742363.0
2023-07-01,5497693734.0
2023-08-01,5527300656.0
2023-09-01,5769247165.0
2023-10-01,5726092977.0
2023-11-01,5597523252.0
2023-12-01,5664665418.0
2024-01-01,5482066857.0
2024-02-01,5517837552.0
2024-03-01,5627075895.0
2024-04-01,5653026241.0
2024-05-01,5565830655.0
2024-06-01,5482174118.0
2024-07-01,5393291369.0
2024-08-01,5380116678.0
2024-09-01,5222212333.0
2024-10-01,5161646365.0
2024-11-01,5005790837.0
2024-12-01,5116826006.0
2025-01-01,5202745533.0
2025-02-01,5171108116.0
2025-03-01,5364747308.0
2025-04-01,5646140141.0
2025-05-01,5567257183.0
2025-06-01,5698160848.0
2025-07-01,5652625778.0
2025-08-01,5688381701.0
