Tarih,TP_OSUVAG04
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,1277226807.0
2002-02-01,1278495140.0
2002-03-01,1159672034.0
2002-04-01,1149278026.0
2002-05-01,1102596848.0
2002-06-01,1077696672.0
2002-07-01,910241800.0
2002-08-01,924634600.0
2002-09-01,888578262.0
2002-10-01,863253199.0
2002-11-01,1009518760.0
2002-12-01,1084520153.0
2003-01-01,1116591576.0
2003-02-01,1133560583.0
2003-03-01,1144847982.0
2003-04-01,1171161288.0
2003-05-01,1265721232.0
2003-06-01,1262976971.0
2003-07-01,1292809494.0
2003-08-01,1269923704.0
2003-09-01,1380823794.0
2003-10-01,1478863591.0
2003-11-01,1546381992.0
2003-12-01,1595864349.0
2004-01-01,1586066924.0
2004-02-01,1648488651.0
2004-03-01,1689262488.0
2004-04-01,1687952534.0
2004-05-01,1785409595.0
2004-06-01,1821116836.0
2004-07-01,1891465549.0
2004-08-01,1974699173.0
2004-09-01,2031725064.0
2004-10-01,2135059360.0
2004-11-01,2263034955.0
2004-12-01,2355342604.0
2005-01-01,2280914000.0
2005-02-01,2163934851.0
2005-03-01,2167965383.0
2005-04-01,2360982851.0
2005-05-01,2308518459.0
2005-06-01,2335001402.0
2005-07-01,2358461614.0
2005-08-01,2449820525.0
2005-09-01,2407276595.0
2005-10-01,2442680388.0
2005-11-01,2393997996.0
2005-12-01,2389729870.0
2006-01-01,2410681862.0
2006-02-01,2386965721.0
2006-03-01,2561155914.0
2006-04-01,2646133608.0
2006-05-01,2714885578.0
2006-06-01,2605642600.0
2006-07-01,2693416503.0
2006-08-01,2779277155.0
2006-09-01,2864247404.0
2006-10-01,2909573049.0
2006-11-01,2979492468.0
2006-12-01,3029278119.0
2007-01-01,3096136928.0
2007-02-01,3197911007.0
2007-03-01,3335489375.0
2007-04-01,3439796194.0
2007-05-01,3461452691.0
2007-06-01,3532775831.0
2007-07-01,3689180332.0
2007-08-01,3737031864.0
2007-09-01,3856134518.0
2007-10-01,3931094510.0
2007-11-01,4157933722.0
2007-12-01,4700932604.0
2008-01-01,4784241429.0
2008-02-01,4836850655.0
2008-03-01,4934197600.0
2008-04-01,4997350611.0
2008-05-01,5076290564.0
2008-06-01,5242587971.0
2008-07-01,5400382838.0
2008-08-01,5958985403.0
2008-09-01,5947810643.0
2008-10-01,5600873679.0
2008-11-01,5617309401.0
2008-12-01,6199817345.0
2009-01-01,5926602888.0
2009-02-01,5914316992.0
2009-03-01,6064700129.0
2009-04-01,6080875087.0
2009-05-01,6394467245.0
2009-06-01,6844845260.0
2009-07-01,7004771419.0
2009-08-01,7087452272.0
2009-09-01,6733571928.0
2009-10-01,6933068008.0
2009-11-01,7198271518.0
2009-12-01,7376229429.0
2010-01-01,7270556475.0
2010-02-01,7113308787.0
2010-03-01,6961766119.0
2010-04-01,7269393366.0
2010-05-01,7123266584.0
2010-06-01,7477187771.0
2010-07-01,7948848956.0
2010-08-01,8018097246.0
2010-09-01,8516459290.0
2010-10-01,8720060630.0
2010-11-01,8667071205.0
2010-12-01,8766715096.0
2011-01-01,9367994954.0
2011-02-01,9539585490.0
2011-03-01,9738899865.0
2011-04-01,10481121420.0
2011-05-01,10316929367.0
2011-06-01,10530874571.0
