Tarih,TP_OSUVAG03
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,694028726.0
2002-02-01,682988569.0
2002-03-01,681393705.0
2002-04-01,678214895.0
2002-05-01,775185067.0
2002-06-01,888495717.0
2002-07-01,1476373063.0
2002-08-01,1495297977.0
2002-09-01,1824001719.0
2002-10-01,1838488595.0
2002-11-01,1862345616.0
2002-12-01,1867092654.0
2003-01-01,1872130979.0
2003-02-01,1870031525.0
2003-03-01,1854260123.0
2003-04-01,1864180447.0
2003-05-01,1886083613.0
2003-06-01,1877567829.0
2003-07-01,1878827070.0
2003-08-01,1872147800.0
2003-09-01,1853011078.0
2003-10-01,1838697559.0
2003-11-01,1816569208.0
2003-12-01,1825599685.0
2004-01-01,1826640001.0
2004-02-01,1822096026.0
2004-03-01,1843944086.0
2004-04-01,1824544455.0
2004-05-01,1785084433.0
2004-06-01,1782353322.0
2004-07-01,1778760804.0
2004-08-01,1780561847.0
2004-09-01,1765191124.0
2004-10-01,1740306013.0
2004-11-01,1696138805.0
2004-12-01,1696340387.0
2005-01-01,1690424010.0
2005-02-01,1693776782.0
2005-03-01,1680879230.0
2005-04-01,1661856454.0
2005-05-01,1606573527.0
2005-06-01,1612353552.0
2005-07-01,1619838744.0
2005-08-01,1628306350.0
2005-09-01,1615748372.0
2005-10-01,1595189810.0
2005-11-01,1601418444.0
2005-12-01,1612071753.0
2006-01-01,1634925715.0
2006-02-01,1635118389.0
2006-03-01,1635980804.0
2006-04-01,1607129603.0
2006-05-01,1562058566.0
2006-06-01,1564347456.0
2006-07-01,1603975372.0
2006-08-01,1601376451.0
2006-09-01,1581153450.0
2006-10-01,1560445181.0
2006-11-01,1525261027.0
2006-12-01,1650207965.0
2007-01-01,1644338650.0
2007-02-01,1638478014.0
2007-03-01,1632750082.0
2007-04-01,1614210233.0
2007-05-01,1764466315.0
2007-06-01,1781656788.0
2007-07-01,1843298268.0
2007-08-01,1827883677.0
2007-09-01,1877475236.0
2007-10-01,1857929606.0
2007-11-01,1851754164.0
2007-12-01,1957126523.0
2008-01-01,2052744351.0
2008-02-01,2152683072.0
2008-03-01,2164444996.0
2008-04-01,2146057770.0
2008-05-01,2104738471.0
2008-06-01,2168370173.0
2008-07-01,2173923221.0
2008-08-01,2133627429.0
2008-09-01,2159075352.0
2008-10-01,2005633892.0
2008-11-01,1927372885.0
2008-12-01,2050171527.0
2009-01-01,1997856778.0
2009-02-01,1997113976.0
2009-03-01,2042372263.0
2009-04-01,2021035334.0
2009-05-01,2021502795.0
2009-06-01,2063049222.0
2009-07-01,2118820412.0
2009-08-01,2135149984.0
2009-09-01,2099729794.0
2009-10-01,2085901640.0
2009-11-01,2024087840.0
2009-12-01,2147641315.0
2010-01-01,2560979835.0
2010-02-01,2533285597.0
2010-03-01,2527370161.0
2010-04-01,2497650537.0
2010-05-01,2449507472.0
2010-06-01,2414740128.0
2010-07-01,2576313885.0
2010-08-01,2544739902.0
2010-09-01,2619309903.0
2010-10-01,2672225244.0
2010-11-01,2589565906.0
2010-12-01,2536287668.0
2011-01-01,2538245992.0
2011-02-01,2573889737.0
2011-03-01,2710170620.0
2011-04-01,2751477921.0
2011-05-01,2662566940.0
2011-06-01,2658978013.0
