Tarih,TP_OSUVAG11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,3031000.0
2004-04-01,13031000.0
2004-05-01,32094338.0
2004-06-01,59228134.0
2004-07-01,91688156.0
2004-08-01,128089176.0
2004-09-01,149158868.0
2004-10-01,157060206.0
2004-11-01,160504822.0
2004-12-01,177043855.0
2005-01-01,187039988.0
2005-02-01,205557478.0
2005-03-01,213247425.0
2005-04-01,213247425.0
2005-05-01,213247425.0
2005-06-01,224008429.0
2005-07-01,230860689.0
2005-08-01,248312739.0
2005-09-01,251573538.0
2005-10-01,254573538.0
2005-11-01,261377381.0
2005-12-01,285799178.0
2006-01-01,291883994.0
2006-02-01,298458816.0
2006-03-01,323635629.0
2006-04-01,334275807.0
2006-05-01,358463027.0
2006-06-01,367234483.0
2006-07-01,390258196.0
2006-08-01,409742482.0
2006-09-01,437654659.0
2006-10-01,444593996.0
2006-11-01,463270014.0
2006-12-01,478246257.0
2007-01-01,511751455.0
2007-02-01,512864234.0
2007-03-01,544078580.0
2007-04-01,562715524.0
2007-05-01,568203239.0
2007-06-01,577615167.0
2007-07-01,589854721.0
2007-08-01,590538388.0
2007-09-01,610295582.0
2007-10-01,630775216.0
2007-11-01,660896031.0
2007-12-01,676221024.0
2008-01-01,695257565.0
2008-02-01,699273195.0
2008-03-01,714381753.0
2008-04-01,712705686.0
2008-05-01,743342346.0
2008-06-01,799777041.0
2008-07-01,843755451.0
2008-08-01,835218874.0
2008-09-01,878130453.0
2008-10-01,869811514.0
2008-11-01,900210675.0
2008-12-01,923347107.0
2009-01-01,908574424.0
2009-02-01,907505904.0
2009-03-01,910826477.0
2009-04-01,911325367.0
2009-05-01,969791861.0
2009-06-01,1013514657.0
2009-07-01,1055429974.0
2009-08-01,1079046469.0
2009-09-01,1082937616.0
2009-10-01,1121301570.0
2009-11-01,1124103808.0
2009-12-01,1211637624.0
2010-01-01,1205190132.0
2010-02-01,1194842788.0
2010-03-01,1194307090.0
2010-04-01,1208932604.0
2010-05-01,1191745258.0
2010-06-01,1188086664.0
2010-07-01,1190304473.0
2010-08-01,1191467512.0
2010-09-01,1208697010.0
2010-10-01,1255626160.0
2010-11-01,1277470748.0
2010-12-01,1338477059.0
2011-01-01,1375434670.0
2011-02-01,1422086341.0
2011-03-01,1442805872.0
2011-04-01,1516145957.0
2011-05-01,1500001987.0
2011-06-01,1588021152.0
2011-07-01,1574216732.0
2011-08-01,1615368912.0
2011-09-01,1579824819.0
2011-10-01,1652292282.0
2011-11-01,1641969016.0
2011-12-01,1694635570.0
2012-01-01,1722013057.0
2012-02-01,1761412677.0
2012-03-01,1747641986.0
2012-04-01,1814562315.0
