Tarih,TP_OSUVAG02
2011-07-01,13148633928.0
2011-08-01,13844271141.0
2011-09-01,13514827822.0
2011-10-01,14249883612.0
2011-11-01,14235189564.0
2011-12-01,14157297501.0
2012-01-01,14446796922.0
2012-02-01,14813857631.0
2012-03-01,14592270546.0
2012-04-01,14789935254.0
2012-05-01,14471078610.0
2012-06-01,14370545425.0
2012-07-01,14579341609.0
2012-08-01,15655196534.0
2012-09-01,15825605241.0
2012-10-01,15978818541.0
2012-11-01,16258085389.0
2012-12-01,17011384103.0
2013-01-01,17328200524.0
2013-02-01,17469212070.0
2013-03-01,17298961898.0
2013-04-01,18233836294.0
2013-05-01,18336331896.0
2013-06-01,18262202154.0
2013-07-01,18756815631.0
2013-08-01,18946492824.0
2013-09-01,19438208593.0
2013-10-01,19946107992.0
2013-11-01,20308472317.0
2013-12-01,20710642881.0
2014-01-01,20452952424.0
2014-02-01,20666920317.0
2014-03-01,20753123440.0
2014-04-01,20844885395.0
2014-05-01,20792839857.0
2014-06-01,20778711997.0
2014-07-01,20973821520.0
2014-08-01,20711004172.0
2014-09-01,20512820751.0
2014-10-01,20505750048.0
2014-11-01,20703677540.0
2014-12-01,21076731604.0
2015-01-01,20451228377.0
2015-02-01,20550042980.0
2015-03-01,20329163973.0
2015-04-01,20484040451.0
2015-05-01,20726818864.0
2015-06-01,20815016172.0
2015-07-01,21002032847.0
2015-08-01,21386125330.0
2015-09-01,21521870165.0
2015-10-01,22205641019.0
2015-11-01,21795185746.0
2015-12-01,22488586201.0
2016-01-01,22313296136.0
2016-02-01,22560390692.0
2016-03-01,23294740174.0
2016-04-01,23348870390.0
2016-05-01,23230541548.0
2016-06-01,23702220862.0
2016-07-01,23941412179.0
2016-08-01,24566132613.0
2016-09-01,24700632376.0
2016-10-01,24333751147.0
2016-11-01,24141478953.0
2016-12-01,24031968149.0
2017-01-01,24315431861.0
2017-02-01,24314018230.0
2017-03-01,24906870325.0
2017-04-01,25068278663.0
2017-05-01,25601821815.0
2017-06-01,25960116457.0
2017-07-01,26238634300.0
2017-08-01,26687078897.0
2017-09-01,26629624950.0
2017-10-01,26839708651.0
2017-11-01,27083534348.0
2017-12-01,27637105908.0
2018-01-01,28077224338.0
2018-02-01,28006968347.0
2018-03-01,28032016405.0
2018-04-01,28043431085.0
2018-05-01,27590113993.0
2018-06-01,27395447633.0
2018-07-01,27431342987.0
2018-08-01,27208792220.0
2018-09-01,27175717052.0
2018-10-01,26997040944.0
2018-11-01,27137770074.0
2018-12-01,27025870785.0
2019-01-01,27093343739.0
2019-02-01,26922493894.0
2019-03-01,26902171096.0
2019-04-01,26781806744.0
2019-05-01,26714090688.0
2019-06-01,26394176797.0
2019-07-01,25841043459.0
2019-08-01,25694414706.0
2019-09-01,25378859193.0
2019-10-01,25619998818.0
2019-11-01,25573531308.0
2019-12-01,24383859674.0
2020-01-01,24292665621.0
2020-02-01,24143888683.0
2020-03-01,24191183547.0
2020-04-01,24113153440.0
2020-05-01,24400134368.0
2020-06-01,24145585347.0
2020-07-01,24671380755.0
2020-08-01,24723307492.0
2020-09-01,23839895297.0
2020-10-01,23911416534.0
2020-11-01,23949806344.0
2020-12-01,23944598996.0
2021-01-01,24035545954.0
2021-02-01,24102006831.0
2021-03-01,23896689791.0
2021-04-01,24081088242.0
2021-05-01,23989544822.0
2021-06-01,23286553035.0
2021-07-01,23211053837.0
2021-08-01,23180995421.0
2021-09-01,23313586844.0
2021-10-01,22974199947.0
2021-11-01,23019969887.0
2021-12-01,22959344703.0
2022-01-01,22866093076.0
2022-02-01,22942304798.0
2022-03-01,22739648015.0
2022-04-01,22123365959.0
2022-05-01,22077781591.0
2022-06-01,21619700529.0
2022-07-01,21145563463.0
2022-08-01,20908790776.0
2022-09-01,20920248169.0
2022-10-01,21131483413.0
2022-11-01,21623408272.0
2022-12-01,21765963664.0
2023-01-01,22006288986.0
2023-02-01,21497180779.0
2023-03-01,21747572571.0
2023-04-01,21481000675.0
2023-05-01,21276572181.0
2023-06-01,20389242439.0
2023-07-01,22143119797.0
2023-08-01,20941318982.0
2023-09-01,20908386708.0
2023-10-01,20591613150.0
2023-11-01,20670163235.0
2023-12-01,21097079445.0
2024-01-01,20523670080.0
2024-02-01,20602173568.0
2024-03-01,20792096272.0
2024-04-01,20561719714.0
2024-05-01,20654067318.0
2024-06-01,20292115629.0
2024-07-01,20229525891.0
2024-08-01,20477686961.0
2024-09-01,20317641173.0
2024-10-01,19825442301.0
2024-11-01,19464828393.0
2024-12-01,19007447447.0
2025-01-01,19194815145.0
2025-02-01,19435558750.0
2025-03-01,19751269296.0
2025-04-01,20477960970.0
2025-05-01,20301424253.0
2025-06-01,20426992648.0
2025-07-01,20305545522.0
2025-08-01,20546527653.0
