Tarih,TP_OSUVAG09
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,1152500203.0
2002-02-01,1153294762.0
2002-03-01,1021911367.0
2002-04-01,1010782745.0
2002-05-01,950160225.0
2002-06-01,916961122.0
2002-07-01,718944805.0
2002-08-01,728703448.0
2002-09-01,691579054.0
2002-10-01,647416879.0
2002-11-01,702018564.0
2002-12-01,753847959.0
2003-01-01,757066427.0
2003-02-01,757558009.0
2003-03-01,734378641.0
2003-04-01,728380164.0
2003-05-01,803022827.0
2003-06-01,782245701.0
2003-07-01,797764552.0
2003-08-01,779200319.0
2003-09-01,809914087.0
2003-10-01,893042830.0
2003-11-01,891679794.0
2003-12-01,900984736.0
2004-01-01,888962816.0
2004-02-01,935547170.0
2004-03-01,946075832.0
2004-04-01,921094639.0
2004-05-01,957288627.0
2004-06-01,937730358.0
2004-07-01,955911170.0
2004-08-01,960628902.0
2004-09-01,955669119.0
2004-10-01,951463887.0
2004-11-01,1028806084.0
2004-12-01,1030156743.0
2005-01-01,994964553.0
2005-02-01,841049346.0
2005-03-01,825899620.0
2005-04-01,1008464005.0
2005-05-01,987133281.0
2005-06-01,1010834726.0
2005-07-01,1033467110.0
2005-08-01,1064006942.0
2005-09-01,1040709210.0
2005-10-01,1016142971.0
2005-11-01,992331856.0
2005-12-01,971039839.0
2006-01-01,961114246.0
2006-02-01,951746336.0
2006-03-01,1024225838.0
2006-04-01,1061413959.0
2006-05-01,1060100402.0
2006-06-01,978749518.0
2006-07-01,1015077318.0
2006-08-01,1032224527.0
2006-09-01,1104748724.0
2006-10-01,1089231549.0
2006-11-01,1094382351.0
2006-12-01,1127026587.0
2007-01-01,1139949159.0
2007-02-01,1224079399.0
2007-03-01,1245794523.0
2007-04-01,1248219834.0
2007-05-01,1279973909.0
2007-06-01,1275878155.0
2007-07-01,1366699748.0
2007-08-01,1398298341.0
2007-09-01,1406565553.0
2007-10-01,1397873887.0
2007-11-01,1509122749.0
2007-12-01,1468609398.0
2008-01-01,1515151883.0
2008-02-01,1506579568.0
2008-03-01,1480937544.0
2008-04-01,1471563491.0
2008-05-01,1478902740.0
2008-06-01,1526417181.0
2008-07-01,1510780970.0
2008-08-01,1512425054.0
2008-09-01,1486769148.0
2008-10-01,1464526382.0
2008-11-01,1467467514.0
2008-12-01,1770708957.0
2009-01-01,1708878603.0
2009-02-01,1693403131.0
2009-03-01,1699630860.0
2009-04-01,1697649428.0
2009-05-01,1713544788.0
2009-06-01,1896625158.0
2009-07-01,1936288264.0
2009-08-01,1948826210.0
2009-09-01,1759465829.0
2009-10-01,1861973590.0
2009-11-01,1868873847.0
2009-12-01,1835904405.0
2010-01-01,1801702000.0
2010-02-01,1772515580.0
2010-03-01,1751843534.0
2010-04-01,1801400514.0
2010-05-01,1760510332.0
2010-06-01,1937644563.0
2010-07-01,1993676767.0
2010-08-01,1967846828.0
2010-09-01,2168189093.0
2010-10-01,2173478433.0
2010-11-01,2128853662.0
2010-12-01,2177551899.0
2011-01-01,2472496040.0
2011-02-01,2549003095.0
2011-03-01,2572806203.0
2011-04-01,2785677152.0
2011-05-01,2732144241.0
2011-06-01,2720222438.0
2011-07-01,2693119044.0
2011-08-01,2890029763.0
2011-09-01,2779744205.0
