Tarih,TP_OSUVAG15
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,3462332505.0
2002-02-01,3698272782.0
2002-03-01,3997346595.0
2002-04-01,4262967424.0
2002-05-01,4492386339.0
2002-06-01,4739053922.0
2002-07-01,4890796793.0
2002-08-01,4944922391.0
2002-09-01,5023443855.0
2002-10-01,5083223222.0
2002-11-01,5211863537.0
2002-12-01,5309528007.0
2003-01-01,5403351241.0
2003-02-01,5451885972.0
2003-03-01,4630360836.0
2003-04-01,4623117671.0
2003-05-01,4757128433.0
2003-06-01,4878583688.0
2003-07-01,5014189965.0
2003-08-01,5102902916.0
2003-09-01,5251499175.0
2003-10-01,5466975253.0
2003-11-01,5555161117.0
2003-12-01,5708906126.0
2004-01-01,5899153567.0
2004-02-01,6077579586.0
2004-03-01,6597254745.0
2004-04-01,6911368961.0
2004-05-01,7098523219.0
2004-06-01,7263696522.0
2004-07-01,7299029519.0
2004-08-01,7328765526.0
2004-09-01,7416445806.0
2004-10-01,7548634211.0
2004-11-01,7903929413.0
2004-12-01,8316396150.0
2005-01-01,8421625329.0
2005-02-01,8782708924.0
2005-03-01,9009973824.0
2005-04-01,9369543095.0
2005-05-01,10298391803.0
2005-06-01,10670031410.0
2005-07-01,10949882810.0
2005-08-01,11319019192.0
2005-09-01,11555596911.0
2005-10-01,11999574855.0
2005-11-01,12196399011.0
2005-12-01,13141176669.0
2006-01-01,15558630766.0
2006-02-01,16117696612.0
2006-03-01,16809302109.0
2006-04-01,17242823664.0
2006-05-01,17864966193.0
2006-06-01,18166447096.0
2006-07-01,18372856866.0
2006-08-01,18783231945.0
2006-09-01,19026221872.0
2006-10-01,19109337348.0
2006-11-01,19778660889.0
2006-12-01,20623397757.0
2007-01-01,20558710237.0
2007-02-01,21124412675.0
2007-03-01,22024333737.0
2007-04-01,22738587651.0
2007-05-01,23286939902.0
2007-06-01,24420535193.0
2007-07-01,25294602124.0
2007-08-01,26380215325.0
2007-09-01,27223776990.0
2007-10-01,28302426387.0
2007-11-01,29681436553.0
2007-12-01,32080339561.0
2008-01-01,33461361952.0
2008-02-01,35079313641.0
2008-03-01,36505486894.0
2008-04-01,37947137972.0
2008-05-01,39349134231.0
2008-06-01,40934356824.0
2008-07-01,41653406181.0
2008-08-01,41826559224.0
2008-09-01,42887822923.0
2008-10-01,41212941973.0
2008-11-01,40820516021.0
2008-12-01,41592484816.0
2009-01-01,39939410137.0
2009-02-01,39312360975.0
2009-03-01,39265452262.0
2009-04-01,39137431201.0
2009-05-01,39343866799.0
2009-06-01,39004536807.0
2009-07-01,38731380212.0
2009-08-01,37238591608.0
2009-09-01,36596442051.0
2009-10-01,36408701076.0
2009-11-01,36242728819.0
2009-12-01,35471374909.0
2010-01-01,34618580738.0
2010-02-01,34064806413.0
2010-03-01,33611187733.0
2010-04-01,32556280251.0
2010-05-01,31422083843.0
2010-06-01,29841574823.0
2010-07-01,29904370459.0
2010-08-01,29183258933.0
2010-09-01,29299809864.0
2010-10-01,29081540630.0
2010-11-01,28159541079.0
2010-12-01,28320073125.0
2011-01-01,28503740128.0
2011-02-01,28195388779.0
2011-03-01,28444027620.0
2011-04-01,28657561698.0
2011-05-01,27831889270.0
2011-06-01,27585122961.0
