Tarih,TP_OSUVAG05
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,29126376.0
2002-02-01,29134920.0
2002-03-01,29160908.0
2002-04-01,29271980.0
2002-05-01,42234386.0
2002-06-01,43043880.0
2002-07-01,93219442.0
2002-08-01,105707699.0
2002-09-01,110949983.0
2002-10-01,129449953.0
2002-11-01,219689035.0
2002-12-01,241718094.0
2003-01-01,280359446.0
2003-02-01,299290034.0
2003-03-01,336267068.0
2003-04-01,367073094.0
2003-05-01,389450220.0
2003-06-01,388078982.0
2003-07-01,388439595.0
2003-08-01,370769544.0
2003-09-01,451078124.0
2003-10-01,465937277.0
2003-11-01,535998947.0
2003-12-01,591684706.0
2004-01-01,600025220.0
2004-02-01,616804144.0
2004-03-01,623163346.0
2004-04-01,618769930.0
2004-05-01,653106431.0
2004-06-01,650698129.0
2004-07-01,682161082.0
2004-08-01,733407551.0
2004-09-01,744723371.0
2004-10-01,837714003.0
2004-11-01,887041386.0
2004-12-01,916175130.0
2005-01-01,891001612.0
2005-02-01,901432878.0
2005-03-01,890320948.0
2005-04-01,914440353.0
2005-05-01,889039255.0
2005-06-01,894248082.0
2005-07-01,895258894.0
2005-08-01,917498317.0
2005-09-01,909525309.0
2005-10-01,966491490.0
2005-11-01,947293195.0
2005-12-01,948736550.0
2006-01-01,976193792.0
2006-02-01,968001006.0
2006-03-01,1069699545.0
2006-04-01,1105029056.0
2006-05-01,1143311234.0
2006-06-01,1105602937.0
2006-07-01,1132694645.0
2006-08-01,1182913708.0
2006-09-01,1166394182.0
2006-10-01,1220227427.0
2006-11-01,1261945193.0
2006-12-01,1249784032.0
2007-01-01,1272832267.0
2007-02-01,1286365289.0
2007-03-01,1365718563.0
2007-04-01,1447188385.0
2007-05-01,1433635993.0
2007-06-01,1499628940.0
2007-07-01,1555434685.0
2007-08-01,1576399709.0
2007-09-01,1601507501.0
2007-10-01,1665070202.0
2007-11-01,1747055368.0
2007-12-01,2317147691.0
2008-01-01,2333351218.0
2008-02-01,2387875251.0
2008-03-01,2472451904.0
2008-04-01,2551924145.0
2008-05-01,2593584810.0
2008-06-01,2653476937.0
2008-07-01,2766032824.0
2008-08-01,3338875224.0
2008-09-01,3314252580.0
2008-10-01,3028120370.0
2008-11-01,3014271164.0
2008-12-01,3232815239.0
2009-01-01,3053370116.0
2009-02-01,3048782033.0
2009-03-01,3182576580.0
2009-04-01,3196849324.0
2009-05-01,3425654992.0
2009-06-01,3648607808.0
2009-07-01,3720119100.0
2009-08-01,3771000331.0
2009-09-01,3601407341.0
2009-10-01,3642505727.0
2009-11-01,3818810977.0
2009-12-01,3957312829.0
2010-01-01,3900759028.0
2010-02-01,3798454689.0
2010-03-01,3674586361.0
2010-04-01,3903948946.0
2010-05-01,3741513938.0
2010-06-01,3779813707.0
2010-07-01,4076022343.0
2010-08-01,4185768285.0
2010-09-01,4383611042.0
2010-10-01,4471548922.0
2010-11-01,4478049716.0
2010-12-01,4453095631.0
2011-01-01,4530445922.0
2011-02-01,4575155633.0
2011-03-01,4669770864.0
2011-04-01,4958178298.0
2011-05-01,4883055051.0
2011-06-01,4963733783.0
2011-07-01,4923664668.0
2011-08-01,5213336300.0
2011-09-01,4986061158.0
2011-10-01,5116716959.0
