Tarih,TP_OSUVAG06
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,42827012.0
2005-01-01,41017774.0
2005-02-01,41477163.0
2005-03-01,66678054.0
2005-04-01,66487634.0
2005-05-01,64356983.0
2005-06-01,62030765.0
2005-07-01,62113109.0
2005-08-01,82221658.0
2005-09-01,80524989.0
2005-10-01,81039334.0
2005-11-01,78921837.0
2005-12-01,79102192.0
2006-01-01,80705344.0
2006-02-01,79168990.0
2006-03-01,80645225.0
2006-04-01,83069993.0
2006-05-01,85835430.0
2006-06-01,83744653.0
2006-07-01,84739943.0
2006-08-01,85621676.0
2006-09-01,84940337.0
2006-10-01,84987095.0
2006-11-01,87899488.0
2006-12-01,101012409.0
2007-01-01,99537888.0
2007-02-01,101488557.0
2007-03-01,107109502.0
2007-04-01,107409963.0
2007-05-01,105888486.0
2007-06-01,106109218.0
2007-07-01,107748944.0
2007-08-01,107291713.0
2007-09-01,166464578.0
2007-10-01,168876103.0
2007-11-01,172256192.0
2007-12-01,171663194.0
2008-01-01,172740474.0
2008-02-01,175814180.0
2008-03-01,204356102.0
2008-04-01,201912335.0
2008-05-01,201878550.0
2008-06-01,203894377.0
2008-07-01,220788767.0
2008-08-01,210615170.0
2008-09-01,208501337.0
2008-10-01,189860044.0
2008-11-01,187672041.0
2008-12-01,223193510.0
2009-01-01,208950044.0
2009-02-01,204447185.0
2009-03-01,210232758.0
2009-04-01,210713775.0
2009-05-01,219251838.0
2009-06-01,221523310.0
2009-07-01,222017689.0
2009-08-01,225772298.0
2009-09-01,228818743.0
2009-10-01,242920589.0
2009-11-01,245122844.0
2009-12-01,235643574.0
2010-01-01,231143315.0
2010-02-01,223921014.0
2010-03-01,223907335.0
2010-04-01,213894543.0
2010-05-01,267398840.0
2010-06-01,264636334.0
2010-07-01,277750645.0
2010-08-01,272407778.0
2010-09-01,286007803.0
2010-10-01,279947103.0
2010-11-01,271173840.0
2010-12-01,271914629.0
2011-01-01,278625303.0
2011-02-01,279830901.0
2011-03-01,284057754.0
2011-04-01,285103698.0
2011-05-01,277557363.0
2011-06-01,279291355.0
2011-07-01,278126112.0
2011-08-01,279568794.0
2011-09-01,268512858.0
2011-10-01,264708394.0
2011-11-01,320293330.0
2011-12-01,312539950.0
2012-01-01,316425049.0
2012-02-01,321672456.0
2012-03-01,319200120.0
2012-04-01,306282180.0
2012-05-01,294035046.0
2012-06-01,293922834.0
2012-07-01,291021354.0
2012-08-01,327052635.0
