Tarih,TP_OSUVAG07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,58464728.0
2002-02-01,58929958.0
2002-03-01,71464260.0
2002-04-01,72087801.0
2002-05-01,73066737.0
2002-06-01,80556170.0
2002-07-01,76598412.0
2002-08-01,68744312.0
2002-09-01,64570084.0
2002-10-01,64907226.0
2002-11-01,66332021.0
2002-12-01,70125750.0
2003-01-01,60337353.0
2003-02-01,57884191.0
2003-03-01,55373922.0
2003-04-01,56879681.0
2003-05-01,54419835.0
2003-06-01,75289814.0
2003-07-01,89242871.0
2003-08-01,102591366.0
2003-09-01,102469107.0
2003-10-01,102521009.0
2003-11-01,101340776.0
2003-12-01,103194907.0
2004-01-01,97078889.0
2004-02-01,96137338.0
2004-03-01,116992310.0
2004-04-01,135056964.0
2004-05-01,142920199.0
2004-06-01,173460215.0
2004-07-01,161705140.0
2004-08-01,152573545.0
2004-09-01,182173707.0
2004-10-01,188821264.0
2004-11-01,186682663.0
2004-12-01,189139865.0
2005-01-01,166890073.0
2005-02-01,174417986.0
2005-03-01,171819337.0
2005-04-01,158343434.0
2005-05-01,154741516.0
2005-06-01,143879400.0
2005-07-01,136761812.0
2005-08-01,137780868.0
2005-09-01,124943550.0
2005-10-01,124433054.0
2005-11-01,114073726.0
2005-12-01,105052111.0
2006-01-01,100784485.0
2006-02-01,89590574.0
2006-03-01,62949676.0
2006-04-01,62344792.0
2006-05-01,67175485.0
2006-06-01,70311009.0
2006-07-01,70646401.0
2006-08-01,68774761.0
2006-09-01,70509502.0
2006-10-01,70532981.0
2006-11-01,71995422.0
2006-12-01,73208833.0
2007-01-01,72066159.0
2007-02-01,73113527.0
2007-03-01,72788207.0
2007-04-01,74262489.0
2007-05-01,73751065.0
2007-06-01,73544352.0
2007-07-01,69442234.0
2007-08-01,64503713.0
2007-09-01,71301304.0
2007-10-01,68499102.0
2007-11-01,68603382.0
2007-12-01,67291297.0
2008-01-01,67740289.0
2008-02-01,67308460.0
2008-03-01,62070296.0
2008-04-01,59244954.0
2008-05-01,58582118.0
2008-06-01,59022435.0
2008-07-01,59024826.0
2008-08-01,61851080.0
2008-09-01,60157124.0
2008-10-01,48555369.0
2008-11-01,47688007.0
2008-12-01,49752532.0
2009-01-01,46829701.0
2009-02-01,60178739.0
2009-03-01,61433455.0
2009-04-01,64337193.0
2009-05-01,66223766.0
2009-06-01,64574327.0
2009-07-01,70916392.0
2009-08-01,62806964.0
2009-09-01,60942398.0
2009-10-01,64366532.0
2009-11-01,66160042.0
2009-12-01,63995997.0
2010-01-01,61672001.0
2010-02-01,56124715.0
2010-03-01,49676799.0
2010-04-01,48529760.0
2010-05-01,45396217.0
2010-06-01,59528502.0
2010-07-01,71432729.0
2010-08-01,64112843.0
2010-09-01,64560343.0
2010-10-01,62691013.0
2010-11-01,61023098.0
2010-12-01,60453845.0
2011-01-01,62991789.0
2011-02-01,64110729.0
2011-03-01,102706345.0
2011-04-01,118205939.0
2011-05-01,120897110.0
2011-06-01,165291250.0
2011-07-01,168020831.0
2011-08-01,169402347.0
2011-09-01,168615559.0
2011-10-01,518375996.0
2011-11-01,517080582.0
2011-12-01,514630520.0
2012-01-01,526877604.0
2012-02-01,525223187.0
2012-03-01,491556712.0
