Tarih,TP_SEKBIL5051_M
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,545224.9
2010-01-01,589409.5
2011-01-01,1040740.3
2012-01-01,773452.1
2013-01-01,1086514.0
2014-01-01,1011516.4
2015-01-01,1430541.3
2016-01-01,1413641.6
2017-01-01,1691975.4
2018-01-01,2680316.4
2019-01-01,2217005.0
2020-01-01,3374004.4
2021-01-01,6756885.2
2022-01-01,10278000.7
2023-01-01,21431195.2
