Tarih,TP_TODEDFAIZ_A11
2015-12-01,784.0
2016-01-01,577.0
2016-02-01,674.0
2016-03-01,1017.0
2016-04-01,903.0
2016-05-01,805.0
2016-06-01,844.0
2016-07-01,619.0
2016-08-01,686.0
2016-09-01,1006.0
2016-10-01,816.0
2016-11-01,667.0
2016-12-01,877.0
2017-01-01,600.0
2017-02-01,696.0
2017-03-01,1125.0
2017-04-01,1048.0
2017-05-01,900.0
2017-06-01,870.0
2017-07-01,643.0
2017-08-01,657.0
2017-09-01,1026.0
2017-10-01,1087.0
2017-11-01,1054.0
2017-12-01,1000.0
2018-01-01,569.0
2018-02-01,659.0
2018-03-01,1262.0
2018-04-01,1234.0
2018-05-01,1173.0
2018-06-01,966.0
2018-07-01,671.0
2018-08-01,771.0
2018-09-01,1044.0
2018-10-01,1183.0
2018-11-01,1290.0
2018-12-01,870.0
2019-01-01,727.0
2019-02-01,786.0
2019-03-01,1104.0
2019-04-01,1221.0
2019-05-01,1312.0
2019-06-01,1128.0
2019-07-01,754.0
2019-08-01,918.0
2019-09-01,1193.0
2019-10-01,1185.0
2019-11-01,1068.0
2019-12-01,1124.0
2020-01-01,613.0
2020-02-01,959.0
2020-03-01,1176.0
2020-04-01,1302.0
2020-05-01,1201.0
2020-06-01,929.0
2020-07-01,603.0
2020-08-01,801.0
2020-09-01,1218.0
2020-10-01,941.0
2020-11-01,1009.0
2020-12-01,811.0
2021-01-01,602.0
2021-02-01,1009.0
2021-03-01,1228.0
2021-04-01,1234.0
2021-05-01,1115.0
2021-06-01,832.0
2021-07-01,833.0
2021-08-01,813.0
2021-09-01,1179.0
2021-10-01,1029.0
2021-11-01,1080.0
2021-12-01,715.0
2022-01-01,763.0
2022-02-01,836.0
2022-03-01,1189.0
2022-04-01,1033.0
2022-05-01,1037.0
2022-06-01,702.0
2022-07-01,748.0
2022-08-01,809.0
2022-09-01,1141.0
2022-10-01,984.0
2022-11-01,1127.0
2022-12-01,851.0
2023-01-01,872.0
2023-02-01,1048.0
2023-03-01,1309.0
2023-04-01,1297.0
2023-05-01,1627.0
2023-06-01,1008.0
2023-07-01,1471.0
2023-08-01,1195.0
2023-09-01,1426.0
2023-10-01,1290.0
2023-11-01,1690.0
2023-12-01,1263.0
2024-01-01,1450.0
2024-02-01,1377.0
2024-03-01,1674.0
2024-04-01,1429.0
2024-05-01,1763.0
2024-06-01,1231.0
2024-07-01,1836.0
2024-08-01,1348.0
2024-09-01,1684.0
2024-10-01,1499.0
2024-11-01,1702.0
2024-12-01,1696.0
2025-01-01,1801.0
2025-02-01,1328.0
2025-03-01,1980.0
2025-04-01,1572.0
2025-05-01,1836.0
2025-06-01,1705.0
2025-07-01,2166.0
2025-08-01,1309.0
