Tarih,TP_KM_G56
2000-01-01,2374077.0
2000-02-01,2422642.0
2000-03-01,2460469.0
2000-04-01,2463757.0
2000-05-01,2600633.0
2000-06-01,2619786.0
2000-07-01,2666631.0
2000-08-01,2747951.0
2000-09-01,2773825.0
2000-10-01,2763015.0
2000-11-01,2737888.0
2000-12-01,2764126.0
2001-01-01,2797124.0
2001-02-01,3354124.0
2001-03-01,3641860.0
2001-04-01,4034059.0
2001-05-01,3836172.0
2001-06-01,4264992.0
2001-07-01,4531957.0
2001-08-01,4811908.0
2001-09-01,5379351.0
2001-10-01,5447466.0
2001-11-01,5046177.0
2001-12-01,4713526.0
2002-01-01,4379106.0
2002-02-01,4672269.0
2002-03-01,4537258.0
2002-04-01,4797854.0
2002-05-01,5180252.0
2002-06-01,5770926.0
2002-07-01,6254396.0
2002-08-01,6086263.0
2002-09-01,6223406.0
2002-10-01,6319168.0
2002-11-01,4985237.0
2002-12-01,5535736.0
2003-01-01,5636404.0
2003-02-01,5476682.0
2003-03-01,5673226.0
2003-04-01,5343382.0
2003-05-01,5030063.0
2003-06-01,4956339.0
2003-07-01,5005634.0
2003-08-01,5004880.0
2003-09-01,5219896.0
2003-10-01,5634465.0
2003-11-01,5694800.0
2003-12-01,5813136.0
2004-01-01,5295436.0
2004-02-01,5297444.0
2004-03-01,5336875.0
2004-04-01,5678681.0
2004-05-01,6059801.0
2004-06-01,6014119.0
2004-07-01,6037675.0
2004-08-01,6607066.0
2004-09-01,6921634.0
2004-10-01,6899007.0
2004-11-01,6922567.0
2004-12-01,6688086.0
2005-01-01,6383137.0
2005-02-01,6418816.0
2005-03-01,6770431.0
2005-04-01,6948475.0
2005-05-01,6671141.0
2005-06-01,6657369.0
2005-07-01,6724282.0
2005-08-01,7151319.0
2005-09-01,7198774.0
2005-10-01,7205619.0
2005-11-01,7009178.0
2005-12-01,7078116.0
2006-01-01,7069678.0
2006-02-01,7126879.0
2006-03-01,7406191.0
2006-04-01,7563821.0
2006-05-01,8976630.0
2006-06-01,9069735.0
2006-07-01,8817608.0
2006-08-01,8944153.0
2006-09-01,9335608.0
2006-10-01,9234305.0
2006-11-01,9640152.0
2006-12-01,9408297.0
2007-01-01,9293817.0
2007-02-01,9482561.0
2007-03-01,9554791.0
2007-04-01,9608174.0
2007-05-01,9576891.0
2007-06-01,9686449.0
2007-07-01,9883338.0
2007-08-01,10387006.0
2007-09-01,10623906.0
2007-10-01,10655020.0
2007-11-01,10786485.0
2007-12-01,10690883.0
2008-01-01,10989712.0
2008-02-01,11354045.0
2008-03-01,12328828.0
2008-04-01,11421840.0
2008-05-01,10865170.0
2008-06-01,11060874.0
2008-07-01,10759813.0
2008-08-01,10833086.0
2008-09-01,11266248.0
2008-10-01,11993266.0
2008-11-01,11915598.0
2008-12-01,13010434.0
2009-01-01,12731787.0
2009-02-01,11987704.0
2009-03-01,12415880.0
2009-04-01,11659255.0
2009-05-01,11996988.0
2009-06-01,11927788.0
2009-07-01,11877901.0
2009-08-01,12282754.0
2009-09-01,12457191.0
2009-10-01,12901128.0
2009-11-01,13215939.0
2009-12-01,12489182.0
2010-01-01,12050000.0
2010-02-01,12187398.0
2010-03-01,11963164.0
2010-04-01,11481502.0
2010-05-01,11323422.0
2010-06-01,11061458.0
2010-07-01,11008550.0
2010-08-01,11344544.0
2010-09-01,11406039.0
2010-10-01,12748967.0
2010-11-01,12769253.0
2010-12-01,13248210.0
2011-01-01,13926920.0
2011-02-01,14121134.0
2011-03-01,14205835.0
2011-04-01,14664316.0
2011-05-01,15816176.0
2011-06-01,16400187.0
2011-07-01,17404583.0
2011-08-01,19037978.0
2011-09-01,20006540.0
2011-10-01,17881439.0
2011-11-01,18139269.0
2011-12-01,18156626.0
2012-01-01,17214061.0
2012-02-01,17598633.0
2012-03-01,17975583.0
2012-04-01,17764022.0
2012-05-01,18154390.0
2012-06-01,18271411.0
2012-07-01,18428999.0
2012-08-01,20115690.0
2012-09-01,20930069.0
2012-10-01,21356054.0
2012-11-01,21357887.0
2012-12-01,21773437.0
2013-01-01,23457960.0
2013-02-01,23738558.0
2013-03-01,24397421.0
2013-04-01,25405841.0
2013-05-01,27605077.0
2013-06-01,28304892.0
2013-07-01,28603793.0
2013-08-01,29834999.0
2013-09-01,30381162.0
2013-10-01,29915083.0
2013-11-01,30176973.0
2013-12-01,32502176.0
2014-01-01,33444459.0
2014-02-01,33248727.0
2014-03-01,32605321.0
2014-04-01,32450420.0
2014-05-01,31537330.0
2014-06-01,32275084.0
2014-07-01,32460785.0
2014-08-01,33263956.0
2014-09-01,34475914.0
2014-10-01,33173104.0
2014-11-01,33389750.0
2014-12-01,34093983.0
2015-01-01,33335568.0
2015-02-01,34222841.0
2015-03-01,34336642.0
2015-04-01,36513336.0
2015-05-01,36371396.0
2015-06-01,38036072.0
2015-07-01,39923496.0
2015-08-01,43784313.0
2015-09-01,45538155.0
2015-10-01,43936754.0
2015-11-01,42052398.0
2015-12-01,42273790.0
2016-01-01,41939750.0
2016-02-01,41702534.0
2016-03-01,41639876.0
2016-04-01,41748782.0
2016-05-01,43803508.0
2016-06-01,42706499.0
2016-07-01,44679015.0
2016-08-01,44252897.0
2016-09-01,44734282.0
2016-10-01,44707045.0
2016-11-01,47073548.0
2016-12-01,47454716.0
2017-01-01,51347149.0
2017-02-01,47974058.0
2017-03-01,48536354.0
2017-04-01,48525313.0
2017-05-01,49563801.0
2017-06-01,50076889.0
2017-07-01,51168753.0
2017-08-01,50752781.0
2017-09-01,51514848.0
2017-10-01,55016755.0
2017-11-01,57361411.0
2017-12-01,56133631.0
2018-01-01,57733441.0
2018-02-01,57813278.0
2018-03-01,61261689.0
2018-04-01,61987902.0
2018-05-01,66721543.0
2018-06-01,66303839.0
2018-07-01,71783178.0
2018-08-01,91433873.0
2018-09-01,83195756.0
2018-10-01,75974555.0
2018-11-01,72521361.0
2018-12-01,75137444.0
2019-01-01,72787776.0
2019-02-01,75441871.0
2019-03-01,79271213.0
2019-04-01,83175026.0
2019-05-01,80759061.0
2019-06-01,79938285.0
2019-07-01,76383307.0
2019-08-01,79722246.0
2019-09-01,75712700.0
2019-10-01,77358126.0
2019-11-01,75124034.0
2019-12-01,78496107.0
2020-01-01,78210756.0
2020-02-01,81220975.0
2020-03-01,84700506.0
2020-04-01,87980394.0
2020-05-01,86425001.0
2020-06-01,85869655.0
2020-07-01,89290257.0
2020-08-01,93950507.0
2020-09-01,96406361.0
2020-10-01,104904687.0
2020-11-01,98409644.0
2020-12-01,93764301.0
2021-01-01,91745098.0
2021-02-01,94418416.0
2021-03-01,102008293.0
2021-04-01,101729419.0
2021-05-01,105155555.0
2021-06-01,103846410.0
2021-07-01,99277230.0
2021-08-01,94985287.0
2021-09-01,99091882.0
2021-10-01,106685744.0
2021-11-01,143393896.0
2021-12-01,142704346.0
2022-01-01,137842413.0
2022-02-01,139871611.0
2022-03-01,148840266.0
2022-04-01,148506553.0
2022-05-01,164427612.0
2022-06-01,158927253.0
2022-07-01,163941787.0
2022-08-01,161528742.0
2022-09-01,159743362.0
2022-10-01,162029083.0
2022-11-01,165776533.0
2022-12-01,167998332.0
2023-01-01,165909597.0
2023-02-01,159045130.0
2023-03-01,160056650.0
2023-04-01,154611372.0
2023-05-01,151084825.0
2023-06-01,187340624.0
2023-07-01,191129109.0
2023-08-01,180996395.0
2023-09-01,179426936.0
2023-10-01,178462478.0
2023-11-01,191133168.0
2023-12-01,198196592.0
2024-01-01,199077205.0
2024-02-01,200972571.0
2024-03-01,206665783.0
2024-04-01,202221999.0
2024-05-01,189944124.0
2024-06-01,189902546.0
2024-07-01,191988900.0
2024-08-01,202499494.0
2024-09-01,201539734.0
2024-10-01,195675611.0
2024-11-01,191393518.0
2024-12-01,189303662.0
2025-01-01,193862838.0
2025-02-01,197230168.0
2025-03-01,211057090.0
2025-04-01,240226751.0
2025-05-01,240859768.0
2025-06-01,249698141.0
2025-07-01,244094887.0
2025-08-01,239096653.0
