Tarih,TP_KM_G27
2000-01-01,120033.0
2000-02-01,122899.0
2000-03-01,133446.0
2000-04-01,157135.0
2000-05-01,136466.0
2000-06-01,139581.0
2000-07-01,130780.0
2000-08-01,128876.0
2000-09-01,110490.0
2000-10-01,120281.0
2000-11-01,155926.0
2000-12-01,151885.0
2001-01-01,219445.0
2001-02-01,209578.0
2001-03-01,288078.0
2001-04-01,353495.0
2001-05-01,390595.0
2001-06-01,231374.0
2001-07-01,253915.0
2001-08-01,267916.0
2001-09-01,449194.0
2001-10-01,464694.0
2001-11-01,428018.0
2001-12-01,494709.0
2002-01-01,474825.0
2002-02-01,411588.0
2002-03-01,494647.0
2002-04-01,556331.0
2002-05-01,638830.0
2002-06-01,690116.0
2002-07-01,711919.0
2002-08-01,749751.0
2002-09-01,841169.0
2002-10-01,943401.0
2002-11-01,1027854.0
2002-12-01,915248.0
2003-01-01,1172016.0
2003-02-01,1178983.0
2003-03-01,1243413.0
2003-04-01,1318681.0
2003-05-01,1435753.0
2003-06-01,1624246.0
2003-07-01,1733007.0
2003-08-01,1846017.0
2003-09-01,1830868.0
2003-10-01,1907511.0
2003-11-01,1951624.0
2003-12-01,1957982.0
2004-01-01,2247571.0
2004-02-01,2303402.0
2004-03-01,2410467.0
2004-04-01,2426021.0
2004-05-01,2090822.0
2004-06-01,2019715.0
2004-07-01,1988115.0
2004-08-01,2076090.0
2004-09-01,2256774.0
2004-10-01,2330598.0
2004-11-01,2628475.0
2004-12-01,2650527.0
2005-01-01,2900200.0
2005-02-01,3038393.0
2005-03-01,3185222.0
2005-04-01,3281548.0
2005-05-01,3438097.0
2005-06-01,3721718.0
2005-07-01,3584812.0
2005-08-01,3820745.0
2005-09-01,3684566.0
2005-10-01,3764178.0
2005-11-01,3702213.0
2005-12-01,3874561.0
2006-01-01,3983369.0
2006-02-01,4112220.0
2006-03-01,4589754.0
2006-04-01,4336137.0
2006-05-01,4418153.0
2006-06-01,4235487.0
2006-07-01,4022370.0
2006-08-01,3970365.0
2006-09-01,3977581.0
2006-10-01,3462237.0
2006-11-01,3380730.0
2006-12-01,3208045.0
2007-01-01,4480783.0
2007-02-01,3534673.0
2007-03-01,4170701.0
2007-04-01,3567405.0
2007-05-01,4284133.0
2007-06-01,4445322.0
2007-07-01,4216977.0
2007-08-01,4674394.0
2007-09-01,4200344.0
2007-10-01,3982157.0
2007-11-01,4525722.0
2007-12-01,3795121.0
2008-01-01,4471834.0
2008-02-01,4020738.0
2008-03-01,4885880.0
2008-04-01,4848616.0
2008-05-01,6240013.0
2008-06-01,6203267.0
2008-07-01,6283517.0
2008-08-01,6320772.0
2008-09-01,7149986.0
2008-10-01,5982447.0
2008-11-01,6359642.0
2008-12-01,6298414.0
2009-01-01,7336498.0
2009-02-01,8482533.0
2009-03-01,9089695.0
2009-04-01,7557095.0
2009-05-01,8394205.0
2009-06-01,8394419.0
2009-07-01,8491131.0
2009-08-01,7928590.0
2009-09-01,7273562.0
2009-10-01,7371069.0
2009-11-01,7703451.0
2009-12-01,8113795.0
2010-01-01,7734901.0
2010-02-01,7275009.0
2010-03-01,8597174.0
2010-04-01,8365543.0
2010-05-01,8431775.0
2010-06-01,8773942.0
2010-07-01,8207262.0
2010-08-01,8472953.0
2010-09-01,8545960.0
2010-10-01,8475646.0
2010-11-01,8100393.0
2010-12-01,9581147.0
2011-01-01,12209502.0
2011-02-01,12331716.0
2011-03-01,13164493.0
2011-04-01,12630925.0
2011-05-01,11795096.0
2011-06-01,11457864.0
2011-07-01,11887949.0
2011-08-01,12247468.0
2011-09-01,12349106.0
2011-10-01,12566106.0
2011-11-01,11708034.0
2011-12-01,13421356.0
2012-01-01,13926404.0
2012-02-01,14250741.0
2012-03-01,14395331.0
2012-04-01,12959372.0
2012-05-01,14162616.0
2012-06-01,15046391.0
2012-07-01,14709622.0
2012-08-01,16866879.0
2012-09-01,17188533.0
2012-10-01,17124305.0
2012-11-01,17064337.0
2012-12-01,18292965.0
2013-01-01,19793871.0
2013-02-01,18999683.0
2013-03-01,20063692.0
2013-04-01,18734744.0
2013-05-01,20196013.0
2013-06-01,20603856.0
2013-07-01,19018450.0
