Tarih,TP_KM_G07
2000-01-01,626326.0
2000-02-01,726859.0
2000-03-01,653159.0
2000-04-01,591585.0
2000-05-01,656349.0
2000-06-01,766060.0
2000-07-01,804695.0
2000-08-01,666495.0
2000-09-01,726807.0
2000-10-01,910590.0
2000-11-01,790230.0
2000-12-01,947514.0
2001-01-01,602037.0
2001-02-01,931762.0
2001-03-01,809114.0
2001-04-01,1043822.0
2001-05-01,891063.0
2001-06-01,849686.0
2001-07-01,1285761.0
2001-08-01,842323.0
2001-09-01,885137.0
2001-10-01,1248113.0
2001-11-01,938307.0
2001-12-01,817189.0
2002-01-01,1506268.0
2002-02-01,1754793.0
2002-03-01,1219439.0
2002-04-01,1419438.0
2002-05-01,1243876.0
2002-06-01,1203351.0
2002-07-01,1744139.0
2002-08-01,1231398.0
2002-09-01,1509034.0
2002-10-01,1648399.0
2002-11-01,1588514.0
2002-12-01,1398351.0
2003-01-01,1949812.0
2003-02-01,2050651.0
2003-03-01,1963456.0
2003-04-01,2561732.0
2003-05-01,2432303.0
2003-06-01,2205191.0
2003-07-01,2891562.0
2003-08-01,2561736.0
2003-09-01,2843195.0
2003-10-01,2855293.0
2003-11-01,3450527.0
2003-12-01,2081074.0
2004-01-01,1530874.0
2004-02-01,4550112.0
2004-03-01,3127770.0
2004-04-01,3215143.0
2004-05-01,3194237.0
2004-06-01,4447925.0
2004-07-01,2873533.0
2004-08-01,3084161.0
2004-09-01,3123402.0
2004-10-01,4515786.0
2004-11-01,2891745.0
2004-12-01,3054537.0
2005-01-01,3334352.0
2005-02-01,5480192.0
2005-03-01,3322152.0
2005-04-01,3123892.0
2005-05-01,3716987.0
2005-06-01,3202522.0
2005-07-01,3420906.0
2005-08-01,4414098.0
2005-09-01,3627927.0
2005-10-01,3074865.0
2005-11-01,5087114.0
2005-12-01,5205094.0
2006-01-01,3780389.0
2006-02-01,5389341.0
2006-03-01,4036943.0
2006-04-01,3597330.0
2006-05-01,5626239.0
2006-06-01,5225777.0
2006-07-01,4153011.0
2006-08-01,3851644.0
2006-09-01,4684045.0
2006-10-01,4069080.0
2006-11-01,3561580.0
2006-12-01,5387950.0
2007-01-01,5910174.0
2007-02-01,7835786.0
2007-03-01,5652325.0
2007-04-01,8858169.0
2007-05-01,5916828.0
2007-06-01,6067226.0
2007-07-01,9829558.0
2007-08-01,6710352.0
2007-09-01,5045381.0
2007-10-01,6457136.0
2007-11-01,6776468.0
2007-12-01,6907099.0
2008-01-01,7068566.0
2008-02-01,7386939.0
2008-03-01,7246464.0
2008-04-01,11150572.0
2008-05-01,6129022.0
2008-06-01,11467322.0
2008-07-01,12031877.0
2008-08-01,5103423.0
2008-09-01,8830665.0
2008-10-01,7085764.0
2008-11-01,5528340.0
2008-12-01,7387414.0
2009-01-01,5394483.0
2009-02-01,10128646.0
2009-03-01,8206822.0
2009-04-01,8740066.0
2009-05-01,6893722.0
2009-06-01,7933958.0
2009-07-01,12846752.0
2009-08-01,8119763.0
2009-09-01,13394701.0
2009-10-01,7384534.0
2009-11-01,8905601.0
2009-12-01,9846516.0
2010-01-01,7636664.0
2010-02-01,12195276.0
2010-03-01,10668374.0
2010-04-01,10029772.0
2010-05-01,9684947.0
2010-06-01,15118301.0
2010-07-01,12933268.0
2010-08-01,9915075.0
2010-09-01,11196351.0
2010-10-01,13313026.0
2010-11-01,11442692.0
2010-12-01,11645397.0
2011-01-01,11818791.0
2011-02-01,16950149.0
2011-03-01,13141043.0
2011-04-01,9979606.0
2011-05-01,12950319.0
2011-06-01,18542061.0
2011-07-01,11838841.0
2011-08-01,14584541.0
2011-09-01,14192134.0
2011-10-01,13142926.0
2011-11-01,20669164.0
2011-12-01,11341273.0
2012-01-01,14672454.0
2012-02-01,20745365.0
2012-03-01,11468192.0
2012-04-01,20521649.0
2012-05-01,14613064.0
2012-06-01,11703212.0
2012-07-01,23563211.0
2012-08-01,13351962.0
2012-09-01,11770131.0
2012-10-01,21060763.0
2012-11-01,14081523.0
2012-12-01,14869691.0
2013-01-01,15760850.0
2013-02-01,21516759.0
2013-03-01,11544659.0
2013-04-01,15920550.0
2013-05-01,15348834.0
2013-06-01,12066203.0
2013-07-01,27825994.0
2013-08-01,12052730.0
2013-09-01,22512086.0
2013-10-01,17444723.0
2013-11-01,12642388.0
2013-12-01,16895452.0
2014-01-01,17186837.0
2014-02-01,17029570.0
2014-03-01,16370702.0
2014-04-01,24423517.0
2014-05-01,12050056.0
2014-06-01,23371533.0
2014-07-01,27278122.0
2014-08-01,11264578.0
2014-09-01,15828751.0
2014-10-01,17354820.0
2014-11-01,13126072.0
2014-12-01,17104978.0
2015-01-01,14211864.0
2015-02-01,21337438.0
2015-03-01,16786036.0
2015-04-01,18678863.0
2015-05-01,12572709.0
2015-06-01,17318057.0
2015-07-01,31683727.0
2015-08-01,17473084.0
2015-09-01,26483021.0
2015-10-01,12305690.0
2015-11-01,27377760.0
2015-12-01,17423560.0
2016-01-01,13897561.0
2016-02-01,28500409.0
2016-03-01,20404087.0
2016-04-01,14011269.0
2016-05-01,18897226.0
2016-06-01,21088335.0
2016-07-01,14956913.0
2016-08-01,19969202.0
2016-09-01,20635130.0
2016-10-01,20057488.0
2016-11-01,36057567.0
2016-12-01,16616426.0
2017-01-01,19815823.0
2017-02-01,28671870.0
2017-03-01,20664143.0
2017-04-01,16602772.0
2017-05-01,23909656.0
2017-06-01,19974142.0
2017-07-01,25660264.0
2017-08-01,12616149.0
2017-09-01,19671051.0
2017-10-01,25594680.0
2017-11-01,28317941.0
2017-12-01,18400297.0
2018-01-01,29044280.0
2018-02-01,41060337.0
2018-03-01,20722392.0
2018-04-01,42109135.0
2018-05-01,29291885.0
2018-06-01,20929177.0
2018-07-01,28807365.0
2018-08-01,31334629.0
2018-09-01,22395940.0
2018-10-01,29301090.0
2018-11-01,28509859.0
2018-12-01,25511532.0
2019-01-01,29023213.0
2019-02-01,41047009.0
2019-03-01,19406008.0
2019-04-01,28059674.0
2019-05-01,25874144.0
2019-06-01,23021154.0
2019-07-01,30541866.0
2019-08-01,20677444.0
2019-09-01,32278167.0
2019-10-01,29277628.0
2019-11-01,21326413.0
2019-12-01,29084758.0
2020-01-01,31864936.0
2020-02-01,24335960.0
2020-03-01,30744584.0
2020-04-01,33112249.0
2020-05-01,25970793.0
2020-06-01,28935686.0
2020-07-01,18190725.0
2020-08-01,32429809.0
2020-09-01,35445540.0
2020-10-01,25651831.0
2020-11-01,36794249.0
2020-12-01,29453827.0
2021-01-01,26892479.0
2021-02-01,46825710.0
2021-03-01,41296640.0
2021-04-01,37731268.0
2021-05-01,57466160.0
2021-06-01,40977138.0
2021-07-01,52775765.0
2021-08-01,41445475.0
2021-09-01,49976274.0
2021-10-01,30008034.0
2021-11-01,47307680.0
2021-12-01,44249913.0
2022-01-01,88468914.0
2022-02-01,68545012.0
2022-03-01,57412860.0
2022-04-01,29521692.0
2022-05-01,58198197.0
2022-06-01,63126836.0
2022-07-01,69488432.0
2022-08-01,75595660.0
2022-09-01,71385416.0
2022-10-01,75524716.0
2022-11-01,80886105.0
2022-12-01,60230511.0
2023-01-01,99479515.0
2023-02-01,150886216.0
2023-03-01,135416234.0
2023-04-01,147663346.0
2023-05-01,121962711.0
2023-06-01,62666456.0
2023-07-01,146131699.0
2023-08-01,189279813.0
2023-09-01,106216178.0
2023-10-01,157852185.0
2023-11-01,161391432.0
2023-12-01,112786200.0
2024-01-01,192246978.0
2024-02-01,208115499.0
2024-03-01,127065013.0
