Tarih,TP_KM_G45
2000-01-01,3550795.0
2000-02-01,3781926.0
2000-03-01,4747959.0
2000-04-01,4410649.0
2000-05-01,3905384.0
2000-06-01,6129497.0
2000-07-01,5360170.0
2000-08-01,6033839.0
2000-09-01,6674153.0
2000-10-01,6262307.0
2000-11-01,5375992.0
2000-12-01,5785155.0
2001-01-01,5159398.0
2001-02-01,5699453.0
2001-03-01,5334221.0
2001-04-01,4585245.0
2001-05-01,3555787.0
2001-06-01,5852813.0
2001-07-01,4124217.0
2001-08-01,4019993.0
2001-09-01,5071235.0
2001-10-01,5195627.0
2001-11-01,3340241.0
2001-12-01,4546620.0
2002-01-01,3606872.0
2002-02-01,3089968.0
2002-03-01,3887707.0
2002-04-01,2779247.0
2002-05-01,3143004.0
2002-06-01,3550503.0
2002-07-01,3521104.0
2002-08-01,3469596.0
2002-09-01,3409742.0
2002-10-01,2394134.0
2002-11-01,2225317.0
2002-12-01,2025607.0
2003-01-01,2315720.0
2003-02-01,1600710.0
2003-03-01,2545018.0
2003-04-01,2177772.0
2003-05-01,1876410.0
2003-06-01,2368484.0
2003-07-01,1574690.0
2003-08-01,1768314.0
2003-09-01,2264660.0
2003-10-01,1839228.0
2003-11-01,2061048.0
2003-12-01,3224485.0
2004-01-01,1988070.0
2004-02-01,1980710.0
2004-03-01,2673923.0
2004-04-01,2585546.0
2004-05-01,3525058.0
2004-06-01,3663237.0
2004-07-01,3326070.0
2004-08-01,3211984.0
2004-09-01,3534769.0
2004-10-01,3092321.0
2004-11-01,2115532.0
2004-12-01,3832793.0
2005-01-01,2571078.0
2005-02-01,3274711.0
2005-03-01,3822215.0
2005-04-01,2543791.0
2005-05-01,3731988.0
2005-06-01,6160755.0
2005-07-01,3805549.0
2005-08-01,4243815.0
2005-09-01,6422620.0
2005-10-01,4076754.0
2005-11-01,3861242.0
2005-12-01,6263813.0
2006-01-01,3742945.0
2006-02-01,3323738.0
2006-03-01,5925415.0
2006-04-01,4147526.0
2006-05-01,3795183.0
2006-06-01,4612475.0
2006-07-01,3625956.0
2006-08-01,3398241.0
2006-09-01,5613038.0
2006-10-01,2287867.0
2006-11-01,3550149.0
2006-12-01,8588289.0
2007-01-01,3694278.0
2007-02-01,3877254.0
2007-03-01,5541828.0
2007-04-01,2117630.0
2007-05-01,2764785.0
2007-06-01,3999289.0
2007-07-01,2772688.0
2007-08-01,3029321.0
2007-09-01,3961688.0
2007-10-01,3085824.0
2007-11-01,3308192.0
2007-12-01,6076254.0
2008-01-01,2371672.0
2008-02-01,5283195.0
2008-03-01,6521778.0
2008-04-01,3421322.0
2008-05-01,4285159.0
2008-06-01,5772283.0
2008-07-01,4079010.0
2008-08-01,5567956.0
2008-09-01,6509971.0
2008-10-01,5405358.0
2008-11-01,6136344.0
2008-12-01,5592398.0
2009-01-01,3224601.0
2009-02-01,3507746.0
2009-03-01,5470520.0
2009-04-01,4456786.0
2009-05-01,4164911.0
2009-06-01,8592646.0
2009-07-01,4786561.0
2009-08-01,5136115.0
2009-09-01,7263294.0
2009-10-01,6066741.0
2009-11-01,5362866.0
2009-12-01,7148472.0
2010-01-01,4779402.0
2010-02-01,5995255.0
2010-03-01,9342372.0
2010-04-01,7253296.0
2010-05-01,6542913.0
2010-06-01,8619433.0
2010-07-01,5054794.0
2010-08-01,5925462.0
2010-09-01,9643565.0
2010-10-01,9168965.0
2010-11-01,10704466.0
2010-12-01,14382699.0
2011-01-01,11816155.0
2011-02-01,14522836.0
2011-03-01,17111440.0
2011-04-01,14852663.0
2011-05-01,11130079.0
2011-06-01,11865695.0
2011-07-01,11876986.0
2011-08-01,12001598.0
2011-09-01,13432770.0
2011-10-01,15723020.0
2011-11-01,14958483.0
