Tarih,TP_KM_G54
2000-01-01,6574536.0
2000-02-01,6993925.0
2000-03-01,7396194.0
2000-04-01,7742604.0
2000-05-01,7993951.0
2000-06-01,8048556.0
2000-07-01,7992775.0
2000-08-01,8341729.0
2000-09-01,8618578.0
2000-10-01,8925814.0
2000-11-01,9418725.0
2000-12-01,8964465.0
2001-01-01,8937487.0
2001-02-01,10407278.0
2001-03-01,10907765.0
2001-04-01,11264105.0
2001-05-01,12059786.0
2001-06-01,13634245.0
2001-07-01,14302538.0
2001-08-01,15299575.0
2001-09-01,18063451.0
2001-10-01,19176154.0
2001-11-01,17413852.0
2001-12-01,16246996.0
2002-01-01,15032750.0
2002-02-01,15518492.0
2002-03-01,14871191.0
2002-04-01,15726424.0
2002-05-01,17017807.0
2002-06-01,19067256.0
2002-07-01,20375968.0
2002-08-01,20388211.0
2002-09-01,21162422.0
2002-10-01,21722784.0
2002-11-01,21286391.0
2002-12-01,22155460.0
2003-01-01,23249440.0
2003-02-01,21185748.0
2003-03-01,22186831.0
2003-04-01,20890421.0
2003-05-01,19791978.0
2003-06-01,19546110.0
2003-07-01,20485236.0
2003-08-01,20192075.0
2003-09-01,20349586.0
2003-10-01,22764858.0
2003-11-01,22796957.0
2003-12-01,22151881.0
2004-01-01,21196733.0
2004-02-01,20234370.0
2004-03-01,20089783.0
2004-04-01,20336153.0
2004-05-01,22274221.0
2004-06-01,21206733.0
2004-07-01,22574581.0
2004-08-01,22220906.0
2004-09-01,22478608.0
2004-10-01,23310145.0
2004-11-01,23285706.0
2004-12-01,22763478.0
2005-01-01,21366091.0
2005-02-01,19957870.0
2005-03-01,21638398.0
2005-04-01,22014344.0
2005-05-01,21396998.0
2005-06-01,22109771.0
2005-07-01,22800303.0
2005-08-01,22565469.0
2005-09-01,23542454.0
2005-10-01,23534240.0
2005-11-01,23873607.0
2005-12-01,25278796.0
2006-01-01,24419245.0
2006-02-01,24725601.0
2006-03-01,25850897.0
2006-04-01,25909696.0
2006-05-01,28736772.0
2006-06-01,29067888.0
2006-07-01,27823427.0
2006-08-01,29266705.0
2006-09-01,31460353.0
2006-10-01,31740996.0
2006-11-01,33102141.0
2006-12-01,34441373.0
2007-01-01,35856942.0
2007-02-01,35970915.0
2007-03-01,35454079.0
2007-04-01,33379288.0
2007-05-01,34113106.0
2007-06-01,35959502.0
2007-07-01,34758659.0
2007-08-01,34970285.0
2007-09-01,34804779.0
2007-10-01,34490495.0
2007-11-01,36068928.0
2007-12-01,35457309.0
2008-01-01,35234606.0
2008-02-01,36066359.0
2008-03-01,38533847.0
2008-04-01,36828621.0
2008-05-01,40098446.0
2008-06-01,41188619.0
2008-07-01,35003712.0
2008-08-01,37630401.0
2008-09-01,41525998.0
2008-10-01,39243194.0
2008-11-01,45878242.0
2008-12-01,44604949.0
2009-01-01,48600140.0
2009-02-01,51490657.0
2009-03-01,52494206.0
2009-04-01,48461601.0
2009-05-01,50120687.0
2009-06-01,48159800.0
2009-07-01,47975963.0
2009-08-01,52376217.0
2009-09-01,52226813.0
2009-10-01,53088867.0
2009-11-01,52897695.0
2009-12-01,55642474.0
2010-01-01,56115228.0
2010-02-01,55755041.0
2010-03-01,54029546.0
2010-04-01,52228798.0
2010-05-01,51956057.0
2010-06-01,51736206.0
2010-07-01,51538539.0
2010-08-01,51624472.0
2010-09-01,51388444.0
2010-10-01,57651387.0
2010-11-01,54849361.0
2010-12-01,59122873.0
