Tarih,TP_KM_G10
2000-01-01,53066.0
2000-02-01,36231.0
2000-03-01,27614.0
2000-04-01,44931.0
2000-05-01,37265.0
2000-06-01,48728.0
2000-07-01,55532.0
2000-08-01,48222.0
2000-09-01,53165.0
2000-10-01,91614.0
2000-11-01,93210.0
2000-12-01,292816.0
2001-01-01,243178.0
2001-02-01,404457.0
2001-03-01,332907.0
2001-04-01,493902.0
2001-05-01,415447.0
2001-06-01,646877.0
2001-07-01,626968.0
2001-08-01,573558.0
2001-09-01,560991.0
2001-10-01,463047.0
2001-11-01,496239.0
2001-12-01,448857.0
2002-01-01,369831.0
2002-02-01,397013.0
2002-03-01,461862.0
2002-04-01,470024.0
2002-05-01,491565.0
2002-06-01,380790.0
2002-07-01,380451.0
2002-08-01,414262.0
2002-09-01,394807.0
2002-10-01,323073.0
2002-11-01,270758.0
2002-12-01,310961.0
2003-01-01,240151.0
2003-02-01,239707.0
2003-03-01,265900.0
2003-04-01,232071.0
2003-05-01,7960.0
2003-06-01,8466.0
2003-07-01,4657.0
2003-08-01,3327.0
2003-09-01,3354.0
2003-10-01,3599.0
2003-11-01,4511.0
2003-12-01,4245.0
2004-01-01,3542.0
2004-02-01,4079.0
2004-03-01,1592.0
2004-04-01,4798.0
2004-05-01,3139.0
2004-06-01,2324.0
2004-07-01,2931.0
2004-08-01,2226.0
2004-09-01,2192.0
2004-10-01,2345.0
2004-11-01,1138.0
2004-12-01,1800.0
2005-01-01,516.0
2005-02-01,234.0
2005-03-01,643.0
2005-04-01,463.0
2005-05-01,452.0
2005-06-01,1331.0
2005-07-01,1935.0
2005-08-01,642.0
2005-09-01,843.0
2005-10-01,344.0
2005-11-01,167.0
2005-12-01,6295.0
2006-01-01,5532.0
2006-02-01,5638.0
2006-03-01,5752.0
2006-04-01,5370.0
2006-05-01,5370.0
2006-06-01,5370.0
2006-07-01,5406.0
2006-08-01,31051.0
2006-09-01,31051.0
2006-10-01,31051.0
2006-11-01,31525.0
2006-12-01,31519.0
2007-01-01,32415.0
2007-02-01,17143.0
2007-03-01,17143.0
2007-04-01,5370.0
2007-05-01,5506.0
2007-06-01,5370.0
2007-07-01,5370.0
2007-08-01,5370.0
2007-09-01,33523.0
2007-10-01,33523.0
2007-11-01,31563.0
2007-12-01,29115.0
2008-01-01,29115.0
2008-02-01,31377.0
2008-03-01,3131.0
2008-04-01,35955.0
2008-05-01,794.0
2008-06-01,3600.0
2008-07-01,3300.0
2008-08-01,3100.0
2008-09-01,37043.0
2008-10-01,36844.0
2008-11-01,41643.0
2008-12-01,7800.0
2009-01-01,7803.0
2009-02-01,2802.0
2009-03-01,2814.0
2009-04-01,2813.0
2009-05-01,2804.0
2009-06-01,2804.0
2009-07-01,2803.0
2009-08-01,2800.0
2009-09-01,2800.0
2009-10-01,2806.0
2009-11-01,2800.0
2009-12-01,2800.0
2010-01-01,2800.0
2010-02-01,2800.0
2010-03-01,2800.0
2010-04-01,0.0
