Tarih,TP_KM_G15
2000-01-01,2239251.0
2000-02-01,2291009.0
2000-03-01,2468875.0
2000-04-01,2263497.0
2000-05-01,2674095.0
2000-06-01,3992972.0
2000-07-01,2785456.0
2000-08-01,3232387.0
2000-09-01,3799488.0
2000-10-01,3075457.0
2000-11-01,5315927.0
2000-12-01,8441450.0
2001-01-01,6444188.0
2001-02-01,11425067.0
2001-03-01,10060452.0
2001-04-01,8967522.0
2001-05-01,8392307.0
2001-06-01,9526801.0
2001-07-01,8123573.0
2001-08-01,10091084.0
2001-09-01,9762880.0
2001-10-01,10562691.0
2001-11-01,9394157.0
2001-12-01,9883812.0
2002-01-01,9861965.0
2002-02-01,8985325.0
2002-03-01,9849196.0
2002-04-01,10380998.0
2002-05-01,11358983.0
2002-06-01,11540563.0
2002-07-01,12175114.0
2002-08-01,10782192.0
2002-09-01,12194135.0
2002-10-01,13183293.0
2002-11-01,11639796.0
2002-12-01,13165183.0
2003-01-01,12334900.0
2003-02-01,12132172.0
2003-03-01,13802715.0
2003-04-01,11633779.0
2003-05-01,12596528.0
2003-06-01,13121625.0
2003-07-01,13146918.0
2003-08-01,13056415.0
2003-09-01,14124767.0
2003-10-01,14277934.0
2003-11-01,14126089.0
2003-12-01,14784064.0
2004-01-01,14967814.0
2004-02-01,15645836.0
2004-03-01,16123274.0
2004-04-01,17769732.0
2004-05-01,17528901.0
2004-06-01,17571301.0
2004-07-01,17882523.0
2004-08-01,18162562.0
2004-09-01,17888806.0
2004-10-01,18083851.0
2004-11-01,19265318.0
2004-12-01,20845115.0
2005-01-01,20985997.0
2005-02-01,21220228.0
2005-03-01,23209863.0
2005-04-01,24871688.0
2005-05-01,24746304.0
2005-06-01,24404683.0
2005-07-01,25253016.0
2005-08-01,25768934.0
2005-09-01,28563495.0
2005-10-01,27847144.0
2005-11-01,28012694.0
2005-12-01,28167803.0
2006-01-01,29746745.0
2006-02-01,30167986.0
2006-03-01,33757886.0
2006-04-01,33601682.0
2006-05-01,38614415.0
2006-06-01,44370296.0
2006-07-01,43653652.0
2006-08-01,40281406.0
2006-09-01,41477833.0
2006-10-01,43101340.0
2006-11-01,44353727.0
2006-12-01,41240824.0
2007-01-01,45650261.0
2007-02-01,46522389.0
2007-03-01,47408946.0
2007-04-01,49416245.0
2007-05-01,48967468.0
2007-06-01,45849495.0
2007-07-01,48250575.0
2007-08-01,49974399.0
2007-09-01,47562290.0
2007-10-01,49687949.0
2007-11-01,46921947.0
2007-12-01,54779555.0
2008-01-01,55850491.0
2008-02-01,56243206.0
2008-03-01,64134460.0
2008-04-01,65652497.0
2008-05-01,60500938.0
2008-06-01,68493926.0
2008-07-01,71135053.0
2008-08-01,63097891.0
2008-09-01,65888686.0
2008-10-01,83934527.0
2008-11-01,75083128.0
2008-12-01,77878301.0
2009-01-01,78531455.0
2009-02-01,79834858.0
2009-03-01,83976691.0
2009-04-01,78087316.0
2009-05-01,74258988.0
2009-06-01,77961178.0
2009-07-01,77557294.0
2009-08-01,80820021.0
2009-09-01,78175432.0
2009-10-01,81178828.0
2009-11-01,82360328.0
2009-12-01,81131471.0
2010-01-01,88125245.0
2010-02-01,90022211.0
2010-03-01,92514243.0
2010-04-01,92425094.0
2010-05-01,99883423.0
2010-06-01,100829122.0
2010-07-01,98672203.0
2010-08-01,99734537.0
2010-09-01,97528496.0
2010-10-01,94906222.0
2010-11-01,106195213.0
2010-12-01,95925128.0
2011-01-01,89520849.0
2011-02-01,84069300.0
2011-03-01,75360806.0
2011-04-01,66084652.0
2011-05-01,65067465.0
2011-06-01,57621596.0
2011-07-01,57380058.0
2011-08-01,54587840.0
2011-09-01,53512368.0
2011-10-01,50985698.0
2011-11-01,53207213.0
2011-12-01,54032942.0
2012-01-01,48985967.0
2012-02-01,51873264.0
2012-03-01,52234950.0
2012-04-01,50295174.0
2012-05-01,50262675.0
2012-06-01,49656276.0
2012-07-01,54756020.0
2012-08-01,49574421.0
2012-09-01,52382459.0
2012-10-01,60489020.0
2012-11-01,61541443.0
2012-12-01,66056585.0
2013-01-01,58465334.0
2013-02-01,61188831.0
2013-03-01,60992702.0
2013-04-01,62371442.0
2013-05-01,69862900.0
2013-06-01,69796516.0
2013-07-01,72513569.0
2013-08-01,68511453.0
2013-09-01,66899127.0
2013-10-01,69838990.0
2013-11-01,69657046.0
2013-12-01,73332355.0
2014-01-01,71157129.0
2014-02-01,69734191.0
2014-03-01,64678809.0
2014-04-01,66501577.0
2014-05-01,70765088.0
2014-06-01,73326895.0
2014-07-01,77978346.0
2014-08-01,74493406.0
2014-09-01,82564963.0
2014-10-01,74780880.0
2014-11-01,79506346.0
2014-12-01,90360478.0
2015-01-01,92722891.0
2015-02-01,93868504.0
2015-03-01,97408726.0
2015-04-01,91537155.0
2015-05-01,90727325.0
2015-06-01,91011444.0
2015-07-01,99589167.0
2015-08-01,95432386.0
2015-09-01,101025534.0
2015-10-01,91445708.0
2015-11-01,96915850.0
2015-12-01,92909048.0
2016-01-01,89552140.0
2016-02-01,93747323.0
2016-03-01,92186957.0
2016-04-01,90378251.0
2016-05-01,101491686.0
2016-06-01,92436379.0
2016-07-01,107288227.0
2016-08-01,100103748.0
2016-09-01,105758433.0
2016-10-01,114152724.0
2016-11-01,116214361.0
2016-12-01,117804150.0
2017-01-01,114550911.0
2017-02-01,118899833.0
2017-03-01,118775295.0
2017-04-01,112366762.0
2017-05-01,108415860.0
2017-06-01,113834982.0
2017-07-01,110938272.0
2017-08-01,108526525.0
2017-09-01,110680766.0
2017-10-01,130263208.0
2017-11-01,127817080.0
2017-12-01,127925568.0
2018-01-01,121706148.0
2018-02-01,130933362.0
2018-03-01,131591665.0
2018-04-01,130179635.0
2018-05-01,127687088.0
2018-06-01,127399014.0
2018-07-01,132248660.0
2018-08-01,143572700.0
2018-09-01,130024683.0
2018-10-01,127738246.0
2018-11-01,121840542.0
2018-12-01,135616539.0
2019-01-01,127809251.0
2019-02-01,143650899.0
2019-03-01,168419588.0
2019-04-01,175728847.0
2019-05-01,153373092.0
2019-06-01,151217527.0
2019-07-01,152159393.0
2019-08-01,182122599.0
2019-09-01,188446527.0
2019-10-01,197086249.0
2019-11-01,209296670.0
2019-12-01,237250592.0
2020-01-01,232287511.0
2020-02-01,245834911.0
2020-03-01,268941892.0
2020-04-01,282259218.0
2020-05-01,273813425.0
2020-06-01,295770920.0
2020-07-01,318811064.0
2020-08-01,317495532.0
2020-09-01,338455129.0
2020-10-01,355181190.0
2020-11-01,355992082.0
2020-12-01,328025030.0
2021-01-01,296736519.0
2021-02-01,280463981.0
2021-03-01,301298041.0
2021-04-01,303327654.0
2021-05-01,285460976.0
2021-06-01,305011281.0
2021-07-01,304841930.0
2021-08-01,312104372.0
2021-09-01,328599309.0
2021-10-01,353017565.0
2021-11-01,373997275.0
2021-12-01,381548148.0
2022-01-01,374265976.0
2022-02-01,373307347.0
2022-03-01,451005261.0
2022-04-01,472798930.0
2022-05-01,487797193.0
2022-06-01,492154920.0
2022-07-01,592278017.0
2022-08-01,635872443.0
2022-09-01,700808250.0
2022-10-01,727242967.0
2022-11-01,787751561.0
2022-12-01,901548148.0
2023-01-01,897998006.0
2023-02-01,969517292.0
2023-03-01,1072085783.0
2023-04-01,983041522.0
2023-05-01,954778478.0
2023-06-01,1043467303.0
2023-07-01,1073895844.0
2023-08-01,991320641.0
2023-09-01,1001188177.0
2023-10-01,1125552602.0
2023-11-01,1044564495.0
2023-12-01,1240934320.0
2024-01-01,1226668643.0
2024-02-01,1013649819.0
2024-03-01,957868795.0
2024-04-01,1039286754.0
2024-05-01,1138703747.0
2024-06-01,1301692308.0
2024-07-01,1427155415.0
2024-08-01,1438794147.0
2024-09-01,1536408519.0
2024-10-01,1647288655.0
2024-11-01,1644139838.0
2024-12-01,1962718990.0
2025-01-01,1874588948.0
2025-02-01,1950392653.0
2025-03-01,2242843682.0
2025-04-01,2227110393.0
2025-05-01,2301079016.0
2025-06-01,2429122129.0
2025-07-01,2488268987.0
2025-08-01,2845362697.0
