Tarih,TP_KM_G57
2000-01-01,46552925.0
2000-02-01,47392143.0
2000-03-01,49913975.0
2000-04-01,51126579.0
2000-05-01,52641955.0
2000-06-01,55722146.0
2000-07-01,56826932.0
2000-08-01,57594041.0
2000-09-01,60234579.0
2000-10-01,61307548.5
2000-11-01,62070436.0
2000-12-01,64942983.0
2001-01-01,65939841.0
2001-02-01,73031911.0
2001-03-01,78615944.0
2001-04-01,80043805.0
2001-05-01,80739504.0
2001-06-01,91108280.0
2001-07-01,91070020.0
2001-08-01,96466835.0
2001-09-01,106272318.0
2001-10-01,112246172.0
2001-11-01,106597979.0
2001-12-01,110521576.0
2002-01-01,103245101.0
2002-02-01,107098622.0
2002-03-01,107087656.0
2002-04-01,107410235.5
2002-05-01,112668896.5
2002-06-01,119720764.5
2002-07-01,126765433.0
2002-08-01,124791612.0
2002-09-01,129164535.4
2002-10-01,131533671.0
2002-11-01,126943616.0
2002-12-01,135575189.0
2003-01-01,135899484.0
2003-02-01,132755533.0
2003-03-01,135023418.0
2003-04-01,131361910.0
2003-05-01,129004110.0
2003-06-01,132204707.0
2003-07-01,134079576.0
2003-08-01,134462743.0
2003-09-01,140208513.0
2003-10-01,146935699.0
2003-11-01,148870868.0
2003-12-01,154185095.4
2004-01-01,151030480.0
2004-02-01,153885217.0
2004-03-01,155886418.0
2004-04-01,160098671.0
2004-05-01,164683861.0
2004-06-01,168648044.0
2004-07-01,166728034.0
2004-08-01,173409429.4
2004-09-01,178777299.0
2004-10-01,182180438.0
2004-11-01,182116374.0
2004-12-01,187289520.0
2005-01-01,179547697.0
2005-02-01,183354677.0
2005-03-01,188354763.0
2005-04-01,191599476.0
2005-05-01,194017936.0
2005-06-01,202038103.0
2005-07-01,203180124.0
2005-08-01,210651487.0
2005-09-01,217716582.0
2005-10-01,216530373.0
2005-11-01,222323690.0
2005-12-01,233427879.0
2006-01-01,227455661.0
2006-02-01,235798147.0
2006-03-01,243421034.0
2006-04-01,242121601.0
2006-05-01,265901991.2
2006-06-01,268207176.0
2006-07-01,258598317.0
2006-08-01,261135387.0
2006-09-01,270616337.0
2006-10-01,268498486.0
2006-11-01,276090729.0
2006-12-01,285487831.0
2007-01-01,286820852.0
2007-02-01,291327909.0
2007-03-01,294661475.0
2007-04-01,297614302.0
2007-05-01,299928054.3
2007-06-01,307735336.3
2007-07-01,312629755.0
2007-08-01,312967537.0
2007-09-01,312027235.0
2007-10-01,312018621.0
2007-11-01,315134792.0
2007-12-01,328881376.0
2008-01-01,326564521.0
2008-02-01,335231424.0
2008-03-01,358212243.0
2008-04-01,357240041.0
2008-05-01,352781884.0
2008-06-01,369223164.0
2008-07-01,366675329.0
2008-08-01,360764703.0
2008-09-01,380661832.0
2008-10-01,391371212.0
2008-11-01,398958008.0
2008-12-01,415326858.0
2009-01-01,411694585.0
2009-02-01,420662464.0
2009-03-01,423315486.0
2009-04-01,413404292.0
2009-05-01,416620227.0
2009-06-01,427254059.0
