Tarih,TP_KM_G01
2000-01-01,22250892.0
2000-02-01,21388298.0
2000-03-01,21612599.0
2000-04-01,22318283.0
2000-05-01,22380820.0
2000-06-01,23633120.0
2000-07-01,25463162.0
2000-08-01,24598142.0
2000-09-01,25018458.0
2000-10-01,26133655.0
2000-11-01,27647034.0
2000-12-01,30660828.0
2001-01-01,31646478.0
2001-02-01,34097324.0
2001-03-01,36728085.0
2001-04-01,37342487.0
2001-05-01,37278380.0
2001-06-01,38011931.0
2001-07-01,36467208.0
2001-08-01,38306093.0
2001-09-01,39267151.0
2001-10-01,40869100.0
2001-11-01,41429060.0
2001-12-01,44517572.0
2002-01-01,44578155.0
2002-02-01,46213692.0
2002-03-01,47237368.0
2002-04-01,48642298.0
2002-05-01,49222639.0
2002-06-01,49688234.0
2002-07-01,51265451.0
2002-08-01,50485333.0
2002-09-01,53391477.0
2002-10-01,55400242.0
2002-11-01,55431569.0
2002-12-01,58003437.0
2003-01-01,57999469.0
2003-02-01,58303325.0
2003-03-01,60225568.0
2003-04-01,60361729.0
2003-05-01,62086537.0
2003-06-01,64356360.0
2003-07-01,66765698.0
2003-08-01,67565824.0
2003-09-01,71647285.0
2003-10-01,73304672.0
2003-11-01,74505243.0
2003-12-01,78626815.0
2004-01-01,82708459.0
2004-02-01,86501100.0
2004-03-01,88375247.0
2004-04-01,89769004.0
2004-05-01,90072351.0
2004-06-01,92908889.0
2004-07-01,91581758.0
2004-08-01,94328594.0
2004-09-01,96646821.0
2004-10-01,99316342.0
2004-11-01,100091874.0
2004-12-01,103587011.0
2005-01-01,101691534.0
2005-02-01,106096978.0
2005-03-01,108802950.0
2005-04-01,111814027.0
2005-05-01,115218326.0
2005-06-01,120357301.0
2005-07-01,123444540.0
2005-08-01,127893710.0
2005-09-01,130290980.0
2005-10-01,134361260.0
2005-11-01,140734597.0
2005-12-01,146160276.0
2006-01-01,142136976.0
2006-02-01,149316485.0
2006-03-01,154620364.0
2006-04-01,156549862.0
2006-05-01,165231990.0
2006-06-01,167832843.0
2006-07-01,162780571.0
2006-08-01,162369666.0
2006-09-01,166582983.0
2006-10-01,165685338.0
2006-11-01,169093133.0
2006-12-01,171251674.0
2007-01-01,175039495.0
2007-02-01,177758548.0
2007-03-01,178940583.0
2007-04-01,183462288.0
2007-05-01,185569874.0
2007-06-01,190859701.0
2007-07-01,197464661.0
2007-08-01,197467604.0
2007-09-01,198546605.0
2007-10-01,200363547.0
2007-11-01,203370770.0
2007-12-01,212458331.0
2008-01-01,215145142.0
2008-02-01,217771048.0
2008-03-01,228001425.0
2008-04-01,232241346.0
2008-05-01,226382090.0
2008-06-01,237379415.0
2008-07-01,241428971.0
2008-08-01,236217234.0
2008-09-01,252356366.0
2008-10-01,256463847.0
2008-11-01,262499794.0
2008-12-01,271014571.0
2009-01-01,269059464.0
2009-02-01,276277821.0
2009-03-01,272171662.0
2009-04-01,267371811.0
2009-05-01,269510662.0
2009-06-01,275987100.0
2009-07-01,282020458.0
2009-08-01,278411481.0
2009-09-01,287659216.0
2009-10-01,287073904.0
2009-11-01,296449687.0
2009-12-01,307597558.0
2010-01-01,306057071.0
2010-02-01,320736737.0
2010-03-01,324890240.0
2010-04-01,320171234.0
2010-05-01,333489084.0
2010-06-01,353347265.0
2010-07-01,353800515.0
2010-08-01,349047574.0
2010-09-01,350621292.0
2010-10-01,356303087.0
2010-11-01,359631433.0
2010-12-01,384271140.0
2011-01-01,382852272.0
2011-02-01,396445427.0
2011-03-01,400077694.0
