Tarih,TP_KM_G55
2000-01-01,1771335.0
2000-02-01,1749860.0
2000-03-01,1752246.0
2000-04-01,1762270.0
2000-05-01,1789683.0
2000-06-01,1787066.0
2000-07-01,1886139.0
2000-08-01,1976590.0
2000-09-01,2052076.0
2000-10-01,2100327.0
2000-11-01,2053938.0
2000-12-01,2005861.0
2001-01-01,1906988.0
2001-02-01,2243674.0
2001-03-01,2307704.0
2001-04-01,2383516.0
2001-05-01,2359681.0
2001-06-01,2549867.0
2001-07-01,2569563.0
2001-08-01,2606946.0
2001-09-01,2969975.0
2001-10-01,3334307.0
2001-11-01,3373976.0
2001-12-01,3585142.0
2002-01-01,3495585.0
2002-02-01,3734372.0
2002-03-01,3799921.0
2002-04-01,4055936.0
2002-05-01,4632451.0
2002-06-01,5288778.0
2002-07-01,5566025.0
2002-08-01,5347081.0
2002-09-01,5379636.0
2002-10-01,5327288.0
2002-11-01,5029386.0
2002-12-01,5622856.0
2003-01-01,5618578.0
2003-02-01,5294791.0
2003-03-01,5382355.0
2003-04-01,4734505.0
2003-05-01,4662080.0
2003-06-01,4721376.0
2003-07-01,4853805.0
2003-08-01,5130179.0
2003-09-01,5408462.0
2003-10-01,6048093.0
2003-11-01,6011117.0
2003-12-01,6030975.0
2004-01-01,5553971.0
2004-02-01,5447027.0
2004-03-01,5476186.0
2004-04-01,5791628.0
2004-05-01,6352418.0
2004-06-01,6521221.0
2004-07-01,6471420.0
2004-08-01,7047561.0
2004-09-01,7186252.0
2004-10-01,7298055.0
2004-11-01,6481422.0
2004-12-01,6438406.0
2005-01-01,6022126.0
2005-02-01,5814327.0
2005-03-01,6305284.0
2005-04-01,6349525.0
2005-05-01,6093587.0
2005-06-01,5746571.0
2005-07-01,5955988.0
2005-08-01,6199111.0
2005-09-01,6669009.0
2005-10-01,7134451.0
2005-11-01,7232213.0
2005-12-01,7860783.0
2006-01-01,7557410.0
2006-02-01,7361346.0
2006-03-01,7589632.0
2006-04-01,7085130.0
2006-05-01,7980541.0
2006-06-01,7306555.0
2006-07-01,6868925.0
2006-08-01,7092169.0
2006-09-01,7177537.0
2006-10-01,7113939.0
2006-11-01,6942460.0
2006-12-01,6787832.0
2007-01-01,6639056.0
2007-02-01,6546412.0
2007-03-01,6300326.0
2007-04-01,6456008.0
2007-05-01,6474902.0
2007-06-01,6417348.0
2007-07-01,6377517.0
2007-08-01,6633532.0
2007-09-01,6363695.0
2007-10-01,5986291.0
2007-11-01,6080877.0
2007-12-01,5856425.0
2008-01-01,6165903.0
2008-02-01,6418786.0
2008-03-01,7067843.0
2008-04-01,6812712.0
2008-05-01,6054801.0
2008-06-01,6404648.0
2008-07-01,6116874.0
2008-08-01,5883460.0
2008-09-01,6376221.0
2008-10-01,6203365.0
2008-11-01,6007412.0
2008-12-01,7346881.0
2009-01-01,7538634.0
2009-02-01,8049976.0
2009-03-01,8003437.0
2009-04-01,7694634.0
2009-05-01,7728605.0
2009-06-01,7733826.0
2009-07-01,7922567.0
2009-08-01,7401409.0
2009-09-01,7522854.0
2009-10-01,7604405.0
2009-11-01,7266734.0
2009-12-01,6173100.0
2010-01-01,6169156.0
2010-02-01,6629992.0
2010-03-01,6780207.0
2010-04-01,6582490.0
2010-05-01,6630576.0
2010-06-01,6707065.0
2010-07-01,6835216.0
2010-08-01,7165755.0
2010-09-01,7438006.0
2010-10-01,7858798.0
2010-11-01,7423900.0
2010-12-01,7198473.0
2011-01-01,7296661.0
2011-02-01,7522445.0
2011-03-01,8234747.0
2011-04-01,8349867.0
2011-05-01,9968029.0
2011-06-01,10470517.0
2011-07-01,11286258.0
2011-08-01,12633240.0
2011-09-01,11450607.0
2011-10-01,11056499.0
2011-11-01,11362300.0
2011-12-01,12614325.0
2012-01-01,13475133.0
2012-02-01,12395027.0
2012-03-01,12904388.0
2012-04-01,11638112.0
2012-05-01,12301338.0
2012-06-01,11681375.0
2012-07-01,11827208.0
2012-08-01,12140542.0
2012-09-01,12236280.0
2012-10-01,10301839.0
2012-11-01,10083429.0
2012-12-01,11261010.0
2013-01-01,12166244.0
2013-02-01,12931641.0
2013-03-01,11840705.0
2013-04-01,11578979.0
2013-05-01,12011854.0
2013-06-01,12175249.0
2013-07-01,12527581.0
2013-08-01,12659047.0
2013-09-01,12369205.0
2013-10-01,11912152.0
2013-11-01,12034066.0
2013-12-01,13101652.0
2014-01-01,13900293.0
2014-02-01,13572755.0
2014-03-01,12107659.0
2014-04-01,12808484.0
2014-05-01,14841579.0
