Tarih,TP_KM_G53
2000-01-01,5145356.0
2000-02-01,5610799.0
2000-03-01,5916379.0
2000-04-01,6182020.0
2000-05-01,6692275.0
2000-06-01,6879746.0
2000-07-01,7230920.0
2000-08-01,7605806.0
2000-09-01,7968415.0
2000-10-01,8163726.0
2000-11-01,7939750.0
2000-12-01,7710707.0
2001-01-01,8095561.0
2001-02-01,10043567.0
2001-03-01,12422398.0
2001-04-01,14091446.0
2001-05-01,14997078.0
2001-06-01,17978970.0
2001-07-01,20060360.0
2001-08-01,22161302.0
2001-09-01,24840157.0
2001-10-01,26117279.0
2001-11-01,24656519.0
2001-12-01,24886344.0
2002-01-01,21693956.0
2002-02-01,22822608.0
2002-03-01,21473132.0
2002-04-01,20552897.0
2002-05-01,21455874.0
2002-06-01,23070536.0
2002-07-01,25174276.0
2002-08-01,24042536.0
2002-09-01,24264963.0
2002-10-01,24202192.0
2002-11-01,22493361.0
2002-12-01,24818363.0
2003-01-01,23870276.0
2003-02-01,24396587.0
2003-03-01,23217087.0
2003-04-01,22304856.0
2003-05-01,20863068.0
2003-06-01,21410951.0
2003-07-01,20551152.0
2003-08-01,20323559.0
2003-09-01,20602334.0
2003-10-01,21585913.0
2003-11-01,21596928.0
2003-12-01,21341971.0
2004-01-01,19489951.0
2004-02-01,19617592.0
2004-03-01,18891227.0
2004-04-01,20364446.0
2004-05-01,19636455.0
2004-06-01,20895118.0
2004-07-01,19642649.0
2004-08-01,21294516.0
2004-09-01,22566811.0
2004-10-01,22245315.0
2004-11-01,23298541.0
2004-12-01,23286275.0
2005-01-01,22556750.0
2005-02-01,22817153.0
2005-03-01,22427924.0
2005-04-01,22737758.0
2005-05-01,21739013.0
2005-06-01,21234922.0
2005-07-01,21434572.0
2005-08-01,22603533.0
2005-09-01,22322870.0
2005-10-01,20828121.0
2005-11-01,20103703.0
2005-12-01,20618134.0
2006-01-01,23097952.0
2006-02-01,24609285.0
2006-03-01,23637554.0
2006-04-01,21372655.0
2006-05-01,24002814.0
2006-06-01,24847717.0
2006-07-01,25107148.0
2006-08-01,26058857.0
2006-09-01,26755478.0
2006-10-01,27731440.0
2006-11-01,29650895.0
2006-12-01,30763192.0
2007-01-01,32165948.0
2007-02-01,33621469.0
2007-03-01,34815250.0
2007-04-01,37036905.0
2007-05-01,37679575.0
2007-06-01,35254133.0
2007-07-01,35078809.0
2007-08-01,35297985.0
2007-09-01,33910223.0
2007-10-01,33641729.0
2007-11-01,32389219.0
2007-12-01,33746259.0
2008-01-01,33373717.0
2008-02-01,35366341.0
2008-03-01,39253902.0
2008-04-01,40202080.0
2008-05-01,38622209.0
2008-06-01,40484680.0
2008-07-01,43783381.0
2008-08-01,40158027.0
2008-09-01,37247104.0
