Tarih,TP_KM_G43
2000-01-01,4685050.0
2000-02-01,5265725.0
2000-03-01,6742923.0
2000-04-01,6422728.0
2000-05-01,6556168.0
2000-06-01,8171540.0
2000-07-01,6729426.0
2000-08-01,7446173.0
2000-09-01,8686563.0
2000-10-01,8237980.0
2000-11-01,7555164.0
2000-12-01,8785622.0
2001-01-01,8460469.0
2001-02-01,8526272.0
2001-03-01,7519968.0
2001-04-01,5414528.0
2001-05-01,4442286.0
2001-06-01,7833657.0
2001-07-01,5536244.0
2001-08-01,5181856.0
2001-09-01,6462268.0
2001-10-01,7126251.0
2001-11-01,4552664.0
2001-12-01,5524977.0
2002-01-01,4455899.0
2002-02-01,3964742.0
2002-03-01,4943263.0
2002-04-01,3535241.0
2002-05-01,3836190.0
2002-06-01,4479610.0
2002-07-01,4126027.0
2002-08-01,4555138.0
2002-09-01,4206187.0
2002-10-01,3311368.0
2002-11-01,2961561.0
2002-12-01,2783974.0
2003-01-01,3000708.0
2003-02-01,2312067.0
2003-03-01,3108928.0
2003-04-01,2802798.0
2003-05-01,2505506.0
2003-06-01,3099717.0
2003-07-01,2420445.0
2003-08-01,2433223.0
2003-09-01,2948904.0
2003-10-01,2516852.0
2003-11-01,2778869.0
2003-12-01,4067839.0
2004-01-01,2550774.0
2004-02-01,2672508.0
2004-03-01,3443056.0
2004-04-01,3438865.0
2004-05-01,4336683.0
2004-06-01,4420024.0
2004-07-01,4148997.0
2004-08-01,4177838.0
2004-09-01,4490199.0
2004-10-01,3936723.0
2004-11-01,2804391.0
2004-12-01,4448135.0
2005-01-01,3133954.0
2005-02-01,4460441.0
2005-03-01,4608845.0
2005-04-01,3275201.0
2005-05-01,4605293.0
2005-06-01,7023306.0
2005-07-01,4554589.0
2005-08-01,5507740.0
2005-09-01,7506534.0
2005-10-01,5048642.0
2005-11-01,4774865.0
2005-12-01,7102095.0
2006-01-01,4594638.0
2006-02-01,4628586.0
2006-03-01,6991462.0
2006-04-01,5375444.0
2006-05-01,5384568.0
2006-06-01,6137231.0
2006-07-01,4978060.0
2006-08-01,4498111.0
2006-09-01,6607364.0
2006-10-01,3769026.0
2006-11-01,4529524.0
2006-12-01,9457284.0
2007-01-01,5157893.0
2007-02-01,5212900.0
2007-03-01,6798419.0
2007-04-01,3794307.0
2007-05-01,3881095.0
2007-06-01,6017942.0
2007-07-01,4987400.0
2007-08-01,4717096.0
2007-09-01,5441240.0
2007-10-01,4676667.0
2007-11-01,4920149.0
2007-12-01,8635345.0
2008-01-01,4425127.0
2008-02-01,7352982.0
2008-03-01,10238135.0
2008-04-01,5737714.0
2008-05-01,7318861.0
2008-06-01,9264164.0
2008-07-01,5917679.0
2008-08-01,7629436.0
2008-09-01,9879842.0
2008-10-01,7947310.0
2008-11-01,8231668.0
2008-12-01,8331256.0
2009-01-01,5236399.0
2009-02-01,5098449.0
2009-03-01,7610011.0
2009-04-01,6589543.0
2009-05-01,6256639.0
2009-06-01,10639473.0
2009-07-01,7067802.0
2009-08-01,7120372.0
2009-09-01,9389761.0
2009-10-01,8213635.0
2009-11-01,7693390.0
2009-12-01,9399125.0
2010-01-01,7117929.0
2010-02-01,9228640.0
2010-03-01,11862289.0
2010-04-01,9960986.0
2010-05-01,9722947.0
2010-06-01,12488502.0
2010-07-01,10470042.0
2010-08-01,9830326.0
2010-09-01,13610990.0
2010-10-01,13551391.0
2010-11-01,15064919.0
2010-12-01,18768858.0
2011-01-01,15091117.0
2011-02-01,19001142.0
2011-03-01,20618366.0
2011-04-01,18306344.0
2011-05-01,16659472.0
2011-06-01,17352490.0
2011-07-01,17092885.0
2011-08-01,19778398.0
2011-09-01,19278720.0
2011-10-01,21200864.0
2011-11-01,19603095.0
2011-12-01,22293211.0
2012-01-01,23392519.0
2012-02-01,20870214.0
2012-03-01,23720290.0
2012-04-01,27870449.0
2012-05-01,28214406.0
2012-06-01,28881061.0
