Tarih,TP_KM_G14
2000-01-01,18379984.0
2000-02-01,17498023.0
2000-03-01,17643154.0
2000-04-01,18266278.0
2000-05-01,17765410.0
2000-06-01,19044631.0
2000-07-01,20331999.0
2000-08-01,19799442.0
2000-09-01,20182891.0
2000-10-01,20829418.0
2000-11-01,22234487.0
2000-12-01,24348013.0
2001-01-01,25689840.0
2001-02-01,26972622.0
2001-03-01,30190896.0
2001-04-01,30008417.0
2001-05-01,30114401.0
2001-06-01,30346354.0
2001-07-01,27928805.0
2001-08-01,30085818.0
2001-09-01,31537722.0
2001-10-01,32643929.0
2001-11-01,33602470.0
2001-12-01,35652267.0
2002-01-01,35875583.0
2002-02-01,36922854.0
2002-03-01,38961792.0
2002-04-01,39938685.0
2002-05-01,40562758.0
2002-06-01,40516392.0
2002-07-01,41284898.0
2002-08-01,41565017.0
2002-09-01,43106523.0
2002-10-01,44827138.0
2002-11-01,45728543.0
2002-12-01,47159413.0
2003-01-01,48013794.0
2003-02-01,48219402.0
2003-03-01,50170058.0
2003-04-01,49319885.0
2003-05-01,51839962.0
2003-06-01,52705873.0
2003-07-01,54306594.0
2003-08-01,55627726.0
2003-09-01,57716017.0
2003-10-01,59199373.0
2003-11-01,59992408.0
2003-12-01,62423516.0
2004-01-01,69401031.0
2004-02-01,70615499.0
2004-03-01,72882617.0
2004-04-01,73910044.0
2004-05-01,73862731.0
2004-06-01,74167781.0
2004-07-01,74949793.0
2004-08-01,76190966.0
2004-09-01,78168539.0
2004-10-01,79782782.0
2004-11-01,81425956.0
2004-12-01,83765552.0
2005-01-01,83372383.0
2005-02-01,84665979.0
2005-03-01,88869646.0
2005-04-01,91590625.0
2005-05-01,94764552.0
2005-06-01,98543207.0
2005-07-01,102153525.0
2005-08-01,104855917.0
2005-09-01,107319218.0
2005-10-01,111228506.0
2005-11-01,115806684.0
2005-12-01,117104258.0
2006-01-01,118505793.0
2006-02-01,123033827.0
2006-03-01,128783250.0
2006-04-01,131213391.0
2006-05-01,135877083.0
2006-06-01,138247364.0
2006-07-01,136058861.0
2006-08-01,135597633.0
2006-09-01,138684931.0
2006-10-01,139520132.0
2006-11-01,143632656.0
2006-12-01,143081492.0
2007-01-01,149826557.0
2007-02-01,149888146.0
2007-03-01,153166101.0
2007-04-01,153800663.0
2007-05-01,158491464.0
2007-06-01,162241719.0
2007-07-01,165999264.0
2007-08-01,169198052.0
2007-09-01,170594886.0
2007-10-01,171921832.0
2007-11-01,174358968.0
2007-12-01,180204076.0
2008-01-01,185031538.0
2008-02-01,186866693.0
