Tarih,TP_KM_G25
2000-01-01,1493778.0
2000-02-01,1960052.0
2000-03-01,1922230.0
2000-04-01,2147284.0
2000-05-01,1568415.0
2000-06-01,1401525.0
2000-07-01,1631909.0
2000-08-01,1301098.0
2000-09-01,1458079.0
2000-10-01,1629320.0
2000-11-01,1983297.0
2000-12-01,2416243.0
2001-01-01,2972244.0
2001-02-01,2568245.0
2001-03-01,2566699.0
2001-04-01,2792328.0
2001-05-01,2690507.0
2001-06-01,3145300.0
2001-07-01,2839505.0
2001-08-01,3134143.0
2001-09-01,3240503.0
2001-10-01,3434238.0
2001-11-01,3806610.0
2001-12-01,3742945.0
2002-01-01,3602251.0
2002-02-01,4338122.0
2002-03-01,4431462.0
2002-04-01,3893416.0
2002-05-01,3571026.0
2002-06-01,3308275.0
2002-07-01,3744035.0
2002-08-01,4497540.0
2002-09-01,3817565.0
2002-10-01,4130721.0
2002-11-01,4354313.0
2002-12-01,3987307.0
2003-01-01,3886856.0
2003-02-01,4109595.0
2003-03-01,3888374.0
2003-04-01,4175683.0
2003-05-01,4116841.0
2003-06-01,3743543.0
2003-07-01,3753688.0
2003-08-01,3862490.0
2003-09-01,4054299.0
2003-10-01,4107174.0
2003-11-01,4303797.0
2003-12-01,4365348.0
2004-01-01,4544915.0
2004-02-01,5265976.0
2004-03-01,5827853.0
2004-04-01,5584172.0
2004-05-01,5484929.0
2004-06-01,5588756.0
2004-07-01,5522019.0
2004-08-01,5790755.0
2004-09-01,6143992.0
2004-10-01,6581074.0
2004-11-01,5998399.0
2004-12-01,6202943.0
2005-01-01,6093952.0
2005-02-01,6169257.0
2005-03-01,7057320.0
2005-04-01,7099556.0
2005-05-01,7509009.0
2005-06-01,7945323.0
2005-07-01,8088807.0
2005-08-01,8508699.0
2005-09-01,8442061.0
2005-10-01,8784204.0
2005-11-01,9082255.0
2005-12-01,7471562.0
2006-01-01,7733811.0
2006-02-01,8441000.0
2006-03-01,9072125.0
2006-04-01,8658549.0
2006-05-01,8708517.0
2006-06-01,8219046.0
2006-07-01,8830035.0
2006-08-01,8601383.0
2006-09-01,9006785.0
2006-10-01,9451823.0
2006-11-01,10761134.0
2006-12-01,11117454.0
2007-01-01,10299678.0
2007-02-01,9805078.0
2007-03-01,9918252.0
2007-04-01,10685418.0
2007-05-01,10774005.0
2007-06-01,13148641.0
2007-07-01,12662652.0
