Tarih,TP_KM_G51
2000-01-01,140508.0
2000-02-01,147020.0
2000-03-01,130317.0
2000-04-01,148809.0
2000-05-01,150422.0
2000-06-01,155942.0
2000-07-01,231355.0
2000-08-01,193118.0
2000-09-01,194755.0
2000-10-01,164309.0
2000-11-01,115492.0
2000-12-01,133883.0
2001-01-01,152576.0
2001-02-01,135467.0
2001-03-01,170420.0
2001-04-01,196198.0
2001-05-01,283067.0
2001-06-01,333477.0
2001-07-01,404735.0
2001-08-01,514411.0
2001-09-01,467187.0
2001-10-01,361500.0
2001-11-01,334446.0
2001-12-01,166128.0
2002-01-01,132505.0
2002-02-01,119614.0
2002-03-01,105030.0
2002-04-01,97718.0
2002-05-01,120380.0
2002-06-01,136304.0
2002-07-01,142536.0
2002-08-01,120039.0
2002-09-01,149331.0
2002-10-01,187686.0
2002-11-01,225245.0
2002-12-01,369095.0
2003-01-01,415871.0
2003-02-01,406997.0
2003-03-01,358272.0
2003-04-01,333611.0
2003-05-01,1243.0
2003-06-01,1134.0
2003-07-01,0.0
2003-08-01,835.0
2003-09-01,864.0
2003-10-01,961.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,3186.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,9656.0
2004-05-01,10256.0
2004-06-01,10253.0
2004-07-01,10085.0
2004-08-01,10439.0
2004-09-01,10459.0
2004-10-01,10299.0
2004-11-01,10283.0
2004-12-01,9752.0
2005-01-01,9609.0
2005-02-01,8150.0
2005-03-01,8872.0
2005-04-01,9681.0
2005-05-01,9294.0
2005-06-01,9090.0
2005-07-01,8612.0
2005-08-01,8844.0
2005-09-01,28069.0
2005-10-01,24469.0
2005-11-01,12757.0
2005-12-01,17336.0
2006-01-01,16205.0
2006-02-01,15674.0
2006-03-01,20032.0
2006-04-01,19733.0
2006-05-01,12798.0
2006-06-01,8575.0
2006-07-01,8000.0
2006-08-01,7855.0
2006-09-01,7981.0
2006-10-01,11306.0
2006-11-01,13879.0
2006-12-01,13798.0
2007-01-01,7629.0
2007-02-01,7469.0
2007-03-01,8656.0
2007-04-01,7121.0
2007-05-01,7110.0
2007-06-01,7053.0
2007-07-01,6977.0
2007-08-01,7104.0
2007-09-01,6491.0
2007-10-01,6361.0
2007-11-01,6355.0
2007-12-01,5823.0
2008-01-01,7064.0
2008-02-01,7092.0
2008-03-01,7693.0
2008-04-01,9701.0
2008-05-01,9283.0
2008-06-01,9223.0
2008-07-01,8945.0
2008-08-01,8920.0
2008-09-01,9295.0
2008-10-01,8889.0
2008-11-01,7672.0
2008-12-01,7410.0
2009-01-01,7892.0
2009-02-01,8238.0
2009-03-01,8271.0
2009-04-01,7824.0
2009-05-01,7655.0
2009-06-01,7497.0
2009-07-01,7237.0
2009-08-01,7301.0
2009-09-01,7262.0
2009-10-01,7263.0
2009-11-01,7264.0
2009-12-01,7378.0
2010-01-01,7277.0
2010-02-01,7546.0
2010-03-01,7455.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
