Tarih,TP_IYA_INTM2_S01_X
2015-03-01,1045.0
2015-04-01,1035.0
2015-05-01,1060.0
2015-06-01,1083.0
2015-07-01,1047.0
2015-08-01,1042.0
2015-09-01,1048.0
2015-10-01,1043.0
2015-11-01,1040.0
2015-12-01,1053.0
2016-01-01,1020.0
2016-02-01,1019.0
2016-03-01,1009.0
2016-04-01,1021.0
2016-05-01,1006.0
2016-06-01,1017.0
2016-07-01,1017.0
2016-08-01,1007.0
2016-09-01,1005.0
2016-10-01,999.0
2016-11-01,999.0
2016-12-01,1003.0
2017-01-01,1009.0
2017-02-01,1003.0
2017-03-01,1015.0
2017-04-01,994.0
2017-05-01,1043.0
2017-06-01,1046.0
2017-07-01,1039.0
2017-08-01,1038.0
2017-09-01,1026.0
2017-10-01,1030.0
2017-11-01,1015.0
2017-12-01,1022.0
2018-01-01,1022.0
2018-02-01,1025.0
2018-03-01,1019.0
2018-04-01,1040.0
2018-05-01,1047.0
2018-06-01,1034.0
2018-07-01,1022.0
2018-08-01,1019.0
2018-09-01,1025.0
2018-10-01,1034.0
2018-11-01,1026.0
2018-12-01,1019.0
2019-01-01,852.0
2019-02-01,852.0
2019-03-01,848.0
2019-04-01,855.0
2019-05-01,837.0
2019-06-01,834.0
2019-07-01,845.0
2019-08-01,875.0
2019-09-01,880.0
2019-10-01,871.0
2019-11-01,872.0
2019-12-01,876.0
2020-01-01,868.0
2020-02-01,887.0
2020-03-01,880.0
2020-04-01,847.0
2020-05-01,845.0
2020-06-01,864.0
2020-07-01,864.0
2020-08-01,868.0
2020-09-01,865.0
2020-10-01,857.0
2020-11-01,841.0
2020-12-01,856.0
2021-01-01,847.0
2021-02-01,870.0
2021-03-01,873.0
2021-04-01,861.0
2021-05-01,860.0
2021-06-01,862.0
2021-07-01,834.0
2021-08-01,857.0
2021-09-01,866.0
2021-10-01,869.0
2021-11-01,863.0
2021-12-01,874.0
2022-01-01,866.0
2022-02-01,857.0
2022-03-01,870.0
2022-04-01,866.0
2022-05-01,868.0
2022-06-01,875.0
2022-07-01,856.0
2022-08-01,870.0
2022-09-01,853.0
2022-10-01,863.0
2022-11-01,856.0
2022-12-01,858.0
2023-01-01,865.0
2023-02-01,827.0
2023-03-01,852.0
2023-04-01,849.0
2023-05-01,847.0
2023-06-01,856.0
2023-07-01,852.0
2023-08-01,842.0
2023-09-01,843.0
2023-10-01,836.0
2023-11-01,857.0
2023-12-01,847.0
2024-01-01,849.0
2024-02-01,849.0
2024-03-01,847.0
2024-04-01,843.0
2024-05-01,843.0
2024-06-01,822.0
2024-07-01,842.0
2024-08-01,838.0
2024-09-01,834.0
2024-10-01,848.0
2024-11-01,841.0
2024-12-01,834.0
2025-01-01,834.0
2025-02-01,836.0
2025-03-01,833.0
2025-04-01,836.0
2025-05-01,902.0
2025-06-01,892.0
2025-07-01,893.0
2025-08-01,892.0
2025-09-01,883.0
