Tarih,TP_IYA_INTM2_S25_X
2015-04-01,977.0
2015-05-01,1003.0
2015-06-01,1019.0
2015-07-01,983.0
2015-08-01,999.0
2015-09-01,991.0
2015-10-01,973.0
2015-11-01,987.0
2015-12-01,993.0
2016-01-01,973.0
2016-02-01,959.0
2016-03-01,949.0
2016-04-01,973.0
2016-05-01,941.0
2016-06-01,951.0
2016-07-01,958.0
2016-08-01,949.0
2016-09-01,959.0
2016-10-01,937.0
2016-11-01,943.0
2016-12-01,948.0
2017-01-01,960.0
2017-02-01,943.0
2017-03-01,956.0
2017-04-01,952.0
2017-05-01,986.0
2017-06-01,997.0
2017-07-01,979.0
2017-08-01,987.0
2017-09-01,975.0
2017-10-01,972.0
2017-11-01,976.0
2017-12-01,959.0
2018-01-01,978.0
2018-02-01,973.0
2018-03-01,965.0
2018-04-01,974.0
2018-05-01,1006.0
2018-06-01,993.0
2018-07-01,962.0
2018-08-01,977.0
2018-09-01,969.0
2018-10-01,984.0
2018-11-01,978.0
2018-12-01,969.0
2019-01-01,802.0
2019-02-01,794.0
2019-03-01,805.0
2019-04-01,808.0
2019-05-01,804.0
2019-06-01,794.0
2019-07-01,789.0
2019-08-01,823.0
2019-09-01,833.0
2019-10-01,822.0
2019-11-01,817.0
2019-12-01,820.0
2020-01-01,807.0
2020-02-01,828.0
2020-03-01,814.0
2020-04-01,770.0
2020-05-01,790.0
2020-06-01,799.0
2020-07-01,803.0
2020-08-01,816.0
2020-09-01,799.0
2020-10-01,799.0
2020-11-01,784.0
2020-12-01,808.0
2021-01-01,795.0
2021-02-01,823.0
2021-03-01,828.0
2021-04-01,805.0
2021-05-01,816.0
2021-06-01,814.0
2021-07-01,790.0
2021-08-01,818.0
2021-09-01,824.0
2021-10-01,823.0
2021-11-01,830.0
2021-12-01,837.0
2022-01-01,814.0
2022-02-01,814.0
2022-03-01,821.0
2022-04-01,821.0
2022-05-01,828.0
2022-06-01,838.0
2022-07-01,814.0
2022-08-01,834.0
2022-09-01,816.0
2022-10-01,824.0
2022-11-01,815.0
2022-12-01,810.0
2023-01-01,819.0
2023-02-01,790.0
2023-03-01,805.0
2023-04-01,802.0
2023-05-01,800.0
2023-06-01,805.0
2023-07-01,808.0
2023-08-01,800.0
2023-09-01,804.0
2023-10-01,796.0
2023-11-01,814.0
2023-12-01,804.0
2024-01-01,796.0
2024-02-01,803.0
2024-03-01,803.0
2024-04-01,809.0
2024-05-01,798.0
2024-06-01,777.0
2024-07-01,798.0
2024-08-01,800.0
2024-09-01,789.0
2024-10-01,804.0
2024-11-01,804.0
2024-12-01,784.0
2025-01-01,790.0
2025-02-01,798.0
2025-03-01,787.0
2025-04-01,790.0
2025-05-01,850.0
2025-06-01,851.0
2025-07-01,831.0
2025-08-01,839.0
2025-09-01,832.0
