Tarih,TP_IYA_INTM2_S11_X
2015-04-01,1016.0
2015-05-01,1046.0
2015-06-01,1076.0
2015-07-01,1033.0
2015-08-01,1031.0
2015-09-01,1031.0
2015-10-01,1034.0
2015-11-01,1025.0
2015-12-01,1040.0
2016-01-01,1009.0
2016-02-01,1004.0
2016-03-01,999.0
2016-04-01,998.0
2016-05-01,990.0
2016-06-01,1005.0
2016-07-01,1007.0
2016-08-01,998.0
2016-09-01,996.0
2016-10-01,987.0
2016-11-01,983.0
2016-12-01,996.0
2017-01-01,986.0
2017-02-01,995.0
2017-03-01,1005.0
2017-04-01,972.0
2017-05-01,1032.0
2017-06-01,1030.0
2017-07-01,1019.0
2017-08-01,1029.0
2017-09-01,1013.0
2017-10-01,1012.0
2017-11-01,1009.0
2017-12-01,1009.0
2018-01-01,1006.0
2018-02-01,1013.0
2018-03-01,1008.0
2018-04-01,1021.0
2018-05-01,1035.0
2018-06-01,1020.0
2018-07-01,998.0
2018-08-01,1000.0
2018-09-01,1014.0
2018-10-01,1014.0
2018-11-01,1007.0
2018-12-01,1012.0
2019-01-01,833.0
2019-02-01,841.0
2019-03-01,845.0
2019-04-01,844.0
2019-05-01,830.0
2019-06-01,825.0
2019-07-01,827.0
2019-08-01,866.0
2019-09-01,868.0
2019-10-01,857.0
2019-11-01,863.0
2019-12-01,865.0
2020-01-01,855.0
2020-02-01,867.0
2020-03-01,872.0
2020-04-01,834.0
2020-05-01,843.0
2020-06-01,850.0
2020-07-01,848.0
2020-08-01,856.0
2020-09-01,857.0
2020-10-01,841.0
2020-11-01,824.0
2020-12-01,844.0
2021-01-01,834.0
2021-02-01,862.0
2021-03-01,864.0
2021-04-01,851.0
2021-05-01,845.0
2021-06-01,847.0
2021-07-01,823.0
2021-08-01,835.0
2021-09-01,853.0
2021-10-01,854.0
2021-11-01,847.0
2021-12-01,866.0
2022-01-01,847.0
2022-02-01,848.0
2022-03-01,865.0
2022-04-01,855.0
2022-05-01,859.0
2022-06-01,864.0
2022-07-01,842.0
2022-08-01,860.0
2022-09-01,848.0
2022-10-01,851.0
2022-11-01,843.0
2022-12-01,850.0
2023-01-01,852.0
2023-02-01,815.0
2023-03-01,834.0
2023-04-01,839.0
2023-05-01,833.0
2023-06-01,844.0
2023-07-01,835.0
2023-08-01,831.0
2023-09-01,832.0
2023-10-01,826.0
2023-11-01,837.0
2023-12-01,835.0
2024-01-01,832.0
2024-02-01,831.0
2024-03-01,836.0
2024-04-01,822.0
2024-05-01,825.0
2024-06-01,801.0
2024-07-01,828.0
2024-08-01,827.0
2024-09-01,825.0
2024-10-01,830.0
2024-11-01,830.0
2024-12-01,820.0
2025-01-01,818.0
2025-02-01,827.0
2025-03-01,818.0
2025-04-01,820.0
2025-05-01,886.0
2025-06-01,875.0
2025-07-01,877.0
2025-08-01,876.0
2025-09-01,860.0
