Tarih,TP_IYA_INTM2_S27_X
2015-05-01,971.0
2015-06-01,1001.0
2015-07-01,955.0
2015-08-01,965.0
2015-09-01,961.0
2015-10-01,959.0
2015-11-01,955.0
2015-12-01,957.0
2016-01-01,933.0
2016-02-01,930.0
2016-03-01,927.0
2016-04-01,940.0
2016-05-01,926.0
2016-06-01,933.0
2016-07-01,928.0
2016-08-01,931.0
2016-09-01,925.0
2016-10-01,922.0
2016-11-01,921.0
2016-12-01,918.0
2017-01-01,924.0
2017-02-01,922.0
2017-03-01,933.0
2017-04-01,914.0
2017-05-01,954.0
2017-06-01,964.0
2017-07-01,959.0
2017-08-01,953.0
2017-09-01,946.0
2017-10-01,948.0
2017-11-01,943.0
2017-12-01,945.0
2018-01-01,951.0
2018-02-01,952.0
2018-03-01,937.0
2018-04-01,957.0
2018-05-01,980.0
2018-06-01,966.0
2018-07-01,960.0
2018-08-01,949.0
2018-09-01,966.0
2018-10-01,962.0
2018-11-01,957.0
2018-12-01,960.0
2019-01-01,784.0
2019-02-01,792.0
2019-03-01,789.0
2019-04-01,811.0
2019-05-01,786.0
2019-06-01,787.0
2019-07-01,790.0
2019-08-01,819.0
2019-09-01,822.0
2019-10-01,824.0
2019-11-01,821.0
2019-12-01,817.0
2020-01-01,817.0
2020-02-01,828.0
2020-03-01,828.0
2020-04-01,768.0
2020-05-01,784.0
2020-06-01,795.0
2020-07-01,789.0
2020-08-01,806.0
2020-09-01,800.0
2020-10-01,802.0
2020-11-01,776.0
2020-12-01,790.0
2021-01-01,787.0
2021-02-01,816.0
2021-03-01,816.0
2021-04-01,795.0
2021-05-01,790.0
2021-06-01,800.0
2021-07-01,771.0
2021-08-01,793.0
2021-09-01,795.0
2021-10-01,799.0
2021-11-01,797.0
2021-12-01,794.0
2022-01-01,790.0
2022-02-01,788.0
2022-03-01,795.0
2022-04-01,793.0
2022-05-01,789.0
2022-06-01,808.0
2022-07-01,778.0
2022-08-01,805.0
2022-09-01,786.0
2022-10-01,792.0
2022-11-01,791.0
2022-12-01,788.0
2023-01-01,794.0
2023-02-01,759.0
2023-03-01,783.0
2023-04-01,773.0
2023-05-01,777.0
2023-06-01,799.0
2023-07-01,797.0
2023-08-01,773.0
2023-09-01,789.0
2023-10-01,789.0
2023-11-01,801.0
2023-12-01,795.0
2024-01-01,785.0
2024-02-01,790.0
2024-03-01,782.0
2024-04-01,782.0
2024-05-01,793.0
2024-06-01,769.0
2024-07-01,794.0
2024-08-01,786.0
2024-09-01,789.0
2024-10-01,794.0
2024-11-01,793.0
2024-12-01,791.0
2025-01-01,786.0
2025-02-01,793.0
2025-03-01,783.0
2025-04-01,782.0
2025-05-01,838.0
2025-06-01,831.0
2025-07-01,833.0
2025-08-01,840.0
2025-09-01,829.0
