Tarih,TP_IYA_INTM2_S26_X
2015-06-01,952.0
2015-07-01,912.0
2015-08-01,914.0
2015-09-01,920.0
2015-10-01,911.0
2015-11-01,910.0
2015-12-01,924.0
2016-01-01,893.0
2016-02-01,884.0
2016-03-01,887.0
2016-04-01,892.0
2016-05-01,885.0
2016-06-01,889.0
2016-07-01,886.0
2016-08-01,885.0
2016-09-01,879.0
2016-10-01,879.0
2016-11-01,879.0
2016-12-01,881.0
2017-01-01,879.0
2017-02-01,879.0
2017-03-01,884.0
2017-04-01,883.0
2017-05-01,914.0
2017-06-01,914.0
2017-07-01,915.0
2017-08-01,912.0
2017-09-01,906.0
2017-10-01,905.0
2017-11-01,906.0
2017-12-01,903.0
2018-01-01,909.0
2018-02-01,912.0
2018-03-01,904.0
2018-04-01,922.0
2018-05-01,929.0
2018-06-01,907.0
2018-07-01,901.0
2018-08-01,899.0
2018-09-01,904.0
2018-10-01,913.0
2018-11-01,912.0
2018-12-01,900.0
2019-01-01,752.0
2019-02-01,763.0
2019-03-01,763.0
2019-04-01,766.0
2019-05-01,754.0
2019-06-01,747.0
2019-07-01,750.0
2019-08-01,776.0
2019-09-01,779.0
2019-10-01,766.0
2019-11-01,778.0
2019-12-01,782.0
2020-01-01,774.0
2020-02-01,781.0
2020-03-01,772.0
2020-04-01,738.0
2020-05-01,741.0
2020-06-01,745.0
2020-07-01,749.0
2020-08-01,755.0
2020-09-01,742.0
2020-10-01,743.0
2020-11-01,737.0
2020-12-01,743.0
2021-01-01,746.0
2021-02-01,769.0
2021-03-01,769.0
2021-04-01,768.0
2021-05-01,762.0
2021-06-01,766.0
2021-07-01,743.0
2021-08-01,758.0
2021-09-01,768.0
2021-10-01,771.0
2021-11-01,762.0
2021-12-01,774.0
2022-01-01,764.0
2022-02-01,758.0
2022-03-01,763.0
2022-04-01,756.0
2022-05-01,763.0
2022-06-01,758.0
2022-07-01,742.0
2022-08-01,760.0
2022-09-01,748.0
2022-10-01,751.0
2022-11-01,747.0
2022-12-01,753.0
2023-01-01,756.0
2023-02-01,723.0
2023-03-01,743.0
2023-04-01,733.0
2023-05-01,734.0
2023-06-01,749.0
2023-07-01,744.0
2023-08-01,735.0
2023-09-01,736.0
2023-10-01,732.0
2023-11-01,750.0
2023-12-01,749.0
2024-01-01,734.0
2024-02-01,733.0
2024-03-01,728.0
2024-04-01,732.0
2024-05-01,738.0
2024-06-01,723.0
2024-07-01,738.0
2024-08-01,732.0
2024-09-01,743.0
2024-10-01,747.0
2024-11-01,749.0
2024-12-01,752.0
2025-01-01,741.0
2025-02-01,744.0
2025-03-01,747.0
2025-04-01,752.0
2025-05-01,807.0
2025-06-01,794.0
2025-07-01,800.0
2025-08-01,799.0
2025-09-01,785.0
