Tarih,TP_IYA_INTM2_S28_X
2015-05-01,1005.0
2015-06-01,1014.0
2015-07-01,990.0
2015-08-01,983.0
2015-09-01,986.0
2015-10-01,988.0
2015-11-01,983.0
2015-12-01,991.0
2016-01-01,966.0
2016-02-01,952.0
2016-03-01,953.0
2016-04-01,967.0
2016-05-01,942.0
2016-06-01,955.0
2016-07-01,953.0
2016-08-01,949.0
2016-09-01,947.0
2016-10-01,936.0
2016-11-01,941.0
2016-12-01,939.0
2017-01-01,937.0
2017-02-01,941.0
2017-03-01,953.0
2017-04-01,936.0
2017-05-01,976.0
2017-06-01,986.0
2017-07-01,984.0
2017-08-01,982.0
2017-09-01,968.0
2017-10-01,967.0
2017-11-01,961.0
2017-12-01,960.0
2018-01-01,962.0
2018-02-01,973.0
2018-03-01,962.0
2018-04-01,971.0
2018-05-01,997.0
2018-06-01,982.0
2018-07-01,968.0
2018-08-01,962.0
2018-09-01,959.0
2018-10-01,976.0
2018-11-01,975.0
2018-12-01,969.0
2019-01-01,813.0
2019-02-01,808.0
2019-03-01,813.0
2019-04-01,810.0
2019-05-01,803.0
2019-06-01,799.0
2019-07-01,798.0
2019-08-01,830.0
2019-09-01,834.0
2019-10-01,831.0
2019-11-01,831.0
2019-12-01,837.0
2020-01-01,826.0
2020-02-01,839.0
2020-03-01,836.0
2020-04-01,781.0
2020-05-01,787.0
2020-06-01,815.0
2020-07-01,803.0
2020-08-01,819.0
2020-09-01,816.0
2020-10-01,807.0
2020-11-01,782.0
2020-12-01,803.0
2021-01-01,789.0
2021-02-01,817.0
2021-03-01,829.0
2021-04-01,811.0
2021-05-01,804.0
2021-06-01,809.0
2021-07-01,784.0
2021-08-01,805.0
2021-09-01,806.0
2021-10-01,808.0
2021-11-01,801.0
2021-12-01,808.0
2022-01-01,795.0
2022-02-01,798.0
2022-03-01,801.0
2022-04-01,803.0
2022-05-01,794.0
2022-06-01,804.0
2022-07-01,787.0
2022-08-01,819.0
2022-09-01,790.0
2022-10-01,801.0
2022-11-01,800.0
2022-12-01,793.0
2023-01-01,802.0
2023-02-01,768.0
2023-03-01,789.0
2023-04-01,777.0
2023-05-01,779.0
2023-06-01,800.0
2023-07-01,793.0
2023-08-01,789.0
2023-09-01,796.0
2023-10-01,787.0
2023-11-01,813.0
2023-12-01,798.0
2024-01-01,790.0
2024-02-01,781.0
2024-03-01,787.0
2024-04-01,780.0
2024-05-01,785.0
2024-06-01,763.0
2024-07-01,778.0
2024-08-01,775.0
2024-09-01,782.0
2024-10-01,788.0
2024-11-01,784.0
2024-12-01,788.0
2025-01-01,780.0
2025-02-01,784.0
2025-03-01,774.0
2025-04-01,782.0
2025-05-01,843.0
2025-06-01,832.0
2025-07-01,824.0
2025-08-01,840.0
2025-09-01,821.0
