Tarih,TP_TOP_V03
2000-01-01,38281623.0
2000-02-01,38545531.0
2000-03-01,40247593.0
2000-04-01,41196591.0
2000-05-01,41105533.0
2000-06-01,44910045.0
2000-07-01,45942301.0
2000-08-01,46958948.0
2000-09-01,48720487.0
2000-10-01,49520497.0
2000-11-01,50195754.0
2000-12-01,52355113.0
2001-01-01,53246676.0
2001-02-01,59487774.0
2001-03-01,65549040.0
2001-04-01,67385499.0
2001-05-01,67838610.0
2001-06-01,75899160.0
2001-07-01,74826208.0
2001-08-01,80266360.0
2001-09-01,89282946.0
2001-10-01,92975249.0
2001-11-01,88571416.0
2001-12-01,90786261.0
2002-01-01,84760727.0
2002-02-01,87452137.0
2002-03-01,88360891.0
2002-04-01,88622890.0
2002-05-01,92830965.0
2002-06-01,98570294.0
2002-07-01,103083715.0
2002-08-01,101628042.0
2002-09-01,104302369.0
2002-10-01,105525782.0
2002-11-01,102459568.0
2002-12-01,108203094.0
2003-01-01,109565640.0
2003-02-01,107029462.0
2003-03-01,110053151.0
2003-04-01,105588202.0
2003-05-01,104108989.0
2003-06-01,105758876.0
2003-07-01,106816464.0
2003-08-01,108084186.0
2003-09-01,111600080.0
2003-10-01,117113206.0
2003-11-01,118194316.0
2003-12-01,121018838.0
2004-01-01,122955060.0
2004-02-01,123215430.0
2004-03-01,125373108.0
2004-04-01,128734233.0
2004-05-01,131777794.0
2004-06-01,132529874.0
2004-07-01,133053506.0
2004-08-01,136621777.0
2004-09-01,140906285.0
2004-10-01,142740497.0
2004-11-01,143641735.0
2004-12-01,146874357.0
2005-01-01,142372188.0
2005-02-01,143045771.0
2005-03-01,149934554.0
2005-04-01,152296309.0
2005-05-01,154501545.0
2005-06-01,160559116.0
2005-07-01,162981207.0
2005-08-01,167726475.0
2005-09-01,173608864.0
2005-10-01,174143230.0
2005-11-01,178014570.0
2005-12-01,190861085.0
2006-01-01,190980325.0
2006-02-01,196925070.0
2006-03-01,206188463.0
2006-04-01,204557237.0
2006-05-01,217273213.0
2006-06-01,221391662.0
2006-07-01,216344147.0
2006-08-01,218497733.0
2006-09-01,227360124.0
2006-10-01,226208517.0
2006-11-01,235352631.0
2006-12-01,242035571.0
2007-01-01,246455974.0
2007-02-01,248645885.0
2007-03-01,254375510.0
2007-04-01,252192692.0
2007-05-01,259157075.0
2007-06-01,264106725.0
2007-07-01,265806165.0
2007-08-01,270454379.0
2007-09-01,271295603.0
2007-10-01,271436667.0
2007-11-01,275042329.0
2007-12-01,284202569.0
2008-01-01,285738899.0
2008-02-01,294400231.0
2008-03-01,312467096.0
2008-04-01,309104072.0
2008-05-01,309413768.0
2008-06-01,319259901.0
2008-07-01,318424080.0
2008-08-01,319022937.0
2008-09-01,330959863.0
2008-10-01,347427790.0
2008-11-01,357768464.0
2008-12-01,369621616.0
2009-01-01,371859801.0
2009-02-01,375221135.0
2009-03-01,379502501.0
2009-04-01,369990874.0
2009-05-01,372401152.0
2009-06-01,381873211.0
2009-07-01,379171005.0
2009-08-01,384399692.0
2009-09-01,390127381.0
2009-10-01,395596540.0
2009-11-01,400671392.0
2009-12-01,408606781.0
2010-01-01,411088202.0
2010-02-01,419538490.0
2010-03-01,429997532.0
2010-04-01,425258507.0
2010-05-01,432163953.0
2010-06-01,445935569.0
2010-07-01,447661870.0
2010-08-01,451010898.0
2010-09-01,453692143.0
2010-10-01,458297964.0
2010-11-01,468634495.0
2010-12-01,487111647.0
2011-01-01,489611611.0
2011-02-01,505558920.0
2011-03-01,517063135.0
2011-04-01,515240550.0
2011-05-01,524504683.0
2011-06-01,528893423.0
2011-07-01,538045315.0
2011-08-01,542205973.0
2011-09-01,549837054.0
2011-10-01,545682193.0
2011-11-01,550379274.0
2011-12-01,558621978.0
2012-01-01,555956173.0
2012-02-01,559477872.0
2012-03-01,569294187.0
2012-04-01,570019935.0
2012-05-01,580426836.0
2012-06-01,586067219.0
2012-07-01,590006850.0
2012-08-01,597378722.0
2012-09-01,602299600.0
2012-10-01,608987100.0
2012-11-01,615926621.0
2012-12-01,623741990.0
2013-01-01,631325096.0
2013-02-01,638187859.0
2013-03-01,647845730.0
2013-04-01,652019640.0
2013-05-01,670639722.0
2013-06-01,674878588.0
2013-07-01,696638428.0
2013-08-01,710564171.0
2013-09-01,720961180.0
2013-10-01,726554268.0
2013-11-01,738403292.0
2013-12-01,757829087.0
2014-01-01,782325006.0
2014-02-01,785460326.0
2014-03-01,776066258.0
2014-04-01,782459808.0
2014-05-01,781420824.0
2014-06-01,782435556.0
2014-07-01,802659600.0
2014-08-01,809702089.0
2014-09-01,825574604.0
2014-10-01,828832683.0
2014-11-01,832379107.0
2014-12-01,850362592.0
2015-01-01,862173214.0
2015-02-01,885427033.0
2015-03-01,899908171.0
2015-04-01,924368744.0
2015-05-01,926552483.0
2015-06-01,933041102.0
2015-07-01,962217666.0
2015-08-01,984852946.0
2015-09-01,1003880503.0
2015-10-01,994086807.0
2015-11-01,987383724.0
2015-12-01,999011093.0
2016-01-01,1006997061.0
2016-02-01,1017126862.0
2016-03-01,1028476625.0
2016-04-01,1024369644.0
2016-05-01,1051204839.0
2016-06-01,1038541015.0
2016-07-01,1066522993.0
2016-08-01,1061988513.0
2016-09-01,1084287373.0
2016-10-01,1102710425.0
2016-11-01,1144570489.0
2016-12-01,1158083048.0
2017-01-01,1200640214.0
2017-02-01,1186540480.0
2017-03-01,1205831467.0
2017-04-01,1222726278.0
2017-05-01,1237456434.0
2017-06-01,1261850168.0
2017-07-01,1268315864.0
2017-08-01,1275098417.0
2017-09-01,1292624792.0
2017-10-01,1347432436.0
2017-11-01,1370365671.0
2017-12-01,1359437983.0
2018-01-01,1376225225.0
2018-02-01,1391818808.0
2018-03-01,1428466415.0
2018-04-01,1459130824.0
2018-05-01,1500607229.0
2018-06-01,1503622562.0
2018-07-01,1567662641.0
2018-08-01,1736433619.0
2018-09-01,1686105261.0
2018-10-01,1643675957.0
2018-11-01,1601187259.0
2018-12-01,1624111943.0
2019-01-01,1646588620.0
2019-02-01,1671322624.0
2019-03-01,1739937516.0
2019-04-01,1810021563.0
2019-05-01,1779466838.0
2019-06-01,1771353027.0
2019-07-01,1780094950.0
2019-08-01,1840116108.0
2019-09-01,1829555197.0
2019-10-01,1882953017.0
2019-11-01,1903446634.0
2019-12-01,1969777246.0
2020-01-01,1976781566.0
2020-02-01,2029726486.0
2020-03-01,2086528133.0
2020-04-01,2169180419.0
2020-05-01,2128907974.0
2020-06-01,2145971191.0
2020-07-01,2234931450.0
2020-08-01,2304757957.0
2020-09-01,2393164689.0
2020-10-01,2492937379.0
2020-11-01,2414979322.0
2020-12-01,2416679907.0
2021-01-01,2405684625.0
2021-02-01,2419595006.0
2021-03-01,2563940204.0
2021-04-01,2587079641.0
2021-05-01,2628514975.0
2021-06-01,2658405108.0
2021-07-01,2673732965.0
2021-08-01,2695570760.0
2021-09-01,2822028952.0
2021-10-01,2961122750.0
2021-11-01,3429576101.0
