Tarih,TP_TOP_T21
2000-01-01,-1473982.0
2000-02-01,-1452530.0
2000-03-01,-1623953.0
2000-04-01,-1661492.0
2000-05-01,-1667276.0
2000-06-01,-1761213.0
2000-07-01,-1760940.0
2000-08-01,-1692350.0
2000-09-01,-1662297.0
2000-10-01,-1821837.0
2000-11-01,-1858639.0
2000-12-01,-2114268.0
2001-01-01,-2267747.0
2001-02-01,-2412396.0
2001-03-01,-2669453.0
2001-04-01,-3103259.0
2001-05-01,-3639229.0
2001-06-01,-4448834.0
2001-07-01,-4493104.0
2001-08-01,-5458927.0
2001-09-01,-5864502.0
2001-10-01,-5660878.0
2001-11-01,-4670824.0
2001-12-01,-4426639.0
2002-01-01,-4644181.0
2002-02-01,-4799824.0
2002-03-01,-4944219.0
2002-04-01,-4755095.0
2002-05-01,-3984268.0
2002-06-01,-6252373.0
2002-07-01,-6859051.0
2002-08-01,-6997983.0
2002-09-01,-7309685.0
2002-10-01,-7458741.0
2002-11-01,-7495827.0
2002-12-01,-6612991.0
2003-01-01,-6556151.0
2003-02-01,-6306703.0
2003-03-01,-6378489.0
2003-04-01,-6335514.0
2003-05-01,-6345383.0
2003-06-01,-6431395.0
2003-07-01,-6473695.0
2003-08-01,-6523545.0
2003-09-01,-6902082.0
2003-10-01,-7142315.0
2003-11-01,-7232208.0
2003-12-01,-7501286.0
2004-01-01,-7509015.0
2004-02-01,-7496338.0
2004-03-01,-7186139.0
2004-04-01,-7180380.0
2004-05-01,-7107526.0
2004-06-01,-5003250.0
2004-07-01,-5068845.0
2004-08-01,-5160863.0
2004-09-01,-5269275.0
2004-10-01,-5239192.0
2004-11-01,-5210581.0
2004-12-01,-5506623.0
2005-01-01,-5559522.0
2005-02-01,-5651981.0
2005-03-01,-5856704.0
2005-04-01,-5942114.0
2005-05-01,-6019247.0
2005-06-01,-6055311.0
2005-07-01,-6150270.0
2005-08-01,-6229139.0
2005-09-01,-6453733.0
2005-10-01,-6418405.0
2005-11-01,-6483631.0
2005-12-01,-6785353.0
2006-01-01,-6798088.0
