Tarih,TP_TOP_V19
2000-01-01,391846.0
2000-02-01,347777.0
2000-03-01,368375.0
2000-04-01,291046.0
2000-05-01,299933.0
2000-06-01,292715.0
2000-07-01,267327.0
2000-08-01,395401.0
2000-09-01,307810.0
2000-10-01,297432.0
2000-11-01,338409.0
2000-12-01,814775.0
2001-01-01,734881.0
2001-02-01,1269043.0
2001-03-01,649850.0
2001-04-01,881921.0
2001-05-01,877974.0
2001-06-01,670021.0
2001-07-01,595211.0
2001-08-01,610491.0
2001-09-01,589002.0
2001-10-01,585512.0
2001-11-01,525373.0
2001-12-01,577890.0
2002-01-01,565915.0
2002-02-01,458587.0
2002-03-01,453530.0
2002-04-01,566239.0
2002-05-01,467102.0
2002-06-01,468649.0
2002-07-01,534297.0
2002-08-01,478054.0
2002-09-01,501111.0
2002-10-01,494573.0
2002-11-01,455906.0
2002-12-01,532041.0
2003-01-01,476261.0
2003-02-01,411722.0
2003-03-01,487445.0
2003-04-01,534133.0
2003-05-01,505740.0
2003-06-01,535915.0
2003-07-01,526698.0
2003-08-01,495609.0
2003-09-01,508279.0
2003-10-01,477253.0
2003-11-01,422846.0
2003-12-01,600377.0
2004-01-01,416957.0
2004-02-01,350708.0
2004-03-01,517901.0
2004-04-01,456585.0
2004-05-01,393203.0
2004-06-01,662025.0
2004-07-01,480616.0
2004-08-01,446868.0
2004-09-01,473798.0
2004-10-01,466913.0
2004-11-01,474731.0
2004-12-01,599130.0
2005-01-01,490195.0
2005-02-01,402359.0
2005-03-01,497133.0
2005-04-01,618642.0
2005-05-01,507729.0
2005-06-01,513919.0
2005-07-01,494148.0
2005-08-01,490725.0
2005-09-01,553010.0
2005-10-01,539854.0
2005-11-01,486293.0
2005-12-01,671947.0
2006-01-01,652566.0
2006-02-01,526258.0
2006-03-01,653707.0
2006-04-01,703958.0
2006-05-01,877118.0
2006-06-01,726363.0
2006-07-01,753823.0
2006-08-01,727228.0
2006-09-01,814916.0
2006-10-01,779484.0
2006-11-01,710235.0
2006-12-01,928565.0
2007-01-01,893002.0
2007-02-01,807035.0
2007-03-01,983365.0
2007-04-01,955016.0
2007-05-01,1192610.0
2007-06-01,997642.0
2007-07-01,1021408.0
2007-08-01,990245.0
2007-09-01,1177309.0
2007-10-01,960733.0
2007-11-01,936740.0
2007-12-01,1190267.0
