Tarih,TP_TOP_T39
2000-01-01,622391.0
2000-02-01,631578.0
2000-03-01,638405.0
2000-04-01,641340.0
2000-05-01,570308.0
2000-06-01,583087.0
2000-07-01,606748.0
2000-08-01,636227.0
2000-09-01,641846.0
2000-10-01,651462.0
2000-11-01,702273.0
2000-12-01,791995.0
2001-01-01,831502.0
2001-02-01,853576.0
2001-03-01,862527.0
2001-04-01,884054.0
2001-05-01,909575.0
2001-06-01,880584.0
2001-07-01,511043.0
2001-08-01,493907.0
2001-09-01,513940.0
2001-10-01,509130.0
2001-11-01,540170.0
2001-12-01,502968.0
2002-01-01,496463.0
2002-02-01,497659.0
2002-03-01,511971.0
2002-04-01,532536.0
2002-05-01,575072.0
2002-06-01,602919.0
2002-07-01,1413384.0
2002-08-01,1481147.0
2002-09-01,1518676.0
2002-10-01,1677145.0
2002-11-01,1918501.0
2002-12-01,1991235.0
2003-01-01,2099902.0
2003-02-01,2158130.0
2003-03-01,2210734.0
2003-04-01,2247696.0
2003-05-01,2233154.0
2003-06-01,2194914.0
2003-07-01,2064087.0
2003-08-01,2048765.0
2003-09-01,2084301.0
2003-10-01,2051371.0
2003-11-01,2067560.0
2003-12-01,2161763.0
2004-01-01,2149384.0
2004-02-01,2177227.0
2004-03-01,2175490.0
2004-04-01,2208117.0
2004-05-01,2204340.0
2004-06-01,2140728.0
2004-07-01,2170930.0
2004-08-01,2167015.0
2004-09-01,2113440.0
2004-10-01,2171769.0
2004-11-01,2178327.0
2004-12-01,2036035.0
2005-01-01,2020486.0
2005-02-01,2011049.0
2005-03-01,1935760.0
2005-04-01,1932681.0
2005-05-01,1952104.0
2005-06-01,1862749.0
2005-07-01,1855346.0
2005-08-01,1841714.0
2005-09-01,1790284.0
2005-10-01,1785132.0
2005-11-01,1789024.0
2005-12-01,1836412.0
2006-01-01,1832804.0
2006-02-01,1833046.0
2006-03-01,1808019.0
2006-04-01,1577076.0
2006-05-01,1569255.0
2006-06-01,1471674.0
2006-07-01,1460376.0
2006-08-01,1437653.0
2006-09-01,1441158.0
2006-10-01,1434939.0
2006-11-01,1414011.0
2006-12-01,1288860.0
2007-01-01,1254549.0
2007-02-01,1247108.0
2007-03-01,1246273.0
2007-04-01,1207404.0
2007-05-01,1118125.0
2007-06-01,1124381.0
2007-07-01,1115360.0
2007-08-01,1099540.0
2007-09-01,1056542.0
2007-10-01,1012008.0
2007-11-01,1053194.0
2007-12-01,1048837.0
2008-01-01,1046841.0
2008-02-01,1087536.0
2008-03-01,1138856.0
2008-04-01,1128815.0
2008-05-01,1136031.0
2008-06-01,1126912.0
2008-07-01,1143007.0
2008-08-01,1140984.0
2008-09-01,1163847.0
2008-10-01,1179514.0
2008-11-01,1205541.0
2008-12-01,1195850.0
2009-01-01,1229260.0
2009-02-01,1253144.0
2009-03-01,1280895.0
2009-04-01,1289073.0
2009-05-01,1311893.0
2009-06-01,1357709.0
2009-07-01,1430619.0
2009-08-01,1463805.0
2009-09-01,1482958.0
2009-10-01,1496935.0
2009-11-01,1518785.0
2009-12-01,1621375.0
2010-01-01,1622267.0
2010-02-01,1616278.0
2010-03-01,1641940.0
2010-04-01,1669840.0
2010-05-01,1674043.0
2010-06-01,1753526.0
2010-07-01,1727304.0
2010-08-01,1775588.0
2010-09-01,1862426.0
2010-10-01,1868218.0
2010-11-01,1848558.0
2010-12-01,1835240.0
2011-01-01,1845796.0
2011-02-01,1823638.0
2011-03-01,1829101.0
2011-04-01,1808092.0
2011-05-01,1795991.0
2011-06-01,1871882.0
2011-07-01,1868200.0
2011-08-01,1887477.0
2011-09-01,1899293.0
2011-10-01,1951868.0
2011-11-01,1972026.0
2011-12-01,2208056.0
2012-01-01,2203877.0
2012-02-01,2246164.0
2012-03-01,2307806.0
2012-04-01,2270288.0
2012-05-01,2293501.0
2012-06-01,2402464.0
2012-07-01,2354612.0
2012-08-01,2307800.0
2012-09-01,2451765.0
2012-10-01,2421860.0
2012-11-01,2478435.0
2012-12-01,2580191.0
2013-01-01,2526894.0
2013-02-01,2578545.0
2013-03-01,2680023.0
2013-04-01,2637953.0
2013-05-01,2605929.0
2013-06-01,2670171.0
2013-07-01,2679405.0
2013-08-01,2648833.0
2013-09-01,2736136.0
2013-10-01,2651951.0
2013-11-01,2744346.0
2013-12-01,2903853.0
2014-01-01,2847981.0
2014-02-01,2866067.0
2014-03-01,2978817.0
2014-04-01,3025517.0
2014-05-01,2988526.0
2014-06-01,3184215.0
2014-07-01,3162491.0
2014-08-01,3192906.0
2014-09-01,3159593.0
2014-10-01,3131312.0
2014-11-01,3154265.0
2014-12-01,3557535.0
2015-01-01,3507694.0
2015-02-01,3471163.0
2015-03-01,3565130.0
2015-04-01,3566383.0
2015-05-01,3597734.0
2015-06-01,3690738.0
2015-07-01,3750814.0
2015-08-01,3947735.0
2015-09-01,3990717.0
2015-10-01,4026346.0
