Tarih,TP_TOP_V11
2000-01-01,5270430.0
2000-02-01,5675192.0
2000-03-01,5979156.0
2000-04-01,6107061.0
2000-05-01,6247769.0
2000-06-01,7121542.0
2000-07-01,7459559.0
2000-08-01,8597405.0
2000-09-01,8748840.0
2000-10-01,9221987.0
2000-11-01,9035496.0
2000-12-01,9905976.0
2001-01-01,9592831.0
2001-02-01,11457632.0
2001-03-01,12484542.0
2001-04-01,13809155.0
2001-05-01,12571993.0
2001-06-01,13120430.0
2001-07-01,11373766.0
2001-08-01,11870083.0
2001-09-01,12561638.0
2001-10-01,11640826.0
2001-11-01,12040879.0
2001-12-01,9743146.0
2002-01-01,8284225.0
2002-02-01,8548016.0
2002-03-01,8283080.0
2002-04-01,7942931.0
2002-05-01,9626841.0
2002-06-01,10805333.0
2002-07-01,11224169.0
2002-08-01,9409906.0
2002-09-01,9383288.0
2002-10-01,9838387.0
2002-11-01,8796848.0
2002-12-01,9960273.0
2003-01-01,10099420.0
2003-02-01,10002284.0
2003-03-01,12049205.0
2003-04-01,10826087.0
2003-05-01,9079396.0
2003-06-01,8449153.0
2003-07-01,9343014.0
2003-08-01,9600351.0
2003-09-01,10303254.0
2003-10-01,11331694.0
2003-11-01,10288617.0
2003-12-01,11783942.0
2004-01-01,11214644.0
2004-02-01,11480686.0
2004-03-01,12315297.0
2004-04-01,14378031.0
2004-05-01,15159977.0
2004-06-01,16218954.0
2004-07-01,14829681.0
2004-08-01,17414164.0
2004-09-01,17799042.0
2004-10-01,17638771.0
2004-11-01,18546224.0
2004-12-01,17716765.0
2005-01-01,18218226.0
2005-02-01,17351909.0
2005-03-01,19574132.0
2005-04-01,20379045.0
2005-05-01,20073566.0
2005-06-01,22552628.0
2005-07-01,23126375.0
2005-08-01,23375360.0
2005-09-01,24614094.0
2005-10-01,23780089.0
2005-11-01,26068733.0
2005-12-01,27064572.0
2006-01-01,26867379.0
2006-02-01,29428834.0
2006-03-01,30928467.0
2006-04-01,32448063.0
2006-05-01,37387430.0
2006-06-01,38009020.0
2006-07-01,36361218.0
2006-08-01,33982294.0
2006-09-01,36365815.0
2006-10-01,33443841.0
2006-11-01,32668561.0
2006-12-01,33189222.0
2007-01-01,33634481.0
2007-02-01,33516294.0
2007-03-01,32535108.0
2007-04-01,32300681.0
2007-05-01,34584435.0
2007-06-01,35713750.0
2007-07-01,34206179.0
2007-08-01,36490766.0
2007-09-01,34828262.0
2007-10-01,34914198.0
2007-11-01,35734521.0
2007-12-01,35928468.0
2008-01-01,36138374.0
2008-02-01,38156648.0
2008-03-01,41394772.0
2008-04-01,41692303.0
2008-05-01,39998019.0
2008-06-01,40629189.0
2008-07-01,40844176.0
2008-08-01,41879619.0
2008-09-01,43369994.0
2008-10-01,52130120.0
2008-11-01,49589417.0
2008-12-01,48549843.0
2009-01-01,49739754.0
2009-02-01,50027162.0
2009-03-01,47661142.0
2009-04-01,43719294.0
2009-05-01,40999070.0
2009-06-01,41135080.0
2009-07-01,39531652.0
2009-08-01,39254972.0
2009-09-01,38158514.0
2009-10-01,38337309.0
2009-11-01,39541061.0
2009-12-01,40664061.0
2010-01-01,38808960.0
2010-02-01,39680695.0
2010-03-01,40000473.0
2010-04-01,42351488.0
2010-05-01,45674536.0
2010-06-01,48396699.0
2010-07-01,46569723.0
2010-08-01,47916456.0
2010-09-01,48756866.0
2010-10-01,52866232.0
2010-11-01,55914195.0
2010-12-01,63302990.0
2011-01-01,67497724.0
2011-02-01,67588152.0
2011-03-01,71813608.0
2011-04-01,70168595.0
2011-05-01,77542679.0
2011-06-01,81559714.0
2011-07-01,84347219.0
2011-08-01,87879600.0
2011-09-01,93224637.0
2011-10-01,91014225.0
2011-11-01,95102102.0
2011-12-01,95449868.0
2012-01-01,91404803.0
2012-02-01,93128194.0
2012-03-01,92178025.0
2012-04-01,93477262.0
2012-05-01,99852351.0
2012-06-01,99004388.0
2012-07-01,96947815.0
2012-08-01,98249377.0
2012-09-01,96895253.0
2012-10-01,96322353.0
2012-11-01,98650080.0
2012-12-01,102929373.0
2013-01-01,102883784.0
2013-02-01,107741935.0
2013-03-01,114283580.0
2013-04-01,116897784.0
2013-05-01,124713203.0
2013-06-01,129406464.0
2013-07-01,132856147.0
2013-08-01,142442516.0
2013-09-01,145965387.0
2013-10-01,145159246.0
2013-11-01,152399485.0
2013-12-01,161833738.0
2014-01-01,169025993.0
