Tarih,TP_TOP_T01
2000-01-01,530429.0
2000-02-01,459600.0
2000-03-01,439657.0
2000-04-01,441806.0
2000-05-01,485451.0
2000-06-01,487954.0
2000-07-01,568027.0
2000-08-01,544737.0
2000-09-01,474854.0
2000-10-01,523052.0
2000-11-01,524094.0
2000-12-01,604635.0
2001-01-01,571267.0
2001-02-01,664874.0
2001-03-01,557153.0
2001-04-01,676721.0
2001-05-01,659163.0
2001-06-01,601075.0
2001-07-01,716811.0
2001-08-01,758495.0
2001-09-01,642434.0
2001-10-01,741719.0
2001-11-01,781026.0
2001-12-01,857067.0
2002-01-01,814221.0
2002-02-01,906853.0
2002-03-01,674243.0
2002-04-01,801931.0
2002-05-01,805316.0
2002-06-01,718027.0
2002-07-01,654970.0
2002-08-01,700577.0
2002-09-01,853547.0
2002-10-01,672202.0
2002-11-01,809418.0
2002-12-01,797588.0
2003-01-01,817959.0
2003-02-01,894579.0
2003-03-01,869521.0
2003-04-01,853358.0
2003-05-01,835700.0
2003-06-01,1022803.0
2003-07-01,827280.0
2003-08-01,783917.0
2003-09-01,964424.0
2003-10-01,988610.0
2003-11-01,1101647.0
2003-12-01,994284.0
2004-01-01,1331146.0
2004-02-01,912197.0
2004-03-01,882625.0
2004-04-01,1162674.0
2004-05-01,1108815.0
2004-06-01,1078943.0
2004-07-01,1053067.0
2004-08-01,1298569.0
2004-09-01,1134764.0
2004-10-01,1007369.0
2004-11-01,1127392.0
2004-12-01,1152852.0
2005-01-01,1503298.0
2005-02-01,1513795.0
2005-03-01,1284900.0
2005-04-01,1284966.0
2005-05-01,1267070.0
2005-06-01,1391508.0
2005-07-01,1348949.0
2005-08-01,1604980.0
2005-09-01,1683967.0
2005-10-01,1671826.0
2005-11-01,1498419.0
2005-12-01,1824524.0
2006-01-01,1553590.0
2006-02-01,1597687.0
2006-03-01,1749901.0
2006-04-01,1641502.0
2006-05-01,1672004.0
2006-06-01,2098771.0
2006-07-01,2133241.0
2006-08-01,2026449.0
2006-09-01,1843421.0
2006-10-01,1850022.0
2006-11-01,1914336.0
2006-12-01,2906059.0
2007-01-01,1776282.0
2007-02-01,1969919.0
2007-03-01,2017240.0
2007-04-01,2236709.0
2007-05-01,1858474.0
2007-06-01,2024044.0
2007-07-01,2014366.0
2007-08-01,2592773.0
2007-09-01,2083193.0
2007-10-01,2085283.0
2007-11-01,2672086.0
2007-12-01,3018046.0
2008-01-01,2077764.0
2008-02-01,2527085.0
2008-03-01,2796090.0
2008-04-01,2425005.0
2008-05-01,2459051.0
2008-06-01,2945628.0
2008-07-01,2537341.0
2008-08-01,2441087.0
2008-09-01,4411003.0
2008-10-01,3116093.0
2008-11-01,2689365.0
2008-12-01,3146745.0
2009-01-01,3171992.0
2009-02-01,3112267.0
2009-03-01,2995935.0
2009-04-01,3849204.0
2009-05-01,2968727.0
2009-06-01,3241291.0
2009-07-01,3362331.0
2009-08-01,3346680.0
2009-09-01,3433153.0
2009-10-01,3708777.0
2009-11-01,4392921.0
2009-12-01,4450297.0
2010-01-01,3359861.0
2010-02-01,3766576.0
2010-03-01,3454222.0
2010-04-01,4138269.0
2010-05-01,4060730.0
2010-06-01,3754246.0
2010-07-01,4132190.0
2010-08-01,4642425.0
2010-09-01,4187206.0
2010-10-01,4873813.0
2010-11-01,4558680.0
2010-12-01,5292183.0
2011-01-01,4952530.0
2011-02-01,5253302.0
2011-03-01,4674777.0
2011-04-01,5154735.0
2011-05-01,4953294.0
2011-06-01,5795759.0
2011-07-01,5661089.0
2011-08-01,8096764.0
2011-09-01,6614216.0
2011-10-01,6293834.0
2011-11-01,5768526.0
2011-12-01,6480333.0
2012-01-01,5478626.0
2012-02-01,5473659.0
2012-03-01,6260336.0
2012-04-01,7102454.0
2012-05-01,5829870.0
2012-06-01,6497991.0
2012-07-01,6187956.0
2012-08-01,7586293.0
2012-09-01,6892828.0
2012-10-01,8108125.0
2012-11-01,7602533.0
2012-12-01,8485866.0
2013-01-01,6795919.0
2013-02-01,7337886.0
2013-03-01,7401978.0
2013-04-01,8100215.0
2013-05-01,8113812.0
2013-06-01,8198565.0
2013-07-01,7869195.0
2013-08-01,8966041.0
2013-09-01,9495090.0
2013-10-01,9302658.0
2013-11-01,8993169.0
2013-12-01,9771619.0
2014-01-01,9441175.0
2014-02-01,9946165.0
2014-03-01,9806157.0
2014-04-01,9797603.0
2014-05-01,9476209.0
2014-06-01,10450454.0
2014-07-01,12705091.0
2014-08-01,9785738.0
2014-09-01,10928398.0
2014-10-01,10828391.0
2014-11-01,10133827.0
2014-12-01,11059947.0
2015-01-01,10539243.0
2015-02-01,11264443.0
2015-03-01,10671488.0
2015-04-01,12336886.0
2015-05-01,10565517.0
2015-06-01,10889244.0
2015-07-01,11316765.0
2015-08-01,12206740.0
2015-09-01,13096749.0
2015-10-01,11818146.0
2015-11-01,11794129.0
2015-12-01,12577913.0
2016-01-01,10699748.0
2016-02-01,11789588.0
2016-03-01,10955625.0
2016-04-01,10967137.0
2016-05-01,10839176.0
2016-06-01,13146402.0
2016-07-01,11854955.0
2016-08-01,12819500.0
2016-09-01,13689762.0
2016-10-01,13264087.0
2016-11-01,12411819.0
2016-12-01,13106932.0
2017-01-01,11498556.0
2017-02-01,11712016.0
2017-03-01,12697381.0
2017-04-01,12678888.0
2017-05-01,11501646.0
2017-06-01,13885422.0
2017-07-01,13183621.0
2017-08-01,15415182.0
2017-09-01,13238846.0
2017-10-01,12350754.0
2017-11-01,12665297.0
2017-12-01,14485817.0
2018-01-01,11761840.0
2018-02-01,12184956.0
2018-03-01,13063951.0
2018-04-01,14742499.0
2018-05-01,12576548.0
2018-06-01,13898710.0
2018-07-01,13488765.0
2018-08-01,18173994.0
2018-09-01,14743143.0
2018-10-01,13639392.0
2018-11-01,13837194.0
2018-12-01,15154286.0
2019-01-01,12176528.0
2019-02-01,12361783.0
2019-03-01,13718456.0
2019-04-01,13428158.0
2019-05-01,19057340.0
2019-06-01,13735629.0
2019-07-01,12746806.0
2019-08-01,15286260.0
2019-09-01,14828049.0
2019-10-01,13480110.0
2019-11-01,13803985.0
2019-12-01,14914588.0
2020-01-01,14492374.0
2020-02-01,13885675.0
2020-03-01,16311401.0
2020-04-01,20961801.0
2020-05-01,17823545.0
2020-06-01,15646862.0
2020-07-01,19647271.0
2020-08-01,17002411.0
2020-09-01,16852120.0
2020-10-01,18189295.0
2020-11-01,16649375.0
2020-12-01,17103441.0
2021-01-01,15251219.0
2021-02-01,15109097.0
2021-03-01,15884951.0
2021-04-01,17751558.0
2021-05-01,16992547.0
2021-06-01,15788292.0
2021-07-01,18456847.0
2021-08-01,18339757.0
2021-09-01,16979405.0
2021-10-01,19962442.0
2021-11-01,17848339.0
2021-12-01,18315183.0
2022-01-01,17535608.0
2022-02-01,18367404.0
2022-03-01,18223281.0
2022-04-01,27874864.0
2022-05-01,20276146.0
2022-06-01,23216649.0
2022-07-01,24595981.0
2022-08-01,25647464.0
2022-09-01,27025822.0
2022-10-01,27923052.0
2022-11-01,26681889.0
2022-12-01,32875567.0
2023-01-01,28843519.0
2023-02-01,32018279.0
2023-03-01,33775971.0
2023-04-01,39136722.0
2023-05-01,33535252.0
2023-06-01,49551462.0
2023-07-01,40194914.0
2023-08-01,42369096.0
2023-09-01,40529339.0
2023-10-01,38061708.0
2023-11-01,39827750.0
2023-12-01,44076858.0
2024-01-01,38702876.0
2024-02-01,41568237.0
2024-03-01,50755298.0
2024-04-01,53495702.0
2024-05-01,53457858.0
2024-06-01,58693056.0
2024-07-01,51212651.0
2024-08-01,59710552.0
2024-09-01,61069525.0
2024-10-01,56854276.0
2024-11-01,58154807.0
2024-12-01,62274832.0
2025-01-01,57842413.0
2025-02-01,59539436.0
2025-03-01,83134816.0
2025-04-01,65911816.0
2025-05-01,71149703.0
2025-06-01,70141017.0
2025-07-01,60166132.0
2025-08-01,65398119.0
