Tarih,TP_TOP_V21
2000-01-01,1589370.0
2000-02-01,1716612.0
2000-03-01,1829873.0
2000-04-01,1844777.0
2000-05-01,1865548.0
2000-06-01,1931037.0
2000-07-01,1952136.0
2000-08-01,2054224.0
2000-09-01,2295861.0
2000-10-01,2383225.0
2000-11-01,2417154.0
2000-12-01,2631501.0
2001-01-01,2573200.0
2001-02-01,2586842.0
2001-03-01,2596163.0
2001-04-01,2626855.0
2001-05-01,2774578.0
2001-06-01,2974486.0
2001-07-01,2962610.0
2001-08-01,2949849.0
2001-09-01,2963564.0
2001-10-01,2913729.0
2001-11-01,2930690.0
2001-12-01,3359716.0
2002-01-01,3361170.0
2002-02-01,3362328.0
2002-03-01,3388761.0
2002-04-01,3377328.0
2002-05-01,3443469.0
2002-06-01,3445175.0
2002-07-01,3617028.0
2002-08-01,3603192.0
2002-09-01,3614333.0
2002-10-01,3619238.0
2002-11-01,3684099.0
2002-12-01,3632841.0
2003-01-01,3720845.0
2003-02-01,3712174.0
2003-03-01,3729263.0
2003-04-01,4219082.0
2003-05-01,4242706.0
2003-06-01,4291968.0
2003-07-01,4151786.0
2003-08-01,4133041.0
2003-09-01,4156236.0
2003-10-01,4180923.0
2003-11-01,4218834.0
2003-12-01,4625702.0
2004-01-01,4726386.0
2004-02-01,4688630.0
2004-03-01,4779377.0
2004-04-01,4805135.0
2004-05-01,4809126.0
2004-06-01,4930397.0
2004-07-01,4344535.0
2004-08-01,4428083.0
2004-09-01,4457991.0
2004-10-01,4538217.0
2004-11-01,4525454.0
2004-12-01,4769971.0
2005-01-01,4786269.0
2005-02-01,4793400.0
2005-03-01,4835293.0
2005-04-01,4912451.0
2005-05-01,5030441.0
2005-06-01,5077241.0
2005-07-01,5104963.0
2005-08-01,5257634.0
2005-09-01,5312069.0
2005-10-01,5361784.0
2005-11-01,5385469.0
2005-12-01,5451754.0
2006-01-01,3975743.0
2006-02-01,3969910.0
2006-03-01,3943423.0
2006-04-01,3928604.0
2006-05-01,3927220.0
2006-06-01,3934776.0
2006-07-01,3977254.0
2006-08-01,4019006.0
2006-09-01,4063778.0
2006-10-01,4112059.0
2006-11-01,4152172.0
2006-12-01,4210854.0
2007-01-01,3803819.0
2007-02-01,3810658.0
2007-03-01,3818298.0
2007-04-01,3850456.0
2007-05-01,3887986.0
2007-06-01,3936084.0
2007-07-01,3969231.0
2007-08-01,3996236.0
2007-09-01,3992578.0
2007-10-01,4027066.0
2007-11-01,4048415.0
2007-12-01,4087633.0
2008-01-01,4142840.0
2008-02-01,4009531.0
2008-03-01,4015022.0
2008-04-01,4023277.0
2008-05-01,4034784.0
2008-06-01,4046623.0
2008-07-01,4081692.0
2008-08-01,4093186.0
2008-09-01,4115105.0
2008-10-01,4124788.0
2008-11-01,4153726.0
2008-12-01,5570926.0
2009-01-01,5502093.0
2009-02-01,5613766.0
2009-03-01,5642268.0
2009-04-01,5473055.0
2009-05-01,5608967.0
2009-06-01,5867268.0
2009-07-01,5714973.0
2009-08-01,5820318.0
2009-09-01,6111317.0
2009-10-01,5644382.0
2009-11-01,5699438.0
2009-12-01,6014889.0
