Tarih,TP_TOP_V12
2000-01-01,898563.0
2000-02-01,941759.0
2000-03-01,939720.0
2000-04-01,959583.0
2000-05-01,1002155.0
2000-06-01,947920.0
2000-07-01,947750.0
2000-08-01,1070123.0
2000-09-01,1051576.0
2000-10-01,1030462.0
2000-11-01,1028456.0
2000-12-01,1108358.0
2001-01-01,1111131.0
2001-02-01,1273069.0
2001-03-01,1366688.0
2001-04-01,1417070.0
2001-05-01,1426674.0
2001-06-01,1741077.0
2001-07-01,1892454.0
2001-08-01,1934239.0
2001-09-01,2105345.0
2001-10-01,2088050.0
2001-11-01,1799648.0
2001-12-01,1764111.0
2002-01-01,1674775.0
2002-02-01,1987264.0
2002-03-01,1978727.0
2002-04-01,1830235.0
2002-05-01,2062776.0
2002-06-01,2297651.0
2002-07-01,2465702.0
2002-08-01,2075871.0
2002-09-01,2217110.0
2002-10-01,2306523.0
2002-11-01,2262449.0
2002-12-01,2402832.0
2003-01-01,2126925.0
2003-02-01,2088687.0
2003-03-01,2294462.0
2003-04-01,2128899.0
2003-05-01,1975289.0
2003-06-01,1832788.0
2003-07-01,1889393.0
2003-08-01,1462087.0
2003-09-01,1641311.0
2003-10-01,1837872.0
2003-11-01,1917342.0
2003-12-01,2022227.0
2004-01-01,1981466.0
2004-02-01,2001629.0
2004-03-01,2117766.0
2004-04-01,2261742.0
2004-05-01,2307664.0
2004-06-01,2303985.0
2004-07-01,2243246.0
2004-08-01,2773272.0
2004-09-01,2675593.0
2004-10-01,2649541.0
2004-11-01,3499311.0
2004-12-01,3282863.0
2005-01-01,3400099.0
2005-02-01,3024032.0
2005-03-01,2847161.0
2005-04-01,2869546.0
2005-05-01,3722645.0
2005-06-01,4836089.0
2005-07-01,4869016.0
2005-08-01,5682754.0
2005-09-01,5694427.0
2005-10-01,5832953.0
2005-11-01,5786166.0
2005-12-01,6195354.0
2006-01-01,6178028.0
2006-02-01,6082587.0
2006-03-01,6521852.0
2006-04-01,6528874.0
2006-05-01,7554599.0
2006-06-01,9259214.0
2006-07-01,8723329.0
2006-08-01,7917625.0
2006-09-01,9113671.0
2006-10-01,9668712.0
2006-11-01,9859225.0
2006-12-01,10319925.0
2007-01-01,10477113.0
2007-02-01,11181413.0
2007-03-01,11900603.0
2007-04-01,11753522.0
2007-05-01,11412210.0
2007-06-01,11199224.0
2007-07-01,11088819.0
2007-08-01,11281811.0
2007-09-01,9795342.0
2007-10-01,9528749.0
2007-11-01,9624148.0
2007-12-01,9680026.0
2008-01-01,9829976.0
2008-02-01,10413375.0
2008-03-01,11803841.0
2008-04-01,12269344.0
2008-05-01,11659781.0
2008-06-01,11908526.0
2008-07-01,11546970.0
2008-08-01,11431387.0
2008-09-01,11330539.0
2008-10-01,13456484.0
2008-11-01,13719965.0
2008-12-01,12504824.0
2009-01-01,13168475.0
2009-02-01,13475017.0
2009-03-01,13398323.0
2009-04-01,12686766.0
2009-05-01,12303632.0
2009-06-01,12255824.0
2009-07-01,11912931.0
2009-08-01,11950801.0
2009-09-01,11725956.0
2009-10-01,11673290.0
2009-11-01,11450598.0
2009-12-01,11800421.0
2010-01-01,11492128.0
2010-02-01,11756366.0
2010-03-01,11762994.0
2010-04-01,11225678.0
2010-05-01,11627738.0
2010-06-01,10728448.0
2010-07-01,10582237.0
2010-08-01,10524689.0
2010-09-01,10745281.0
2010-10-01,10169023.0
2010-11-01,10562190.0
2010-12-01,10967254.0
2011-01-01,11483851.0
2011-02-01,11452964.0
2011-03-01,11448970.0
2011-04-01,11725622.0
2011-05-01,11798487.0
2011-06-01,12094904.0
2011-07-01,12465633.0
2011-08-01,12813570.0
2011-09-01,13168837.0
2011-10-01,13084172.0
2011-11-01,13360756.0
2011-12-01,13811375.0
2012-01-01,13096973.0
2012-02-01,12302398.0
2012-03-01,12156972.0
2012-04-01,12275868.0
2012-05-01,12321422.0
2012-06-01,12952657.0
2012-07-01,12877898.0
2012-08-01,13953395.0
2012-09-01,13675899.0
2012-10-01,13866843.0
2012-11-01,13711662.0
2012-12-01,13974069.0
2013-01-01,14685326.0
2013-02-01,14525407.0
2013-03-01,15728769.0
2013-04-01,14652155.0
2013-05-01,15204408.0
2013-06-01,15541546.0
2013-07-01,16071834.0
2013-08-01,17133812.0
2013-09-01,17223249.0
2013-10-01,16827277.0
2013-11-01,17205252.0
2013-12-01,24612930.0
2014-01-01,25616677.0
2014-02-01,25254273.0
2014-03-01,24492269.0
2014-04-01,24995396.0
2014-05-01,26074241.0
2014-06-01,26323091.0
2014-07-01,26162202.0
2014-08-01,26217143.0
2014-09-01,27380892.0
2014-10-01,27517882.0
2014-11-01,27804866.0
2014-12-01,29394000.0
2015-01-01,29845844.0
2015-02-01,32599384.0
2015-03-01,36096560.0
2015-04-01,37916196.0
2015-05-01,37572597.0
2015-06-01,38753451.0
2015-07-01,42562074.0
2015-08-01,44768771.0
2015-09-01,46370048.0
2015-10-01,44879327.0
2015-11-01,43833934.0
2015-12-01,45053494.0
2016-01-01,45353090.0
2016-02-01,45102396.0
2016-03-01,43329119.0
2016-04-01,43424897.0
2016-05-01,45104876.0
2016-06-01,45516801.0
2016-07-01,47812581.0
2016-08-01,47952921.0
2016-09-01,48828159.0
2016-10-01,50888035.0
2016-11-01,55207027.0
2016-12-01,58693580.0
2017-01-01,63742094.0
2017-02-01,60230712.0
2017-03-01,60282448.0
2017-04-01,58894517.0
2017-05-01,58343990.0
2017-06-01,58450660.0
2017-07-01,58795696.0
2017-08-01,56864313.0
2017-09-01,58114041.0
2017-10-01,61815214.0
2017-11-01,63831112.0
2017-12-01,66416209.0
2018-01-01,66343030.0
2018-02-01,66757963.0
2018-03-01,69598543.0
2018-04-01,69534294.0
2018-05-01,75018889.0
2018-06-01,76974200.0
2018-07-01,83798285.0
2018-08-01,109509250.0
2018-09-01,99456723.0
2018-10-01,91363275.0
2018-11-01,84703429.0
2018-12-01,88318836.0
2019-01-01,87364179.0
2019-02-01,91959542.0
2019-03-01,96944914.0
2019-04-01,101795131.0
2019-05-01,101515805.0
2019-06-01,98227616.0
2019-07-01,94281232.0
2019-08-01,97341594.0
2019-09-01,93986585.0
2019-10-01,93988379.0
2019-11-01,92397520.0
2019-12-01,96088544.0
2020-01-01,94796483.0
2020-02-01,97394119.0
2020-03-01,102678963.0
2020-04-01,107627247.0
2020-05-01,104089415.0
2020-06-01,103433126.0
2020-07-01,103506942.0
2020-08-01,107987709.0
2020-09-01,114082539.0
2020-10-01,121167266.0
2020-11-01,113425098.0
2020-12-01,108549871.0
2021-01-01,106236294.0
2021-02-01,109477985.0
2021-03-01,121474575.0
2021-04-01,119025002.0
2021-05-01,122306239.0
2021-06-01,123017923.0
2021-07-01,118265854.0
2021-08-01,114897344.0
2021-09-01,122123552.0
2021-10-01,129013005.0
2021-11-01,171522902.0
2021-12-01,181509998.0
2022-01-01,184924253.0
2022-02-01,189412816.0
2022-03-01,198437021.0
2022-04-01,197893454.0
2022-05-01,217013743.0
2022-06-01,219387511.0
2022-07-01,235542902.0
2022-08-01,239301694.0
2022-09-01,241865952.0
2022-10-01,232085735.0
2022-11-01,233655020.0
2022-12-01,237849585.0
2023-01-01,239882011.0
2023-02-01,238865898.0
2023-03-01,244369308.0
2023-04-01,246876749.0
2023-05-01,263708503.0
2023-06-01,327885672.0
2023-07-01,331565840.0
2023-08-01,324710606.0
2023-09-01,351724301.0
2023-10-01,370744035.0
2023-11-01,387130621.0
2023-12-01,401364247.0
2024-01-01,410405076.0
2024-02-01,420429608.0
2024-03-01,428870734.0
2024-04-01,418745883.0
2024-05-01,424076058.0
2024-06-01,428566027.0
2024-07-01,432968938.0
2024-08-01,442748853.0
2024-09-01,464315664.0
2024-10-01,462850057.0
2024-11-01,457857729.0
2024-12-01,466812700.0
2025-01-01,471100002.0
2025-02-01,484569458.0
2025-03-01,505219855.0
2025-04-01,516811444.0
2025-05-01,525614634.0
2025-06-01,553078900.0
2025-07-01,562091030.0
2025-08-01,569137085.0
