Tarih,TP_TOP_V16
2000-01-01,2466034.0
2000-02-01,2177988.0
2000-03-01,2030267.0
2000-04-01,2054963.0
2000-05-01,2061129.0
2000-06-01,2130384.0
2000-07-01,2283258.0
2000-08-01,2309671.0
2000-09-01,2315700.0
2000-10-01,2371376.0
2000-11-01,2526349.0
2000-12-01,2920626.0
2001-01-01,2991703.0
2001-02-01,4183707.0
2001-03-01,3664665.0
2001-04-01,4236055.0
2001-05-01,4284091.0
2001-06-01,3323556.0
2001-07-01,3202987.0
2001-08-01,3033737.0
2001-09-01,3135136.0
2001-10-01,3387785.0
2001-11-01,3009051.0
2001-12-01,2486604.0
2002-01-01,2677040.0
2002-02-01,2568824.0
2002-03-01,2965307.0
2002-04-01,2803208.0
2002-05-01,2799891.0
2002-06-01,3084604.0
2002-07-01,3352513.0
2002-08-01,3234274.0
2002-09-01,3108420.0
2002-10-01,3306360.0
2002-11-01,3093152.0
2002-12-01,2160105.0
2003-01-01,2450216.0
2003-02-01,2519154.0
2003-03-01,2629510.0
2003-04-01,2585550.0
2003-05-01,2638361.0
2003-06-01,2592431.0
2003-07-01,2743216.0
2003-08-01,2753337.0
2003-09-01,2649425.0
2003-10-01,2641326.0
2003-11-01,2756019.0
2003-12-01,2213755.0
2004-01-01,2512820.0
2004-02-01,2819141.0
2004-03-01,2621191.0
2004-04-01,2466147.0
2004-05-01,2837650.0
2004-06-01,2421786.0
2004-07-01,2618485.0
2004-08-01,2692898.0
2004-09-01,2338814.0
2004-10-01,2758641.0
2004-11-01,2852242.0
2004-12-01,2334065.0
2005-01-01,2669182.0
2005-02-01,2852768.0
2005-03-01,2701424.0
2005-04-01,2890708.0
2005-05-01,2964031.0
2005-06-01,3033683.0
2005-07-01,3125703.0
2005-08-01,3078268.0
2005-09-01,3276975.0
2005-10-01,3218242.0
2005-11-01,3359451.0
2005-12-01,3125736.0
2006-01-01,2983435.0
2006-02-01,3257970.0
2006-03-01,3374077.0
2006-04-01,3621973.0
2006-05-01,3960563.0
2006-06-01,3871055.0
2006-07-01,3840919.0
2006-08-01,3959711.0
2006-09-01,4038897.0
2006-10-01,4030169.0
2006-11-01,4264167.0
2006-12-01,4422115.0
2007-01-01,4605055.0
2007-02-01,4624956.0
2007-03-01,4666118.0
2007-04-01,4963569.0
2007-05-01,5266119.0
2007-06-01,5529736.0
2007-07-01,5714817.0
2007-08-01,5381231.0
2007-09-01,6466557.0
2007-10-01,6587292.0
2007-11-01,6570021.0
2007-12-01,4239128.0
2008-01-01,4172900.0
2008-02-01,4247475.0
2008-03-01,4384022.0
2008-04-01,4120766.0
2008-05-01,4285755.0
2008-06-01,4680747.0
2008-07-01,4603147.0
2008-08-01,4841433.0
2008-09-01,5138396.0
2008-10-01,5040164.0
2008-11-01,5467476.0
2008-12-01,5344950.0
2009-01-01,5340100.0
2009-02-01,4904020.0
2009-03-01,4407759.0
2009-04-01,4089646.0
2009-05-01,4234234.0
2009-06-01,4284676.0
2009-07-01,4113883.0
