Tarih,TP_TOP_T18
2000-01-01,19815945.0
2000-02-01,20575187.0
2000-03-01,21645175.0
2000-04-01,22333959.0
2000-05-01,23570119.0
2000-06-01,24863974.0
2000-07-01,26055430.0
2000-08-01,26891415.0
2000-09-01,28178106.0
2000-10-01,29311434.0
2000-11-01,30333799.0
2000-12-01,30530022.0
2001-01-01,30864311.0
2001-02-01,33056548.0
2001-03-01,34327035.0
2001-04-01,35019627.0
2001-05-01,33991168.0
2001-06-01,36266301.0
2001-07-01,37287167.0
2001-08-01,37651305.0
2001-09-01,40507637.0
2001-10-01,41603025.0
2001-11-01,38848912.0
2001-12-01,39281033.0
2002-01-01,36576904.0
2002-02-01,37493646.0
2002-03-01,36536441.0
2002-04-01,36759508.0
2002-05-01,35565329.0
2002-06-01,35981331.0
2002-07-01,37458373.0
2002-08-01,36751016.0
2002-09-01,38213790.0
2002-10-01,38649884.0
2002-11-01,37000105.0
2002-12-01,40476892.0
2003-01-01,41210867.0
2003-02-01,41092865.0
2003-03-01,46605266.0
2003-04-01,46296799.0
2003-05-01,45002074.0
2003-06-01,46833633.0
2003-07-01,47652390.0
2003-08-01,47718234.0
2003-09-01,50617872.0
2003-10-01,54087221.0
2003-11-01,55940686.0
2003-12-01,58943878.0
2004-01-01,58269032.0
2004-02-01,59678073.0
2004-03-01,62853426.0
2004-04-01,67869756.0
2004-05-01,73224370.0
2004-06-01,76613408.0
2004-07-01,76072905.0
2004-08-01,79915390.0
2004-09-01,81652867.0
2004-10-01,83363860.0
2004-11-01,85655219.0
2004-12-01,87927080.0
2005-01-01,88327231.0
2005-02-01,90830593.0
2005-03-01,95288237.0
2005-04-01,98484761.0
2005-05-01,102612805.0
2005-06-01,106943286.0
2005-07-01,108658489.0
2005-08-01,113151954.0
2005-09-01,116163855.0
2005-10-01,119851836.0
2005-11-01,123315517.0
2005-12-01,136521546.0
2006-01-01,135140420.0
2006-02-01,140396871.0
2006-03-01,147684766.0
2006-04-01,152594331.0
2006-05-01,167081374.0
2006-06-01,173267109.0
2006-07-01,174236255.0
2006-08-01,175543739.0
2006-09-01,179681644.0
2006-10-01,181753279.0
2006-11-01,186165791.0
2006-12-01,190897461.0
2007-01-01,191898641.0
2007-02-01,196143321.0
2007-03-01,198814882.0
2007-04-01,204053033.0
2007-05-01,206879776.0
2007-06-01,213697957.0
2007-07-01,219878525.0
2007-08-01,223736864.0
2007-09-01,225873896.0
2007-10-01,231620055.0
2007-11-01,237747970.0
2007-12-01,244210076.0
2008-01-01,247910993.0
2008-02-01,255875000.0
2008-03-01,268618095.0
2008-04-01,274543148.0
2008-05-01,277317836.0
2008-06-01,290798931.0
2008-07-01,292098909.0
2008-08-01,294887788.0
2008-09-01,307923887.0
2008-10-01,308557910.0
2008-11-01,304263121.0
2008-12-01,302022714.0
2009-01-01,298542738.0
2009-02-01,297739773.0
2009-03-01,299029801.0
2009-04-01,297956394.0
2009-05-01,301837257.0
2009-06-01,308204448.0
2009-07-01,308407019.0
2009-08-01,312390588.0
2009-09-01,320544173.0
2009-10-01,322073660.0
2009-11-01,330063782.0
2009-12-01,338850183.0
2010-01-01,341805575.0
2010-02-01,352535728.0
2010-03-01,365588877.0
2010-04-01,373378826.0
2010-05-01,389552340.0
2010-06-01,408715832.0
2010-07-01,413639867.0
2010-08-01,420341751.0
2010-09-01,433388347.0
2010-10-01,441373685.0
2010-11-01,455948483.0
2010-12-01,482849318.0
2011-01-01,491934108.0
2011-02-01,507972903.0
2011-03-01,521897481.0
2011-04-01,532964730.0
2011-05-01,555318231.0
2011-06-01,577313689.0
2011-07-01,583529382.0
2011-08-01,602582746.0
2011-09-01,615947904.0
2011-10-01,621099961.0
2011-11-01,631172169.0
2011-12-01,639005598.0
2012-01-01,636778360.0
2012-02-01,644177898.0
2012-03-01,659752709.0
2012-04-01,672202369.0
2012-05-01,691405367.0
2012-06-01,701159848.0
2012-07-01,708128680.0
2012-08-01,714028689.0
2012-09-01,721822111.0
2012-10-01,731236435.0
2012-11-01,740730712.0
2012-12-01,761435341.0
2013-01-01,768081067.0
2013-02-01,783286935.0
2013-03-01,802944711.0
2013-04-01,818220958.0
2013-05-01,860984177.0
2013-06-01,891669625.0
2013-07-01,918021429.0
2013-08-01,935535492.0
2013-09-01,960301146.0
2013-10-01,962299758.0
2013-11-01,981993858.0
2013-12-01,1017595050.0
2014-01-01,1047175323.0
2014-02-01,1048613338.0
2014-03-01,1053885309.0
2014-04-01,1058391032.0
2014-05-01,1064132661.0
2014-06-01,1095117221.0
2014-07-01,1109593306.0
2014-08-01,1117382107.0
2014-09-01,1159421764.0
2014-10-01,1155193100.0
2014-11-01,1173065444.0
2014-12-01,1212447794.0
2015-01-01,1227935594.0
2015-02-01,1259047274.0
2015-03-01,1294083559.0
2015-04-01,1326484062.0
2015-05-01,1338395354.0
2015-06-01,1369847048.0
2015-07-01,1399410199.0
2015-08-01,1424634153.0
2015-09-01,1449272312.0
2015-10-01,1435200942.0
2015-11-01,1436429135.0
2015-12-01,1452882499.0
