Tarih,TP_TOP_T24
2000-01-01,6708244.0
2000-02-01,6654218.0
2000-03-01,5896602.0
2000-04-01,5809574.0
2000-05-01,5528812.0
2000-06-01,5846057.0
2000-07-01,6365117.0
2000-08-01,6494775.0
2000-09-01,6298707.0
2000-10-01,6476863.0
2000-11-01,6594123.0
2000-12-01,3803416.0
2001-01-01,4948800.0
2001-02-01,8556046.0
2001-03-01,10292263.0
2001-04-01,10034868.0
2001-05-01,11740738.0
2001-06-01,12667666.0
2001-07-01,13443698.0
2001-08-01,13707683.0
2001-09-01,13700950.0
2001-10-01,14285843.0
2001-11-01,12783487.0
2001-12-01,10674868.0
2002-01-01,7533217.0
2002-02-01,9189302.0
2002-03-01,9404923.0
2002-04-01,9532537.0
2002-05-01,13122960.0
2002-06-01,11006900.0
2002-07-01,12404233.0
2002-08-01,13010585.0
2002-09-01,13121907.0
2002-10-01,12805083.0
2002-11-01,13395765.0
2002-12-01,13275062.0
2003-01-01,13214169.0
2003-02-01,12833457.0
2003-03-01,12824037.0
2003-04-01,11934507.0
2003-05-01,11339007.0
2003-06-01,9709295.0
2003-07-01,10512372.0
2003-08-01,11473477.0
2003-09-01,11927176.0
2003-10-01,12539614.0
2003-11-01,13234458.0
2003-12-01,12473573.0
2004-01-01,10808892.0
2004-02-01,10757371.0
2004-03-01,10006220.0
2004-04-01,9107731.0
2004-05-01,9213974.0
2004-06-01,8065257.0
2004-07-01,8294538.0
2004-08-01,9738865.0
2004-09-01,9488206.0
2004-10-01,10021582.0
2004-11-01,10587477.0
2004-12-01,10082634.0
2005-01-01,9807347.0
2005-02-01,10379265.0
2005-03-01,9454625.0
2005-04-01,9477047.0
2005-05-01,10200831.0
2005-06-01,9365624.0
2005-07-01,9658195.0
2005-08-01,9715356.0
2005-09-01,9319933.0
2005-10-01,9980136.0
2005-11-01,10829687.0
2005-12-01,10513482.0
2006-01-01,10448697.0
2006-02-01,10160246.0
2006-03-01,9503773.0
2006-04-01,9461541.0
2006-05-01,12033884.0
2006-06-01,10361738.0
2006-07-01,9991472.0
2006-08-01,9966088.0
2006-09-01,10482910.0
2006-10-01,10787312.0
2006-11-01,12500187.0
2006-12-01,13420886.0
2007-01-01,13023889.0
2007-02-01,12737420.0
2007-03-01,11987040.0
2007-04-01,12652456.0
2007-05-01,13689046.0
2007-06-01,13576665.0
2007-07-01,12885801.0
2007-08-01,13249955.0
2007-09-01,11935557.0
2007-10-01,13498418.0
2007-11-01,15132905.0
2007-12-01,14892510.0
2008-01-01,14928512.0
2008-02-01,14847468.0
2008-03-01,15054648.0
2008-04-01,13646122.0
2008-05-01,14449709.0
2008-06-01,14876253.0
2008-07-01,15165712.0
2008-08-01,15779083.0
2008-09-01,14769083.0
2008-10-01,17286950.0
2008-11-01,21062263.0
2008-12-01,21503282.0
2009-01-01,23519892.0
2009-02-01,23400240.0
2009-03-01,21714703.0
2009-04-01,21097660.0
2009-05-01,22330457.0
2009-06-01,22074797.0
2009-07-01,21543351.0
2009-08-01,22058223.0
2009-09-01,21012506.0
2009-10-01,20918823.0
2009-11-01,22239810.0
2009-12-01,21478979.0
2010-01-01,20950011.0
2010-02-01,21198539.0
2010-03-01,19890059.0
2010-04-01,18864617.0
2010-05-01,20274868.0
2010-06-01,20292417.0
2010-07-01,20093197.0
2010-08-01,20710848.0
2010-09-01,20085207.0
2010-10-01,22405882.0
2010-11-01,23690235.0
2010-12-01,24351977.0
2011-01-01,22709055.0
2011-02-01,21982975.0
2011-03-01,19869735.0
2011-04-01,20463584.0
2011-05-01,21429283.0
2011-06-01,22123068.0
2011-07-01,24344043.0
2011-08-01,26072553.0
2011-09-01,25240475.0
2011-10-01,23442092.0
2011-11-01,24973365.0
2011-12-01,24714059.0
2012-01-01,25268643.0
2012-02-01,24964106.0
2012-03-01,23821277.0
2012-04-01,24670273.0
2012-05-01,26169127.0
2012-06-01,25445523.0
2012-07-01,27413043.0
2012-08-01,27995347.0
2012-09-01,26744761.0
2012-10-01,28632592.0
2012-11-01,31636956.0
2012-12-01,31289715.0
2013-01-01,31171555.0
2013-02-01,30924395.0
2013-03-01,29041186.0
2013-04-01,31032188.0
2013-05-01,30528445.0
2013-06-01,25926743.0
2013-07-01,25070184.0
2013-08-01,25197887.0
2013-09-01,24504813.0
2013-10-01,25740601.0
2013-11-01,25980855.0
2013-12-01,26985118.0
2014-01-01,30425389.0
2014-02-01,30667895.0
2014-03-01,27245083.0
2014-04-01,29826925.0
2014-05-01,31296442.0
2014-06-01,29971128.0
2014-07-01,30507465.0
2014-08-01,32140027.0
2014-09-01,30603306.0
2014-10-01,31782044.0
2014-11-01,35394847.0
2014-12-01,33879830.0
2015-01-01,38330431.0
2015-02-01,37309501.0
2015-03-01,36149429.0
2015-04-01,36939686.0
2015-05-01,37658493.0
2015-06-01,34311211.0
2015-07-01,36604844.0
2015-08-01,41912428.0
2015-09-01,40301442.0
2015-10-01,39804672.0
2015-11-01,39660797.0
2015-12-01,36577147.0
2016-01-01,39926370.0
2016-02-01,41624031.0
2016-03-01,38962932.0
2016-04-01,42067673.0
2016-05-01,43957506.0
2016-06-01,41325631.0
2016-07-01,44185461.0
2016-08-01,46192774.0
2016-09-01,43823504.0
2016-10-01,46168893.0
2016-11-01,52002531.0
2016-12-01,49114195.0
2017-01-01,58038612.0
2017-02-01,56530095.0
2017-03-01,55621085.0
2017-04-01,57599274.0
2017-05-01,60047325.0
2017-06-01,56760040.0
2017-07-01,59545183.0
2017-08-01,61291547.0
2017-09-01,60094213.0
2017-10-01,65215049.0
2017-11-01,71195598.0
2017-12-01,65676694.0
2018-01-01,69193288.0
2018-02-01,72097402.0
2018-03-01,73426849.0
2018-04-01,77263859.0
2018-05-01,88594321.0
2018-06-01,84632841.0
2018-07-01,94610897.0
2018-08-01,130584048.0
2018-09-01,117390318.0
2018-10-01,116393603.0
2018-11-01,121992101.0
2018-12-01,112651187.0
2019-01-01,116300900.0
2019-02-01,118882318.0
2019-03-01,119023865.0
2019-04-01,126295686.0
2019-05-01,130453139.0
2019-06-01,127839186.0
2019-07-01,131168816.0
2019-08-01,140348861.0
2019-09-01,136121712.0
2019-10-01,142219574.0
2019-11-01,147657047.0
2019-12-01,142955172.0
2020-01-01,150729975.0
2020-02-01,145824663.0
2020-03-01,150386337.0
2020-04-01,161919796.0
2020-05-01,166935819.0
2020-06-01,168423624.0
2020-07-01,175315338.0
2020-08-01,175908649.0
2020-09-01,176886232.0
2020-10-01,179870720.0
2020-11-01,180790262.0
2020-12-01,182677763.0
2021-01-01,184522059.0
2021-02-01,186763576.0
2021-03-01,184443704.0
2021-04-01,192174866.0
2021-05-01,202080578.0
2021-06-01,202661073.0
2021-07-01,205398369.0
2021-08-01,216803193.0
2021-09-01,218091381.0
2021-10-01,236195749.0
2021-11-01,279777216.0
2021-12-01,296811161.0
2022-01-01,329390372.0
2022-02-01,371305553.0
2022-03-01,433237375.0
2022-04-01,468198576.0
2022-05-01,542886172.0
2022-06-01,546389249.0
2022-07-01,561233703.0
2022-08-01,643300654.0
2022-09-01,676148280.0
2022-10-01,743998097.0
2022-11-01,787809197.0
2022-12-01,825602012.0
2023-01-01,828869194.0
2023-02-01,919448591.0
2023-03-01,898902374.0
2023-04-01,883573271.0
2023-05-01,883013086.0
2023-06-01,999892987.0
2023-07-01,1085351610.0
2023-08-01,1112307744.0
2023-09-01,1152825121.0
2023-10-01,1261855456.0
2023-11-01,1317819576.0
2023-12-01,1358128241.0
2024-01-01,1395167799.0
2024-02-01,1498740863.0
2024-03-01,1560981671.0
2024-04-01,1597565627.0
2024-05-01,1678234712.0
2024-06-01,1704702824.0
2024-07-01,1746064569.0
2024-08-01,1914945690.0
2024-09-01,1927999198.0
2024-10-01,1959946113.0
2024-11-01,2120185744.0
2024-12-01,2154114860.0
2025-01-01,2100069942.0
2025-02-01,2215839472.0
2025-03-01,2269758909.0
2025-04-01,2205326876.0
2025-05-01,2433983859.0
2025-06-01,2478083652.0
2025-07-01,2510244270.0
2025-08-01,2762630037.0
