Tarih,TP_TOP_T33
2000-01-01,34667.0
2000-02-01,41090.0
2000-03-01,43462.0
2000-04-01,43795.0
2000-05-01,38368.0
2000-06-01,41515.0
2000-07-01,43530.0
2000-08-01,43532.0
2000-09-01,43560.0
2000-10-01,41965.0
2000-11-01,43929.0
2000-12-01,40581.0
2001-01-01,45014.0
2001-02-01,44173.0
2001-03-01,53197.0
2001-04-01,55419.0
2001-05-01,47208.0
2001-06-01,46120.0
2001-07-01,45780.0
2001-08-01,54459.0
2001-09-01,80813.0
2001-10-01,80317.0
2001-11-01,78721.0
2001-12-01,72321.0
2002-01-01,79954.0
2002-02-01,89550.0
2002-03-01,90717.0
2002-04-01,90969.0
2002-05-01,82957.0
2002-06-01,84093.0
2002-07-01,59648.0
2002-08-01,59999.0
2002-09-01,68594.0
2002-10-01,74602.0
2002-11-01,68917.0
2002-12-01,49579.0
2003-01-01,77314.0
2003-02-01,80178.0
2003-03-01,84012.0
2003-04-01,73352.0
2003-05-01,70000.0
2003-06-01,77193.0
2003-07-01,75198.0
2003-08-01,74580.0
2003-09-01,75537.0
2003-10-01,77160.0
2003-11-01,77209.0
2003-12-01,64148.0
2004-01-01,66602.0
2004-02-01,68595.0
2004-03-01,72596.0
2004-04-01,73110.0
2004-05-01,70753.0
2004-06-01,71304.0
2004-07-01,69691.0
2004-08-01,69858.0
2004-09-01,71037.0
2004-10-01,56652.0
2004-11-01,59263.0
2004-12-01,46977.0
2005-01-01,48005.0
2005-02-01,49794.0
2005-03-01,50024.0
2005-04-01,49390.0
2005-05-01,49670.0
2005-06-01,51314.0
2005-07-01,51279.0
2005-08-01,54006.0
2005-09-01,54621.0
2005-10-01,53545.0
2005-11-01,53706.0
2005-12-01,46872.0
2006-01-01,46333.0
2006-02-01,47115.0
2006-03-01,46623.0
2006-04-01,46056.0
2006-05-01,46206.0
2006-06-01,45952.0
2006-07-01,48229.0
2006-08-01,51076.0
2006-09-01,51625.0
2006-10-01,53042.0
2006-11-01,52351.0
2006-12-01,45484.0
2007-01-01,45863.0
2007-02-01,45449.0
2007-03-01,46179.0
2007-04-01,45614.0
2007-05-01,46286.0
2007-06-01,48063.0
2007-07-01,56033.0
2007-08-01,56885.0
2007-09-01,53664.0
2007-10-01,52111.0
2007-11-01,55749.0
2007-12-01,50227.0
2008-01-01,53547.0
2008-02-01,56617.0
2008-03-01,56188.0
2008-04-01,52504.0
2008-05-01,56456.0
2008-06-01,60336.0
2008-07-01,58545.0
2008-08-01,63121.0
2008-09-01,63860.0
2008-10-01,66885.0
2008-11-01,63135.0
2008-12-01,56583.0
2009-01-01,57641.0
2009-02-01,55934.0
2009-03-01,56077.0
2009-04-01,55783.0
2009-05-01,57516.0
2009-06-01,62835.0
2009-07-01,68018.0
2009-08-01,64004.0
2009-09-01,64251.0
2009-10-01,65623.0
2009-11-01,68325.0
2009-12-01,59110.0
2010-01-01,60105.0
2010-02-01,63065.0
2010-03-01,66757.0
2010-04-01,63935.0
2010-05-01,65567.0
2010-06-01,69603.0
2010-07-01,70775.0
2010-08-01,72759.0
2010-09-01,74247.0
2010-10-01,78294.0
2010-11-01,75197.0
2010-12-01,64176.0
2011-01-01,64398.0
2011-02-01,68873.0
2011-03-01,76257.0
2011-04-01,76102.0
