Tarih,TP_TOP_T19
2000-01-01,682055.0
2000-02-01,813645.0
2000-03-01,782046.0
2000-04-01,806383.0
2000-05-01,863336.0
2000-06-01,950850.0
2000-07-01,1018198.0
2000-08-01,1168768.0
2000-09-01,1276410.0
2000-10-01,1345126.0
2000-11-01,1440179.0
2000-12-01,1402451.0
2001-01-01,1297912.0
2001-02-01,1485025.0
2001-03-01,1600938.0
2001-04-01,1874742.0
2001-05-01,1680703.0
2001-06-01,1812541.0
2001-07-01,1347065.0
2001-08-01,3029291.0
2001-09-01,3109208.0
2001-10-01,3245495.0
2001-11-01,3081459.0
2001-12-01,2329886.0
2002-01-01,2353007.0
2002-02-01,2677614.0
2002-03-01,2500204.0
2002-04-01,2719594.0
2002-05-01,2829474.0
2002-06-01,2783047.0
2002-07-01,3120063.0
2002-08-01,2677506.0
2002-09-01,2565079.0
2002-10-01,2947777.0
2002-11-01,2847799.0
2002-12-01,2844244.0
2003-01-01,2738021.0
2003-02-01,2839621.0
2003-03-01,2853080.0
2003-04-01,2975710.0
2003-05-01,2898753.0
2003-06-01,2715920.0
2003-07-01,2642886.0
2003-08-01,2594323.0
2003-09-01,2022992.0
2003-10-01,1771056.0
2003-11-01,1617813.0
2003-12-01,977561.0
2004-01-01,976438.0
2004-02-01,972918.0
2004-03-01,819024.0
2004-04-01,826646.0
2004-05-01,812990.0
2004-06-01,769262.0
2004-07-01,767825.0
2004-08-01,718800.0
2004-09-01,674024.0
2004-10-01,664694.0
2004-11-01,678247.0
2004-12-01,751622.0
2005-01-01,740960.0
2005-02-01,714229.0
2005-03-01,674462.0
2005-04-01,690116.0
2005-05-01,674287.0
2005-06-01,782311.0
2005-07-01,807291.0
2005-08-01,801279.0
2005-09-01,756749.0
2005-10-01,758719.0
2005-11-01,758975.0
2005-12-01,869168.0
2006-01-01,873149.0
2006-02-01,889143.0
2006-03-01,907506.0
2006-04-01,899044.0
2006-05-01,908588.0
2006-06-01,820652.0
2006-07-01,858326.0
2006-08-01,832919.0
2006-09-01,843969.0
2006-10-01,884471.0
2006-11-01,852602.0
2006-12-01,872684.0
2007-01-01,915093.0
2007-02-01,1020901.0
2007-03-01,1028209.0
2007-04-01,1044575.0
2007-05-01,1066731.0
2007-06-01,1153172.0
2007-07-01,1169321.0
2007-08-01,1176372.0
2007-09-01,1206182.0
2007-10-01,1256144.0
2007-11-01,1315192.0
2007-12-01,1350760.0
2008-01-01,1384838.0
2008-02-01,1413009.0
2008-03-01,1530073.0
2008-04-01,1615917.0
2008-05-01,1721328.0
2008-06-01,1894207.0
2008-07-01,2021744.0
2008-08-01,2175051.0
2008-09-01,2260235.0
2008-10-01,2434875.0
2008-11-01,2612893.0
2008-12-01,2803353.0
2009-01-01,3064734.0
2009-02-01,3456160.0
2009-03-01,3846620.0
2009-04-01,3857290.0
2009-05-01,3733869.0
2009-06-01,3810793.0
2009-07-01,3912580.0
2009-08-01,4071643.0
2009-09-01,4150803.0
2009-10-01,4017218.0
2009-11-01,3938211.0
2009-12-01,3576923.0
2010-01-01,3678949.0
2010-02-01,3635559.0
2010-03-01,3660024.0
2010-04-01,3586006.0
2010-05-01,3514960.0
2010-06-01,3348209.0
2010-07-01,3355449.0
2010-08-01,3346156.0
2010-09-01,3417417.0
2010-10-01,3277115.0
2010-11-01,3056615.0
2010-12-01,3161118.0
2011-01-01,3237385.0
2011-02-01,3056356.0
2011-03-01,2995649.0
2011-04-01,2994431.0
2011-05-01,2927109.0
2011-06-01,2862873.0
2011-07-01,3134029.0
2011-08-01,3190847.0
2011-09-01,3321958.0
2011-10-01,3395345.0
2011-11-01,3474083.0
2011-12-01,3748748.0
2012-01-01,3840154.0
2012-02-01,3903296.0
2012-03-01,3914218.0
2012-04-01,4077932.0
2012-05-01,4213417.0
2012-06-01,4126881.0
2012-07-01,4657691.0
2012-08-01,4934277.0
2012-09-01,5615415.0
2012-10-01,5898267.0
2012-11-01,5767157.0
2012-12-01,5721077.0
2013-01-01,5996796.0
2013-02-01,6164376.0
