Tarih,TP_TOP_T12
2000-01-01,4423561.0
2000-02-01,4442562.0
2000-03-01,5567421.0
2000-04-01,5178081.0
2000-05-01,5222076.0
2000-06-01,5542005.0
2000-07-01,6536574.0
2000-08-01,6752616.0
2000-09-01,6984239.0
2000-10-01,7009176.0
2000-11-01,7056577.0
2000-12-01,8617374.0
2001-01-01,6741334.0
2001-02-01,8059956.0
2001-03-01,10158312.0
2001-04-01,9205831.0
2001-05-01,11517791.0
2001-06-01,14524788.0
2001-07-01,12756581.0
2001-08-01,13960413.0
2001-09-01,14922287.0
2001-10-01,13334257.0
2001-11-01,13926560.0
2001-12-01,13380144.0
2002-01-01,12017037.0
2002-02-01,12260000.0
2002-03-01,11810213.0
2002-04-01,10444592.0
2002-05-01,13346095.0
2002-06-01,13601949.0
2002-07-01,15566671.0
2002-08-01,13942325.0
2002-09-01,15077324.0
2002-10-01,16433523.0
2002-11-01,15098895.0
2002-12-01,16394924.0
2003-01-01,14303916.0
2003-02-01,13231854.0
2003-03-01,9848363.0
2003-04-01,9985752.0
2003-05-01,9601769.0
2003-06-01,9576682.0
2003-07-01,11107366.0
2003-08-01,12190681.0
2003-09-01,10663876.0
2003-10-01,13408516.0
2003-11-01,13595643.0
2003-12-01,13931543.0
2004-01-01,12115257.0
2004-02-01,10564349.0
2004-03-01,11411232.0
2004-04-01,11800682.0
2004-05-01,13906037.0
2004-06-01,14816436.0
2004-07-01,16578757.0
2004-08-01,20190993.0
2004-09-01,19962757.0
2004-10-01,20331829.0
2004-11-01,22171631.0
2004-12-01,22042539.0
2005-01-01,21100763.0
2005-02-01,20943503.0
2005-03-01,18239538.0
2005-04-01,19778174.0
2005-05-01,22239471.0
2005-06-01,22567161.0
2005-07-01,22024631.0
2005-08-01,26143896.0
2005-09-01,28690808.0
2005-10-01,20981280.0
2005-11-01,22211051.0
2005-12-01,26390982.0
2006-01-01,27636910.0
2006-02-01,25638924.0
2006-03-01,23902880.0
2006-04-01,21968939.0
2006-05-01,30753753.0
2006-06-01,35616673.0
2006-07-01,34836124.0
2006-08-01,36714243.0
2006-09-01,38312628.0
2006-10-01,43136123.0
2006-11-01,45704924.0
2006-12-01,43777409.0
2007-01-01,44393392.0
2007-02-01,45385144.0
2007-03-01,45086842.0
2007-04-01,47370247.0
2007-05-01,52933016.0
2007-06-01,50715961.0
2007-07-01,49455940.0
2007-08-01,47630074.0
2007-09-01,44507615.0
2007-10-01,39644041.0
2007-11-01,39968749.0
2007-12-01,43188825.0
2008-01-01,40574618.0
2008-02-01,44341353.0
2008-03-01,50902952.0
2008-04-01,46647537.0
2008-05-01,52258128.0
2008-06-01,54497410.0
2008-07-01,53525465.0
2008-08-01,52455892.0
2008-09-01,51582945.0
2008-10-01,64925661.0
2008-11-01,62847749.0
2008-12-01,68244666.0
2009-01-01,73219992.0
2009-02-01,72318132.0
2009-03-01,72270072.0
2009-04-01,71057352.0
2009-05-01,67499927.0
2009-06-01,69495054.0
2009-07-01,66672946.0
2009-08-01,65642158.0
2009-09-01,61932428.0
2009-10-01,58858764.0
2009-11-01,60557702.0
2009-12-01,57972744.0
2010-01-01,56031510.0
2010-02-01,57073694.0
2010-03-01,54355610.0
2010-04-01,46137217.0
2010-05-01,47008807.0
2010-06-01,46899185.0
2010-07-01,51058120.0
2010-08-01,49418540.0
2010-09-01,43616159.0
2010-10-01,42028213.0
2010-11-01,40161124.0
2010-12-01,38072457.0
2011-01-01,40123821.0
2011-02-01,46117684.0
2011-03-01,45580248.0
2011-04-01,41361155.0
2011-05-01,43903933.0
2011-06-01,41886145.0
2011-07-01,48870858.0
2011-08-01,54095601.0
2011-09-01,51896140.0
2011-10-01,50357281.0
2011-11-01,46183217.0
2011-12-01,52616150.0
2012-01-01,54985699.0
2012-02-01,51016241.0
2012-03-01,48393191.0
2012-04-01,47360634.0
2012-05-01,45873763.0
2012-06-01,43873080.0
2012-07-01,42478352.0
2012-08-01,40609175.0
2012-09-01,40172531.0
2012-10-01,37046078.0
2012-11-01,38374181.0
2012-12-01,44068021.0
2013-01-01,40303737.0
2013-02-01,40025708.0
2013-03-01,40363121.0
2013-04-01,41066748.0
2013-05-01,43089197.0
2013-06-01,42851101.0
2013-07-01,44403857.0
2013-08-01,47359030.0
2013-09-01,46651380.0
2013-10-01,42768728.0
2013-11-01,43797937.0
2013-12-01,47362317.0
2014-01-01,53694295.0
2014-02-01,47012055.0
2014-03-01,46070650.0
2014-04-01,42539368.0
2014-05-01,42383117.0
2014-06-01,44181883.0
2014-07-01,49601016.0
2014-08-01,44339627.0
2014-09-01,48059868.0
2014-10-01,48950718.0
2014-11-01,46340409.0
2014-12-01,47588303.0
2015-01-01,50596843.0
2015-02-01,55110251.0
2015-03-01,66331773.0
2015-04-01,69656226.0
2015-05-01,77403874.0
2015-06-01,74117599.0
2015-07-01,75992414.0
2015-08-01,88314488.0
2015-09-01,94056740.0
2015-10-01,98873618.0
2015-11-01,92931951.0
2015-12-01,62088239.0
2016-01-01,63404009.0
2016-02-01,72184043.0
2016-03-01,74003316.0
2016-04-01,73874550.0
2016-05-01,81329525.0
2016-06-01,66276749.0
2016-07-01,77284176.0
2016-08-01,68391002.0
2016-09-01,70701008.0
2016-10-01,76084544.0
2016-11-01,85876556.0
2016-12-01,97737635.0
2017-01-01,114770838.0
2017-02-01,104962414.0
2017-03-01,105382656.0
2017-04-01,112788435.0
2017-05-01,124243554.0
2017-06-01,104071956.0
2017-07-01,96468620.0
2017-08-01,93849515.0
2017-09-01,98040885.0
2017-10-01,107149080.0
2017-11-01,109874042.0
2017-12-01,121090307.0
2018-01-01,113320305.0
2018-02-01,117209751.0
2018-03-01,118170605.0
2018-04-01,111337188.0
2018-05-01,132844237.0
2018-06-01,141057389.0
2018-07-01,156656537.0
2018-08-01,250079644.0
2018-09-01,258872235.0
2018-10-01,255237084.0
2018-11-01,228277018.0
2018-12-01,216408116.0
2019-01-01,233584705.0
2019-02-01,235526838.0
2019-03-01,267313360.0
2019-04-01,289510876.0
2019-05-01,263784518.0
2019-06-01,255978636.0
2019-07-01,252507572.0
2019-08-01,263870141.0
2019-09-01,273644492.0
2019-10-01,246726823.0
2019-11-01,248548819.0
2019-12-01,267863868.0
2020-01-01,280202484.0
2020-02-01,269400083.0
2020-03-01,277213630.0
2020-04-01,300436903.0
2020-05-01,286902506.0
2020-06-01,297141311.0
2020-07-01,292412299.0
2020-08-01,322077821.0
2020-09-01,326406826.0
2020-10-01,321788579.0
2020-11-01,317195014.0
2020-12-01,293432771.0
2021-01-01,352223047.0
2021-02-01,342194207.0
2021-03-01,400878047.0
2021-04-01,387487523.0
2021-05-01,412689856.0
2021-06-01,416558891.0
2021-07-01,401315874.0
2021-08-01,405661864.0
2021-09-01,417952550.0
2021-10-01,444457105.0
2021-11-01,559981374.0
2021-12-01,621502722.0
2022-01-01,610157723.0
2022-02-01,660877858.0
2022-03-01,715091227.0
2022-04-01,697465679.0
2022-05-01,779726847.0
2022-06-01,824130131.0
2022-07-01,903945560.0
2022-08-01,876474494.0
2022-09-01,948901149.0
2022-10-01,894022798.0
2022-11-01,813496784.0
2022-12-01,757257955.0
2023-01-01,843967859.0
2023-02-01,839012609.0
2023-03-01,826492599.0
2023-04-01,840269071.0
2023-05-01,941120729.0
2023-06-01,1100516450.0
2023-07-01,1160631467.0
2023-08-01,1180621985.0
2023-09-01,1099322600.0
2023-10-01,1137468426.0
2023-11-01,1154390507.0
2023-12-01,1180704047.0
2024-01-01,1304429786.0
2024-02-01,1362245302.0
2024-03-01,1401638483.0
2024-04-01,1443366463.0
2024-05-01,1369561427.0
2024-06-01,1571022218.0
2024-07-01,1531107040.0
2024-08-01,1609885365.0
2024-09-01,1642833127.0
2024-10-01,1642924453.0
2024-11-01,1538400691.0
2024-12-01,1503256682.0
2025-01-01,1556740406.0
2025-02-01,1602609058.0
2025-03-01,2006358579.0
2025-04-01,2057624930.0
2025-05-01,1835051054.0
2025-06-01,2095912539.0
2025-07-01,1895796285.0
2025-08-01,1846363848.0
