Tarih,TP_TEDAVULTUT_T5
2014-12-01,844231660.0
2015-01-01,840083870.0
2015-02-01,837763215.0
2015-03-01,830076677.5
2015-04-01,843237555.0
2015-05-01,851144932.5
2015-06-01,869371827.5
2015-07-01,965004795.0
2015-08-01,941483280.0
2015-09-01,1000485710.0
2015-10-01,956526745.0
2015-11-01,927115312.5
2015-12-01,922295120.0
2016-01-01,916825172.5
2016-02-01,909666875.0
2016-03-01,904693362.5
2016-04-01,913242482.5
2016-05-01,920385320.0
2016-06-01,1007706055.0
2016-07-01,1033589362.5
2016-08-01,1007154337.5
2016-09-01,1035793722.5
2016-10-01,1003546510.0
2016-11-01,985087590.0
2016-12-01,991706817.5
2017-01-01,987510787.5
2017-02-01,982496880.0
2017-03-01,994111342.5
2017-04-01,1006179930.0
2017-05-01,1013256737.5
2017-06-01,1133420025.0
2017-07-01,1106993490.0
2017-08-01,1180837710.0
2017-09-01,1130499317.5
2017-10-01,1093985695.0
2017-11-01,1083667535.0
2017-12-01,1096483062.5
2018-01-01,1086044275.0
2018-02-01,1085279137.5
2018-03-01,1096752615.0
2018-04-01,1110392702.5
2018-05-01,1147015417.5
2018-06-01,1259473412.5
2018-07-01,1227966172.5
2018-08-01,1303269727.5
2018-09-01,1246342350.0
2018-10-01,1200690850.0
2018-11-01,1187739390.0
2018-12-01,1181120955.0
2019-01-01,1179721297.5
2019-02-01,1181609310.0
2019-03-01,1192798657.5
2019-04-01,1207512150.0
2019-05-01,1355046067.5
2019-06-01,1344591905.0
2019-07-01,1325070142.5
2019-08-01,1399779272.5
2019-09-01,1350346922.5
2019-10-01,1331317375.0
2019-11-01,1334075232.5
2019-12-01,1332386732.5
2020-01-01,1344404422.5
2020-02-01,1353217110.0
2020-03-01,1366044607.5
2020-04-01,1418766257.5
2020-05-01,1480618567.5
2020-06-01,1489755967.5
2020-07-01,1574851152.5
2020-08-01,1532322672.5
2020-09-01,1509255030.0
2020-10-01,1500684695.0
2020-11-01,1487665275.0
2020-12-01,1484935470.0
2021-01-01,1482076805.0
2021-02-01,1481379265.0
2021-03-01,1480589075.0
2021-04-01,1512851260.0
2021-05-01,1552823305.0
2021-06-01,1559267117.5
2021-07-01,1642726610.0
2021-08-01,1620106347.5
2021-09-01,1605399765.0
2021-10-01,1608801085.0
2021-11-01,1588177005.0
2021-12-01,1589898757.5
2022-01-01,1595558287.5
2022-02-01,1622578707.5
2022-03-01,1652658872.5
2022-04-01,1790555147.5
2022-05-01,1739768580.0
2022-06-01,1725600510.0
2022-07-01,1780669992.5
2022-08-01,1783214520.0
2022-09-01,1778932872.5
2022-10-01,1768711265.0
2022-11-01,1772953252.5
2022-12-01,1792800042.5
2023-01-01,1821519067.5
2023-02-01,1863848365.0
2023-03-01,1916460955.0
2023-04-01,2024470250.0
2023-05-01,2028747265.0
2023-06-01,2099078420.0
2023-07-01,2127778567.5
2023-08-01,2178860337.5
2023-09-01,2221430415.0
2023-10-01,2244491150.0
2023-11-01,2275847762.5
2023-12-01,2296593912.5
2024-01-01,2313052422.5
2024-02-01,2328351375.0
2024-03-01,2354015325.0
2024-04-01,2379254015.0
2024-05-01,2364861955.0
2024-06-01,2377435082.5
2024-07-01,2367900585.0
2024-08-01,2381537475.0
2024-09-01,2405700845.0
2024-10-01,2417689030.0
2024-11-01,2431532932.5
2024-12-01,2442600787.5
2025-01-01,2466347017.5
2025-02-01,2496464367.5
2025-03-01,2547795790.0
2025-04-01,2574203395.0
2025-05-01,2604846142.5
2025-06-01,2641894052.5
2025-07-01,2681464430.0
2025-08-01,2714103057.5
2025-09-01,2733473027.5
