Tarih,TP_TEDAVULTUT_T50
2014-07-01,14218192950.0
2014-08-01,13238094175.0
2014-09-01,13730845700.0
2014-10-01,13174163500.0
2014-11-01,12769431250.0
2014-12-01,12555645425.0
2015-01-01,12291568825.0
2015-02-01,12496721450.0
2015-03-01,12406507900.0
2015-04-01,13072598950.0
2015-05-01,13139539525.0
2015-06-01,13302213825.0
2015-07-01,14124247000.0
2015-08-01,14178996325.0
2015-09-01,15333518900.0
2015-10-01,14525734600.0
2015-11-01,13986999200.0
2015-12-01,13977754200.0
2016-01-01,13815269550.0
2016-02-01,13782003525.0
2016-03-01,13634382550.0
2016-04-01,14142487700.0
2016-05-01,14254120000.0
2016-06-01,15810064800.0
2016-07-01,16407996575.0
2016-08-01,16260989300.0
2016-09-01,16583894675.0
2016-10-01,16174044300.0
2016-11-01,15517519675.0
2016-12-01,15837684475.0
2017-01-01,15217065150.0
2017-02-01,15334256975.0
2017-03-01,15830210475.0
2017-04-01,16688834475.0
2017-05-01,15735671325.0
2017-06-01,17291953750.0
2017-07-01,16699434175.0
2017-08-01,19526612375.0
2017-09-01,17054878800.0
2017-10-01,16607593025.0
2017-11-01,16390394850.0
2017-12-01,16814741500.0
2018-01-01,15704864125.0
2018-02-01,15829558975.0
2018-03-01,16490055375.0
2018-04-01,17028101225.0
2018-05-01,16786314400.0
2018-06-01,18560800025.0
2018-07-01,17846572900.0
2018-08-01,20461464150.0
2018-09-01,18400999075.0
2018-10-01,16785969475.0
2018-11-01,16307068375.0
2018-12-01,15776598275.0
2019-01-01,15175062050.0
2019-02-01,15500695250.0
2019-03-01,16336965375.0
2019-04-01,16129843575.0
2019-05-01,19229356200.0
2019-06-01,17331671925.0
2019-07-01,16886060650.0
2019-08-01,18949641950.0
2019-09-01,18061562100.0
2019-10-01,17812334925.0
2019-11-01,17803968225.0
2019-12-01,17372836450.0
2020-01-01,17484289275.0
2020-02-01,18041694725.0
2020-03-01,19992221875.0
2020-04-01,24246292175.0
2020-05-01,24962060950.0
2020-06-01,23479628075.0
2020-07-01,26956368475.0
2020-08-01,23499789550.0
2020-09-01,22481030475.0
2020-10-01,22118755125.0
2020-11-01,20517546400.0
2020-12-01,19741079300.0
2021-01-01,19113710125.0
2021-02-01,18958310275.0
2021-03-01,18462847300.0
2021-04-01,19541457100.0
2021-05-01,20756261700.0
2021-06-01,20402864475.0
2021-07-01,22797780600.0
2021-08-01,21411185075.0
2021-09-01,20783345450.0
2021-10-01,21366160875.0
2021-11-01,20571428875.0
2021-12-01,20371309075.0
2022-01-01,20414365425.0
2022-02-01,20814034800.0
2022-03-01,20723147450.0
2022-04-01,24604900100.0
2022-05-01,21684839250.0
2022-06-01,21515180675.0
2022-07-01,23139903475.0
2022-08-01,22528159700.0
2022-09-01,22396026650.0
2022-10-01,21889133450.0
2022-11-01,20909451225.0
2022-12-01,20478086300.0
2023-01-01,19759824500.0
2023-02-01,19978793825.0
2023-03-01,19954270850.0
2023-04-01,22790516875.0
2023-05-01,21333032025.0
2023-06-01,25718878800.0
2023-07-01,21752555750.0
2023-08-01,21203134575.0
2023-09-01,20991204650.0
2023-10-01,20062543150.0
2023-11-01,19785118225.0
2023-12-01,19254981775.0
2024-01-01,18729924750.0
2024-02-01,19346676750.0
2024-03-01,19992815975.0
2024-04-01,20241633425.0
2024-05-01,19393631050.0
2024-06-01,20574849000.0
2024-07-01,19243266350.0
2024-08-01,19377501975.0
2024-09-01,18315238900.0
2024-10-01,17616980550.0
2024-11-01,17027957275.0
2024-12-01,16006439475.0
2025-01-01,15448456200.0
2025-02-01,15304995100.0
2025-03-01,16714698125.0
2025-04-01,15360209850.0
2025-05-01,14847588550.0
2025-06-01,14437356800.0
2025-07-01,13753380775.0
2025-08-01,13596860150.0
2025-09-01,13286428850.0
