Tarih,TP_TEDAVULTUT_T10
2014-07-01,1856554205.0
2014-08-01,1750603590.0
2014-09-01,1777722255.0
2014-10-01,1746372815.0
2014-11-01,1705512775.0
2014-12-01,1679031710.0
2015-01-01,1677925575.0
2015-02-01,1693774650.0
2015-03-01,1682307080.0
2015-04-01,1739176350.0
2015-05-01,1769724875.0
2015-06-01,1803736995.0
2015-07-01,1945562050.0
2015-08-01,1882821055.0
2015-09-01,2003920025.0
2015-10-01,1900388095.0
2015-11-01,1840949615.0
2015-12-01,1842387575.0
2016-01-01,1827545770.0
2016-02-01,1813742340.0
2016-03-01,1815430790.0
2016-04-01,1852749920.0
2016-05-01,1872753470.0
2016-06-01,2051621210.0
2016-07-01,2084080290.0
2016-08-01,2025206705.0
2016-09-01,2081551350.0
2016-10-01,2016960925.0
2016-11-01,1971871495.0
2016-12-01,1981956720.0
2017-01-01,1947925620.0
2017-02-01,1944709705.0
2017-03-01,1987535085.0
2017-04-01,2050108715.0
2017-05-01,2020251195.0
2017-06-01,2257835720.0
2017-07-01,2153608885.0
2017-08-01,2360599545.0
2017-09-01,2191522770.0
2017-10-01,2132169365.0
2017-11-01,2114734420.0
2017-12-01,2139591930.0
2018-01-01,2065989480.0
2018-02-01,2073670790.0
2018-03-01,2113374135.0
2018-04-01,2164406940.0
2018-05-01,2200174120.0
2018-06-01,2378442410.0
2018-07-01,2282172780.0
2018-08-01,2472525670.0
2018-09-01,2309256015.0
2018-10-01,2222761495.0
2018-11-01,2196593080.0
2018-12-01,2180255820.0
2019-01-01,2146265905.0
2019-02-01,2166623925.0
2019-03-01,2203218800.0
2019-04-01,2207941955.0
2019-05-01,2523106850.0
2019-06-01,2407707135.0
2019-07-01,2342290020.0
2019-08-01,2516217135.0
2019-09-01,2418742760.0
2019-10-01,2400317775.0
2019-11-01,2397030105.0
2019-12-01,2368055090.0
2020-01-01,2391106920.0
2020-02-01,2425221605.0
2020-03-01,2507496215.0
2020-04-01,2613042710.0
2020-05-01,2709838155.0
2020-06-01,2670002890.0
2020-07-01,2902241285.0
2020-08-01,2758011405.0
2020-09-01,2710673580.0
2020-10-01,2702449440.0
2020-11-01,2662843785.0
2020-12-01,2647645350.0
2021-01-01,2640067950.0
2021-02-01,2652189865.0
2021-03-01,2632784030.0
2021-04-01,2738380590.0
2021-05-01,2853835860.0
2021-06-01,2821025715.0
2021-07-01,3049640575.0
2021-08-01,2936254075.0
2021-09-01,2900261760.0
2021-10-01,2954353485.0
2021-11-01,2912037275.0
2021-12-01,2934800255.0
2022-01-01,2936401890.0
2022-02-01,2988726350.0
2022-03-01,3030206250.0
2022-04-01,3413710040.0
2022-05-01,3332016340.0
2022-06-01,3512982705.0
2022-07-01,3817080205.0
2022-08-01,3886531360.0
2022-09-01,4011139985.0
2022-10-01,4088852135.0
2022-11-01,4157051345.0
2022-12-01,4235140885.0
2023-01-01,4316718660.0
2023-02-01,4431741025.0
2023-03-01,4467671290.0
2023-04-01,4886623045.0
2023-05-01,4701473270.0
2023-06-01,4989926830.0
2023-07-01,4852640675.0
2023-08-01,4838120345.0
2023-09-01,4827567790.0
2023-10-01,4793222345.0
2023-11-01,4850983290.0
2023-12-01,4882150700.0
2024-01-01,4918653440.0
2024-02-01,5011913815.0
2024-03-01,5101044030.0
2024-04-01,5272737820.0
2024-05-01,5258360685.0
2024-06-01,5417235265.0
2024-07-01,5424545460.0
2024-08-01,5500225545.0
2024-09-01,5527145665.0
2024-10-01,5491984745.0
2024-11-01,5491192285.0
2024-12-01,5421864630.0
2025-01-01,5407293025.0
2025-02-01,5427155640.0
2025-03-01,5635482590.0
2025-04-01,5661704635.0
2025-05-01,5728571605.0
2025-06-01,5836697320.0
2025-07-01,5895195810.0
2025-08-01,5986713125.0
2025-09-01,6034674530.0
