Tarih,TP_ISTIRAKBS_A19
2015-01-01,300135.0
2015-02-01,297604.0
2015-03-01,286465.0
2015-04-01,307486.0
2015-05-01,298628.0
2015-06-01,285609.0
2015-07-01,277173.0
2015-08-01,264933.0
2015-09-01,268204.0
2015-10-01,272609.0
2015-11-01,278115.0
2015-12-01,277153.0
2016-01-01,275546.0
2016-02-01,272014.0
2016-03-01,285838.0
2016-04-01,303094.0
2016-05-01,303188.0
2016-06-01,339157.0
2016-07-01,340776.0
2016-08-01,334876.0
2016-09-01,333092.0
2016-10-01,352013.0
2016-11-01,356966.0
2016-12-01,357216.0
2017-01-01,363069.0
2017-02-01,348790.0
2017-03-01,348555.0
2017-04-01,363999.0
2017-05-01,369756.0
2017-06-01,383044.0
2017-07-01,409810.0
2017-08-01,409313.0
2017-09-01,426188.0
2017-10-01,474969.0
2017-11-01,417916.0
2017-12-01,450345.0
2018-01-01,459638.0
2018-02-01,506001.0
2018-03-01,577483.0
2018-04-01,581400.0
2018-05-01,568152.0
2018-06-01,556059.0
2018-07-01,547721.0
2018-08-01,697122.0
2018-09-01,663549.0
2018-10-01,668842.0
2018-11-01,1149714.0
2018-12-01,1327861.0
2019-01-01,1505743.0
2019-02-01,1954348.0
2019-03-01,1798943.0
2019-04-01,1964670.0
2019-05-01,1361075.0
2019-06-01,985101.0
2019-07-01,909917.0
2019-08-01,828574.0
2019-09-01,863948.0
2019-10-01,934439.0
2019-11-01,1000236.0
2019-12-01,1371915.0
2020-01-01,1616058.0
2020-02-01,1326589.0
2020-03-01,1194465.0
2020-04-01,1427575.0
2020-05-01,1886796.0
2020-06-01,898039.0
2020-07-01,909942.0
2020-08-01,1088372.0
2020-09-01,1110690.0
2020-10-01,1110690.0
2020-11-01,1152665.0
2020-12-01,1208393.0
2021-01-01,1255193.0
2021-02-01,1292066.0
2021-03-01,1304952.0
2021-04-01,1321567.0
2021-05-01,1334073.0
2021-06-01,1330483.0
2021-07-01,1339717.0
2021-08-01,1364744.0
2021-09-01,1502225.0
2021-10-01,1536711.0
2021-11-01,1575633.0
2021-12-01,1735732.0
2022-01-01,1748933.0
2022-02-01,1746439.0
2022-03-01,1790762.0
2022-04-01,1847714.0
2022-05-01,1893880.0
2022-06-01,1952906.0
2022-07-01,2006068.0
2022-08-01,2085607.0
2022-09-01,2116540.0
2022-10-01,2218096.0
2022-11-01,2337164.0
2022-12-01,3546298.0
2023-01-01,3546298.0
2023-02-01,3607779.0
2023-03-01,3621781.0
2023-04-01,3720581.0
2023-05-01,3851043.0
2023-06-01,4587523.0
2023-07-01,4953826.0
2023-08-01,5534684.0
2023-09-01,5627977.0
2023-10-01,5795555.0
2023-11-01,5560684.0
2023-12-01,6598764.0
2024-01-01,6799360.0
2024-02-01,6975937.0
2024-03-01,6877411.0
2024-04-01,7170140.0
2024-05-01,7342327.0
2024-06-01,8303831.0
2024-07-01,8341860.0
2024-08-01,8408062.0
2024-09-01,8813280.0
2024-10-01,8823965.0
2024-11-01,9124635.0
2024-12-01,9915895.0
2025-01-01,9918667.0
2025-02-01,10060317.0
2025-03-01,10295892.0
2025-04-01,10483256.0
2025-05-01,11815900.0
2025-06-01,12786242.0
2025-07-01,13140259.0
2025-08-01,13347777.0
