Tarih,TP_ISTIRAKBS_A11
2014-06-01,1556023.0
2014-07-01,1545286.0
2014-08-01,1543108.0
2014-09-01,1521330.0
2014-10-01,1580133.0
2014-11-01,1440121.0
2014-12-01,1512340.0
2015-01-01,1493315.0
2015-02-01,1509997.0
2015-03-01,1507165.0
2015-04-01,1504271.0
2015-05-01,1508633.0
2015-06-01,1704627.0
2015-07-01,1674311.0
2015-08-01,1669193.0
2015-09-01,1693196.0
2015-10-01,1690740.0
2015-11-01,1702175.0
2015-12-01,1732216.0
2016-01-01,1721573.0
2016-02-01,1731922.0
2016-03-01,1650871.0
2016-04-01,1669812.0
2016-05-01,1586786.0
2016-06-01,1596371.0
2016-07-01,1604271.0
2016-08-01,1623558.0
2016-09-01,1651509.0
2016-10-01,1678739.0
2016-11-01,1708277.0
2016-12-01,1756233.0
2017-01-01,1784382.0
2017-02-01,1703351.0
2017-03-01,1636513.0
2017-04-01,1656008.0
2017-05-01,1737412.0
2017-06-01,1758318.0
2017-07-01,1817645.0
2017-08-01,1842761.0
2017-09-01,1873531.0
2017-10-01,2162357.0
2017-11-01,2231526.0
2017-12-01,2365028.0
2018-01-01,2372854.0
2018-02-01,2419114.0
2018-03-01,2248167.0
2018-04-01,2303678.0
2018-05-01,2331462.0
2018-06-01,2388729.0
2018-07-01,2410187.0
2018-08-01,2479841.0
2018-09-01,2522719.0
2018-10-01,2565178.0
2018-11-01,2628100.0
2018-12-01,2240260.0
2019-01-01,2394729.0
2019-02-01,2446208.0
2019-03-01,2217830.0
2019-04-01,1469692.0
2019-05-01,1486995.0
2019-06-01,1512643.0
2019-07-01,1523891.0
2019-08-01,1545993.0
2019-09-01,1495201.0
2019-10-01,1536988.0
2019-11-01,1682883.0
2019-12-01,1720742.0
2020-01-01,1774414.0
2020-02-01,1793617.0
2020-03-01,1824431.0
2020-04-01,1750471.0
2020-05-01,1782269.0
2020-06-01,1890667.0
2020-07-01,1952564.0
2020-08-01,2083183.0
2020-09-01,2131336.0
2020-10-01,2190739.0
2020-11-01,2203552.0
2020-12-01,3336520.0
2021-01-01,3414182.0
2021-02-01,3495506.0
2021-03-01,3558384.0
2021-04-01,3582034.0
2021-05-01,3636833.0
2021-06-01,3688983.0
2021-07-01,3740051.0
2021-08-01,3801234.0
2021-09-01,4109394.0
2021-10-01,4200568.0
2021-11-01,4341025.0
2021-12-01,4832565.0
2022-01-01,4981016.0
2022-02-01,5040324.0
2022-03-01,4869875.0
2022-04-01,3558221.0
2022-05-01,3637568.0
2022-06-01,3822038.0
2022-07-01,3964690.0
2022-08-01,4135291.0
2022-09-01,4314061.0
2022-10-01,4423810.0
2022-11-01,4701114.0
2022-12-01,5819662.0
2023-01-01,6033717.0
2023-02-01,6191135.0
2023-03-01,6562385.0
2023-04-01,6391847.0
2023-05-01,6949300.0
2023-06-01,7416626.0
2023-07-01,7740241.0
2023-08-01,8322043.0
2023-09-01,8775510.0
2023-10-01,9202860.0
2023-11-01,9542975.0
2023-12-01,13515193.0
2024-01-01,14112272.0
2024-02-01,14654728.0
2024-03-01,14617572.0
2024-04-01,15221828.0
2024-05-01,15946044.0
2024-06-01,16678478.0
2024-07-01,9940810.0
2024-08-01,10439779.0
2024-09-01,19237249.0
2024-10-01,20006886.0
2024-11-01,11606356.0
2024-12-01,26403851.0
2025-01-01,28010983.0
2025-02-01,28611279.0
2025-03-01,27844143.0
2025-04-01,28830768.0
2025-05-01,29329304.0
2025-06-01,30870617.0
2025-07-01,32193757.0
2025-08-01,33445471.0
